name,type,pos,poss,pose,size,stru,ori,division,weld
 =30137/128955,SCTN,X 92796mm Y 4435mm Z 37640mm,X 92796mm Y 4435mm Z 37640mm,X 92550mm Y 4435mm Z 37640mm,ANG_130x130x12,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/128958,SCTN,X 92808mm Y 4245mm Z 37089mm,X 92808mm Y 4245mm Z 37089mm,X 92808mm Y 4245mm Z 37440mm,ANG_65x65x6,=30137/128953,   0.000   1.000   0.000,SUPP,
 =30137/128960,SCTN,X 92383mm Y 6245mm Z 37154mm,X 92383mm Y 6245mm Z 37154mm,X 92800mm Y 6245mm Z 37154mm,ANG_65x65x6,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/128963,SCTN,X 92383mm Y 4245mm Z 37154mm,X 92383mm Y 4245mm Z 37154mm,X 92802mm Y 4245mm Z 37154mm,ANG_65x65x6,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/128966,SCTN,X 92800mm Y 10500mm Z 37540mm,X 92800mm Y 10500mm Z 37540mm,X 92800mm Y 4055mm Z 37540mm,BEAM_200x200x8x12,=30137/128953,   1.000   0.000   0.000,SUPP,
 =30137/128968,SCTN,X 92800mm Y 7970mm Z 37027mm,X 92800mm Y 7970mm Z 37027mm,X 92800mm Y 7970mm Z 37440mm,ANG_100x100x13,=30137/128953,  -1.000   0.000   0.000,SUPP,
 =30137/128970,SCTN,X 92800mm Y 7590mm Z 37127mm,X 92800mm Y 7590mm Z 37127mm,X 92800mm Y 7957mm Z 37127mm,ANG_100x100x13,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/128973,SCTN,X 92800mm Y 10200mm Z 35580mm,X 92800mm Y 10200mm Z 35580mm,X 92800mm Y 8898mm Z 37440mm,TUBE_165.2x7.1,=30137/128953,   0.000  -0.819  -0.574,SUPP,
 =30137/128975,SCTN,X 92800mm Y 10200mm Z 37440mm,X 92800mm Y 10200mm Z 37440mm,X 92800mm Y 10200mm Z 35405mm,TUBE_165.2x7.1,=30137/128953,  -1.000   0.000   0.000,SUPP,
 =30137/128977,SCTN,X 92800mm Y 6245mm Z 35680mm,X 92800mm Y 6245mm Z 35680mm,X 92800mm Y 7477mm Z 37440mm,TUBE_165.2x7.1,=30137/128953,   0.000   0.819  -0.574,SUPP,
 =30137/128979,SCTN,X 92800mm Y 6245mm Z 37440mm,X 92800mm Y 6245mm Z 37440mm,X 92800mm Y 6245mm Z 35488mm,TUBE_165.2x7.1,=30137/128953,  -1.000   0.000   0.000,SUPP,
 =30137/129084,SCTN,X 92570mm Y 8810mm Z 37640mm,X 92570mm Y 8810mm Z 37640mm,X 92796mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/129086,SCTN,X 92570mm Y 6890mm Z 37640mm,X 92570mm Y 6890mm Z 37640mm,X 92796mm Y 6890mm Z 37640mm,ANG_100x100x13,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/129088,SCTN,X 93030mm Y 7970mm Z 37640mm,X 93030mm Y 7970mm Z 37640mm,X 92804mm Y 7970mm Z 37640mm,ANG_100x100x13,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/130590,SCTN,X 93030mm Y 10485mm Z 37640mm,X 93030mm Y 10485mm Z 37640mm,X 92804mm Y 10485mm Z 37640mm,ANG_100x100x13,=30137/128953,   0.000   0.000  -1.000,SUPP,
 =30137/129125,SCTN,X 92570mm Y 7970mm Z 37640mm,X 92570mm Y 7970mm Z 37640mm,X 92796mm Y 7970mm Z 37640mm,ANG_100x100x13,=30137/128953,   0.000  -1.000   0.000,SUPP,
 =30137/129127,SCTN,X 93030mm Y 8810mm Z 37640mm,X 93030mm Y 8810mm Z 37640mm,X 92804mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/128953,   0.000   1.000   0.000,SUPP,
 =30137/129129,SCTN,X 92800mm Y 10200mm Z 35405mm,X 92800mm Y 10200mm Z 35405mm,X 92800mm Y 10200mm Z 35302mm,TUBE_165.2x4.9,=30137/128953,  -1.000   0.000   0.000,SUPP,start
 =30137/129130,SCTN,X 92800mm Y 6245mm Z 35488mm,X 92800mm Y 6245mm Z 35488mm,X 92800mm Y 6245mm Z 35302mm,TUBE_165.2x4.9,=30137/128953,  -1.000   0.000   0.000,SUPP,start
 =30137/129242,SCTN,X 92755mm Y 8856mm Z 38461mm,X 92755mm Y 8856mm Z 38461mm,X 92755mm Y 9887mm Z 38461mm,ANG_90x90x10,=30137/128953,   0.000   0.000   1.000,SUPP,
 =30137/129245,SCTN,X 92755mm Y 8960mm Z 38451mm,X 92755mm Y 8960mm Z 38451mm,X 92755mm Y 8960mm Z 37640mm,ANG_90x90x10,=30137/128953,   1.000   0.000   0.000,SUPP,
 =30137/129246,SCTN,X 92755mm Y 9783mm Z 38451mm,X 92755mm Y 9783mm Z 38451mm,X 92755mm Y 9783mm Z 37640mm,ANG_90x90x10,=30137/128953,   0.000   1.000   0.000,SUPP,
 =30137/129297,SCTN,X 91650mm Y 2941mm Z 36440mm,X 91650mm Y 2941mm Z 36440mm,X 91650mm Y 3225mm Z 36440mm,ANG_65x65x6,=30137/129281,   0.000   0.000  -1.000,SUPP,
 =30137/129302,SCTN,X 91650mm Y 857mm Z 35795mm,X 91650mm Y 857mm Z 35795mm,X 91650mm Y -93mm Z 37440mm,TUBE_165.2x7.1,=30137/129281,   0.000  -0.866  -0.500,SUPP,
 =30137/129304,SCTN,X 91650mm Y 3759mm Z 37540mm,X 91650mm Y 3759mm Z 37540mm,X 91650mm Y -687mm Z 37540mm,BEAM_200x200x8x12,=30137/129281,   1.000   0.000   0.000,SUPP,
 =30137/129337,SCTN,X 91650mm Y 2648mm Z 37147mm,X 91650mm Y 2648mm Z 37147mm,X 91650mm Y 2245mm Z 37147mm,ANG_100x100x13,=30137/129281,  -1.000   0.000   0.000,SUPP,
 =30137/129339,SCTN,X 91650mm Y 2648mm Z 37440mm,X 91650mm Y 2648mm Z 37440mm,X 91650mm Y 2648mm Z 37047mm,ANG_100x100x13,=30137/129281,  -1.000   0.000   0.000,SUPP,
 =30137/129342,SCTN,X 91650mm Y 857mm Z 37440mm,X 91650mm Y 857mm Z 37440mm,X 91650mm Y 857mm Z 35604mm,TUBE_165.2x7.1,=30137/129281,  -1.000   0.000   0.000,SUPP,
 =30137/129360,SCTN,X 91650mm Y 3225mm Z 37440mm,X 91650mm Y 3225mm Z 37440mm,X 91650mm Y 3225mm Z 35553mm,TUBE_165.2x7.1,=30137/129281,  -1.000   0.000   0.000,SUPP,
 =30137/129362,SCTN,X 91650mm Y 3225mm Z 35553mm,X 91650mm Y 3225mm Z 35553mm,X 91650mm Y 3225mm Z 35302mm,TUBE_165.2x4.9,=30137/129281,  -1.000   0.000   0.000,SUPP,start
 =30137/129363,SCTN,X 92030mm Y 3225mm Z 37540mm,X 92030mm Y 3225mm Z 37540mm,X 91650mm Y 3225mm Z 37540mm,BEAM_200x200x8x12,=30137/129281,   0.000  -1.000   0.000,SUPP,
 =30137/129381,SCTN,X 91420mm Y 3225mm Z 37540mm,X 91420mm Y 3225mm Z 37540mm,X 91650mm Y 3225mm Z 37540mm,BEAM_200x200x8x12,=30137/129281,   0.000   1.000   0.000,SUPP,
 =30137/129413,SCTN,X 91646mm Y -467mm Z 37640mm,X 91646mm Y -467mm Z 37640mm,X 91420mm Y -467mm Z 37640mm,ANG_100x100x13,=30137/129281,   0.000   1.000   0.000,SUPP,
 =30137/129415,SCTN,X 91646mm Y 2730mm Z 37640mm,X 91646mm Y 2730mm Z 37640mm,X 91420mm Y 2730mm Z 37640mm,ANG_100x100x13,=30137/129281,   0.000   1.000   0.000,SUPP,
 =30137/129417,SCTN,X 91646mm Y 3744mm Z 37640mm,X 91646mm Y 3744mm Z 37640mm,X 91420mm Y 3744mm Z 37640mm,ANG_100x100x13,=30137/129281,   0.000   0.000  -1.000,SUPP,
 =30137/129419,SCTN,X 91654mm Y -467mm Z 37640mm,X 91654mm Y -467mm Z 37640mm,X 91880mm Y -467mm Z 37640mm,ANG_100x100x13,=30137/129281,   0.000   0.000  -1.000,SUPP,
 =30137/129421,SCTN,X 91654mm Y 533mm Z 37640mm,X 91654mm Y 533mm Z 37640mm,X 91880mm Y 533mm Z 37640mm,ANG_100x100x13,=30137/129281,   0.000  -1.000   0.000,SUPP,
 =30137/129458,SCTN,X 91650mm Y 857mm Z 35604mm,X 91650mm Y 857mm Z 35604mm,X 91650mm Y 857mm Z 35302mm,TUBE_165.2x4.9,=30137/129281,  -1.000   0.000   0.000,SUPP,start
 =30137/157203,SCTN,X 91605mm Y 1123mm Z 38501mm,X 91605mm Y 1123mm Z 38501mm,X 91605mm Y 2311mm Z 38501mm,ANG_90x90x10,=30137/129281,   0.000   0.000   1.000,SUPP,
 =30137/157206,SCTN,X 91605mm Y 1227mm Z 38491mm,X 91605mm Y 1227mm Z 38491mm,X 91605mm Y 1227mm Z 37640mm,ANG_90x90x10,=30137/129281,   1.000   0.000   0.000,SUPP,
 =30137/157207,SCTN,X 91605mm Y 2207mm Z 38491mm,X 91605mm Y 2207mm Z 38491mm,X 91605mm Y 2207mm Z 37640mm,ANG_90x90x10,=30137/129281,   0.000   1.000   0.000,SUPP,
 =30137/129759,SCTN,X 88546mm Y 5785mm Z 37640mm,X 88546mm Y 5785mm Z 37640mm,X 88175mm Y 5785mm Z 37640mm,ANG_150x150x15,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129763,SCTN,X 88546mm Y 6705mm Z 37640mm,X 88546mm Y 6705mm Z 37640mm,X 88175mm Y 6705mm Z 37640mm,ANG_150x150x15,=30137/129757,   0.000   1.000   0.000,SUPP,
 =30137/129767,SCTN,X 88325mm Y 5785mm Z 37640mm,X 88325mm Y 5785mm Z 37640mm,X 88325mm Y 6705mm Z 37640mm,ANG_150x150x15,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129768,SCTN,X 88550mm Y 10345mm Z 37540mm,X 88550mm Y 10345mm Z 37540mm,X 88550mm Y 4870mm Z 37540mm,BEAM_200x200x8x12,=30137/129757,   1.000   0.000   0.000,SUPP,
 =30137/129770,SCTN,X 88550mm Y 7970mm Z 37027mm,X 88550mm Y 7970mm Z 37027mm,X 88550mm Y 7970mm Z 37440mm,ANG_100x100x13,=30137/129757,  -1.000   0.000   0.000,SUPP,
 =30137/129772,SCTN,X 88550mm Y 7590mm Z 37127mm,X 88550mm Y 7590mm Z 37127mm,X 88550mm Y 7957mm Z 37127mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129775,SCTN,X 88550mm Y 6890mm Z 37047mm,X 88550mm Y 6890mm Z 37047mm,X 88550mm Y 6890mm Z 37440mm,ANG_100x100x13,=30137/129757,   0.000   1.000   0.000,SUPP,
 =30137/129778,SCTN,X 88550mm Y 6540mm Z 37147mm,X 88550mm Y 6540mm Z 37147mm,X 88550mm Y 6890mm Z 37147mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129780,SCTN,X 88550mm Y 10200mm Z 35580mm,X 88550mm Y 10200mm Z 35580mm,X 88550mm Y 8898mm Z 37440mm,TUBE_165.2x7.1,=30137/129757,   0.000  -0.819  -0.574,SUPP,
 =30137/129782,SCTN,X 88550mm Y 10200mm Z 37440mm,X 88550mm Y 10200mm Z 37440mm,X 88550mm Y 10200mm Z 35405mm,TUBE_165.2x7.1,=30137/129757,  -1.000   0.000   0.000,SUPP,
 =30137/129784,SCTN,X 88550mm Y 6245mm Z 35680mm,X 88550mm Y 6245mm Z 35680mm,X 88550mm Y 7477mm Z 37440mm,TUBE_165.2x7.1,=30137/129757,   0.000   0.819  -0.574,SUPP,
 =30137/129786,SCTN,X 88550mm Y 6245mm Z 37440mm,X 88550mm Y 6245mm Z 37440mm,X 88550mm Y 6245mm Z 35488mm,TUBE_165.2x7.1,=30137/129757,  -1.000   0.000   0.000,SUPP,
 =30137/129922,SCTN,X 88320mm Y 9910mm Z 37640mm,X 88320mm Y 9910mm Z 37640mm,X 88546mm Y 9910mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000  -1.000   0.000,SUPP,
 =30137/129924,SCTN,X 88320mm Y 7090mm Z 37640mm,X 88320mm Y 7090mm Z 37640mm,X 88546mm Y 7090mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129926,SCTN,X 88980mm Y 4930mm Z 37640mm,X 88980mm Y 4930mm Z 37640mm,X 88554mm Y 4930mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   1.000   0.000,SUPP,
 =21945/497814,SCTN,X 88980mm Y 5515mm Z 37640mm,X 88980mm Y 5515mm Z 37640mm,X 88554mm Y 5515mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =21945/497809,SCTN,X 88320mm Y 5375mm Z 37640mm,X 88320mm Y 5375mm Z 37640mm,X 88546mm Y 5375mm Z 37640mm,ANG_130x130x12,=30137/129757,   0.000  -1.000   0.000,SUPP,
 =30137/129935,SCTN,X 88880mm Y 8810mm Z 37640mm,X 88880mm Y 8810mm Z 37640mm,X 88554mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   1.000   0.000,SUPP,
 =30137/129937,SCTN,X 88780mm Y 6890mm Z 37640mm,X 88780mm Y 6890mm Z 37640mm,X 88554mm Y 6890mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   1.000   0.000,SUPP,
 =30137/129981,SCTN,X 88320mm Y 8810mm Z 37640mm,X 88320mm Y 8810mm Z 37640mm,X 88546mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129983,SCTN,X 88780mm Y 7970mm Z 37640mm,X 88780mm Y 7970mm Z 37640mm,X 88554mm Y 7970mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129985,SCTN,X 88783mm Y 9910mm Z 37640mm,X 88783mm Y 9910mm Z 37640mm,X 88554mm Y 9910mm Z 37640mm,ANG_100x100x13,=30137/129757,   0.000   0.000  -1.000,SUPP,
 =30137/129995,SCTN,X 88550mm Y 10200mm Z 35405mm,X 88550mm Y 10200mm Z 35405mm,X 88550mm Y 10200mm Z 35302mm,TUBE_165.2x4.9,=30137/129757,  -1.000   0.000   0.000,SUPP,start
 =30137/129996,SCTN,X 88550mm Y 6245mm Z 35488mm,X 88550mm Y 6245mm Z 35488mm,X 88550mm Y 6245mm Z 35302mm,TUBE_165.2x4.9,=30137/129757,  -1.000   0.000   0.000,SUPP,start
 =21945/541437,SCTN,X 88315mm Y 6850mm Z 38501mm,X 88315mm Y 6850mm Z 38501mm,X 88315mm Y 5640mm Z 38501mm,ANG_130x130x12,=30137/129757,   0.000   0.000   1.000,SUPP,
 =21945/541440,SCTN,X 88315mm Y 6705mm Z 38486mm,X 88315mm Y 6705mm Z 38486mm,X 88315mm Y 6705mm Z 37640mm,ANG_130x130x12,=30137/129757,  -1.000   0.000   0.000,SUPP,
 =21945/541441,SCTN,X 88315mm Y 5785mm Z 38486mm,X 88315mm Y 5785mm Z 38486mm,X 88315mm Y 5785mm Z 37640mm,ANG_130x130x12,=30137/129757,   0.000  -1.000   0.000,SUPP,
 =30137/130284,SCTN,X 88550mm Y 6874mm Z 38624mm,X 88550mm Y 6874mm Z 38624mm,X 88550mm Y 8108mm Z 38624mm,BEAM_125x125x6.5x9,=30137/129757,  -1.000   0.000   0.000,SUPP,
 =30137/130287,SCTN,X 88550mm Y 6966mm Z 38547mm,X 88550mm Y 6966mm Z 38547mm,X 88550mm Y 6966mm Z 37640mm,BEAM_125x125x6.5x9,=30137/129757,   1.000   0.000   0.000,SUPP,
 =30137/130288,SCTN,X 88550mm Y 8016mm Z 38547mm,X 88550mm Y 8016mm Z 38547mm,X 88550mm Y 8016mm Z 37640mm,BEAM_125x125x6.5x9,=30137/129757,  -1.000   0.000   0.000,SUPP,
 =21945/541643,SCTN,X 88550mm Y 857mm Z 36245mm,X 88550mm Y 857mm Z 36245mm,X 88550mm Y 1547mm Z 37440mm,TUBE_165.2x7.1,=30137/130304,   0.000   0.866  -0.500,SUPP,
 =30137/130306,SCTN,X 88550mm Y 857mm Z 35795mm,X 88550mm Y 857mm Z 35795mm,X 88550mm Y -93mm Z 37440mm,TUBE_165.2x7.1,=30137/130304,   0.000  -0.866  -0.500,SUPP,
 =30137/130310,SCTN,X 88550mm Y 4850mm Z 37540mm,X 88550mm Y 4850mm Z 37540mm,X 88550mm Y -687mm Z 37540mm,BEAM_200x200x8x12,=30137/130304,   1.000   0.000   0.000,SUPP,
 =30137/130328,SCTN,X 88550mm Y 857mm Z 37440mm,X 88550mm Y 857mm Z 37440mm,X 88550mm Y 857mm Z 35604mm,TUBE_165.2x7.1,=30137/130304,  -1.000   0.000   0.000,SUPP,
 =30137/130330,SCTN,X 88550mm Y 3225mm Z 37440mm,X 88550mm Y 3225mm Z 37440mm,X 88550mm Y 3225mm Z 35553mm,TUBE_165.2x7.1,=30137/130304,  -1.000   0.000   0.000,SUPP,
 =30137/130402,SCTN,X 88546mm Y -467mm Z 37640mm,X 88546mm Y -467mm Z 37640mm,X 88320mm Y -467mm Z 37640mm,ANG_100x100x13,=30137/130304,   0.000   1.000   0.000,SUPP,
 =30137/130404,SCTN,X 88554mm Y -467mm Z 37640mm,X 88554mm Y -467mm Z 37640mm,X 88780mm Y -467mm Z 37640mm,ANG_100x100x13,=30137/130304,   0.000   0.000  -1.000,SUPP,
 =30137/130406,SCTN,X 88320mm Y 1145mm Z 37540mm,X 88320mm Y 1145mm Z 37540mm,X 88550mm Y 1145mm Z 37540mm,BEAM_200x200x8x12,=30137/130304,   0.000   1.000   0.000,SUPP,
 =30137/130424,SCTN,X 88780mm Y 3225mm Z 37540mm,X 88780mm Y 3225mm Z 37540mm,X 88550mm Y 3225mm Z 37540mm,BEAM_200x200x8x12,=30137/130304,   0.000  -1.000   0.000,SUPP,
 =30137/130456,SCTN,X 88550mm Y 3225mm Z 35553mm,X 88550mm Y 3225mm Z 35553mm,X 88550mm Y 3225mm Z 35302mm,TUBE_165.2x4.9,=30137/130304,  -1.000   0.000   0.000,SUPP,start
 =30137/130457,SCTN,X 88550mm Y 857mm Z 35604mm,X 88550mm Y 857mm Z 35604mm,X 88550mm Y 857mm Z 35302mm,TUBE_165.2x4.9,=30137/130304,  -1.000   0.000   0.000,SUPP,start
 =30137/130538,SCTN,X 88505mm Y -370mm Z 38170mm,X 88505mm Y -370mm Z 38170mm,X 88505mm Y 370mm Z 38170mm,ANG_90x90x10,=30137/130304,   0.000   0.000   1.000,SUPP,
 =30137/130541,SCTN,X 88505mm Y -266mm Z 38160mm,X 88505mm Y -266mm Z 38160mm,X 88505mm Y -266mm Z 37640mm,ANG_90x90x10,=30137/130304,   1.000   0.000   0.000,SUPP,
 =30137/130542,SCTN,X 88505mm Y 266mm Z 38160mm,X 88505mm Y 266mm Z 38160mm,X 88505mm Y 266mm Z 37640mm,ANG_90x90x10,=30137/130304,   0.000   1.000   0.000,SUPP,
 =30137/132109,SCTN,X 84000mm Y 5345mm Z 37540mm,X 84000mm Y 5345mm Z 37540mm,X 83770mm Y 5345mm Z 37540mm,BEAM_200x200x8x12,=30137/130611,   0.000  -1.000   0.000,SUPP,
 =30137/130613,SCTN,X 84000mm Y 5245mm Z 36859mm,X 84000mm Y 5245mm Z 36859mm,X 84000mm Y 5115mm Z 36859mm,ANG_150x150x15,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/130621,SCTN,X 84000mm Y 5245mm Z 37440mm,X 84000mm Y 5245mm Z 37440mm,X 84000mm Y 5245mm Z 36709mm,ANG_150x150x15,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/130622,SCTN,X 84000mm Y 10500mm Z 37540mm,X 84000mm Y 10500mm Z 37540mm,X 84000mm Y 5235mm Z 37540mm,BEAM_200x200x8x12,=30137/130611,   1.000   0.000   0.000,SUPP,
 =30137/130645,SCTN,X 83938mm Y 9908mm Z 38296mm,X 83938mm Y 9908mm Z 38296mm,X 83938mm Y 10428mm Z 38296mm,ANG_100x100x13,=30137/130611,   1.000   0.000   0.000,SUPP,
 =30137/130646,SCTN,X 83938mm Y 10485mm Z 37639mm,X 83938mm Y 10485mm Z 37639mm,X 83938mm Y 10428mm Z 38296mm,ANG_100x100x13,=30137/130611,   0.000  -0.996  -0.087,SUPP,
 =30137/130647,SCTN,X 84000mm Y 6890mm Z 37047mm,X 84000mm Y 6890mm Z 37047mm,X 84000mm Y 6890mm Z 37440mm,ANG_100x100x13,=30137/130611,   0.000   1.000   0.000,SUPP,
 =30137/130650,SCTN,X 84000mm Y 6540mm Z 37147mm,X 84000mm Y 6540mm Z 37147mm,X 84000mm Y 6890mm Z 37147mm,ANG_100x100x13,=30137/130611,   0.000   0.000  -1.000,SUPP,
 =30137/130652,SCTN,X 84000mm Y 10200mm Z 35580mm,X 84000mm Y 10200mm Z 35580mm,X 84000mm Y 8898mm Z 37440mm,TUBE_165.2x7.1,=30137/130611,   0.000  -0.819  -0.574,SUPP,
 =30137/130656,SCTN,X 84000mm Y 10200mm Z 37440mm,X 84000mm Y 10200mm Z 37440mm,X 84000mm Y 10200mm Z 35405mm,TUBE_165.2x7.1,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/130658,SCTN,X 84000mm Y 6245mm Z 35680mm,X 84000mm Y 6245mm Z 35680mm,X 84000mm Y 7477mm Z 37440mm,TUBE_165.2x7.1,=30137/130611,   0.000   0.819  -0.574,SUPP,
 =30137/130660,SCTN,X 84000mm Y 6245mm Z 37440mm,X 84000mm Y 6245mm Z 37440mm,X 84000mm Y 6245mm Z 35488mm,TUBE_165.2x7.1,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/130742,SCTN,X 83770mm Y 10485mm Z 37640mm,X 83770mm Y 10485mm Z 37640mm,X 83996mm Y 10485mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000  -1.000   0.000,SUPP,
 =30137/130744,SCTN,X 83770mm Y 9805mm Z 37640mm,X 83770mm Y 9805mm Z 37640mm,X 83996mm Y 9805mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000   0.000  -1.000,SUPP,
 =30137/130746,SCTN,X 83770mm Y 7090mm Z 37640mm,X 83770mm Y 7090mm Z 37640mm,X 83996mm Y 7090mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000   0.000  -1.000,SUPP,
 =30137/130748,SCTN,X 84230mm Y 8810mm Z 37640mm,X 84230mm Y 8810mm Z 37640mm,X 84004mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000   1.000   0.000,SUPP,
 =30137/130778,SCTN,X 83770mm Y 8810mm Z 37640mm,X 83770mm Y 8810mm Z 37640mm,X 83996mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000   0.000  -1.000,SUPP,
 =30137/130780,SCTN,X 84230mm Y 9910mm Z 37640mm,X 84230mm Y 9910mm Z 37640mm,X 84004mm Y 9910mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000   0.000  -1.000,SUPP,
 =30137/130782,SCTN,X 84230mm Y 7090mm Z 37640mm,X 84230mm Y 7090mm Z 37640mm,X 84004mm Y 7090mm Z 37640mm,ANG_100x100x13,=30137/130611,   0.000   1.000   0.000,SUPP,
 =30137/130805,SCTN,X 84000mm Y 10200mm Z 35405mm,X 84000mm Y 10200mm Z 35405mm,X 84000mm Y 10200mm Z 35302mm,TUBE_165.2x4.9,=30137/130611,  -1.000   0.000   0.000,SUPP,start
 =30137/130806,SCTN,X 84000mm Y 6245mm Z 35488mm,X 84000mm Y 6245mm Z 35488mm,X 84000mm Y 6245mm Z 35302mm,TUBE_165.2x4.9,=30137/130611,  -1.000   0.000   0.000,SUPP,start
 =30137/131225,SCTN,X 84000mm Y 5658mm Z 38563mm,X 84000mm Y 5658mm Z 38563mm,X 84000mm Y 6832mm Z 38563mm,BEAM_125x125x6.5x9,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/131228,SCTN,X 84000mm Y 5751mm Z 38486mm,X 84000mm Y 5751mm Z 38486mm,X 84000mm Y 5751mm Z 37640mm,BEAM_125x125x6.5x9,=30137/130611,   1.000   0.000   0.000,SUPP,
 =30137/131229,SCTN,X 84000mm Y 6739mm Z 38486mm,X 84000mm Y 6739mm Z 38486mm,X 84000mm Y 6739mm Z 37640mm,BEAM_125x125x6.5x9,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/131145,SCTN,X 83935mm Y 8111mm Z 37986mm,X 83935mm Y 8111mm Z 37986mm,X 83935mm Y 8749mm Z 37986mm,ANG_130x130x12,=30137/130611,   0.000   0.000   1.000,SUPP,
 =30137/131148,SCTN,X 83935mm Y 8256mm Z 37971mm,X 83935mm Y 8256mm Z 37971mm,X 83935mm Y 8256mm Z 37640mm,ANG_130x130x12,=30137/130611,   1.000   0.000   0.000,SUPP,
 =30137/131149,SCTN,X 83935mm Y 8604mm Z 37971mm,X 83935mm Y 8604mm Z 37971mm,X 83935mm Y 8604mm Z 37640mm,ANG_130x130x12,=30137/130611,   0.000   1.000   0.000,SUPP,
 =30137/131103,SCTN,X 84000mm Y 8805mm Z 38524mm,X 84000mm Y 8805mm Z 38524mm,X 84000mm Y 9938mm Z 38524mm,BEAM_125x125x6.5x9,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/131106,SCTN,X 84000mm Y 8898mm Z 38446mm,X 84000mm Y 8898mm Z 38446mm,X 84000mm Y 8898mm Z 37640mm,BEAM_125x125x6.5x9,=30137/130611,   1.000   0.000   0.000,SUPP,
 =30137/131107,SCTN,X 84000mm Y 9846mm Z 38446mm,X 84000mm Y 9846mm Z 38446mm,X 84000mm Y 9846mm Z 37640mm,BEAM_125x125x6.5x9,=30137/130611,  -1.000   0.000   0.000,SUPP,
 =30137/131003,SCTN,X 84230mm Y 5375mm Z 37640mm,X 84230mm Y 5375mm Z 37640mm,X 84004mm Y 5375mm Z 37640mm,ANG_130x130x12,=30137/130611,   0.000   0.000  -1.000,SUPP,
 =21945/499278,SCTN,X 84300mm Y 1145mm Z 37540mm,X 84300mm Y 1145mm Z 37540mm,X 84070mm Y 1145mm Z 37540mm,BEAM_200x200x8x12,=30137/131250,   0.000  -1.000   0.000,SUPP,
 =21945/499260,SCTN,X 84300mm Y 1145mm Z 37540mm,X 84300mm Y 1145mm Z 37540mm,X 84530mm Y 1145mm Z 37540mm,BEAM_200x200x8x12,=30137/131250,   0.000   1.000   0.000,SUPP,
 =30137/131252,SCTN,X 84300mm Y 857mm Z 35795mm,X 84300mm Y 857mm Z 35795mm,X 84300mm Y -93mm Z 37440mm,TUBE_165.2x7.1,=30137/131250,   0.000  -0.866  -0.500,SUPP,
 =30137/131254,SCTN,X 84300mm Y 857mm Z 36245mm,X 84300mm Y 857mm Z 36245mm,X 84300mm Y 1547mm Z 37440mm,TUBE_165.2x7.1,=30137/131250,   0.000   0.866  -0.500,SUPP,
 =30137/131256,SCTN,X 84300mm Y 1683mm Z 37540mm,X 84300mm Y 1683mm Z 37540mm,X 84300mm Y -687mm Z 37540mm,BEAM_200x200x8x12,=30137/131250,   1.000   0.000   0.000,SUPP,
 =30137/131289,SCTN,X 84296mm Y -467mm Z 37640mm,X 84296mm Y -467mm Z 37640mm,X 84070mm Y -467mm Z 37640mm,ANG_100x100x13,=30137/131250,   0.000   1.000   0.000,SUPP,
