name,type,pos,apos,lpos,bran,outDia,thick,normal,interPos,p3Pos,outDia2,thick2,rest,mass,wvol,remark,Ispec,material
 =21945/496654,UBOLT,X 89780mm Y 5750mm Z 37252mm,X 89780mm Y 5750mm Z 37252mm,X 89780mm Y 5750mm Z 37252mm,7D-511-65A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,13,2.6533,89642.5+5730+37102.8+89917.5+5770+37367.8,,50,
 =21945/496288,UBOLT,X 89780mm Y 3275mm Z 37252mm,X 89780mm Y 3275mm Z 37252mm,X 89780mm Y 3275mm Z 37252mm,7D-511-65A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,3,3.0968,89602.5+3255+37102.8+89957.5+3295+37367.8,,50,
 =21945/52153,ELBO,X 89780mm Y 2435mm Z 37252mm,X 89780mm Y 2530mm Z 37252mm,X 89875mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,X 89793mm Y 2482mm Z 37252mm+X 89828mm Y 2448mm Z 37252mm,,0,0,,0.78,89693.5+2348.5+37165.8+89875.3+2530.3+37338.8,,50,A312_TP304L
 =21945/52152,TUBI,X 90075mm Y 2435mm Z 37252mm,X 89875mm Y 2435mm Z 37252mm,X 90275mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,2.126,89875.3+2348.5+37165.8+90275.3+2521.5+37338.8,,50,A312_TP304L
 =21945/52154,TEE,X 90351mm Y 2435mm Z 37252mm,X 90428mm Y 2435mm Z 37252mm,X 90275mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   1.000   0.000,,X 90351mm Y 2435mm Z 37319mm,48.3,2.77,,1.419,90275.3+2348.4+37165.7+90427.7+2521.6+37338.9,,50,A312_TP304L
 =21945/549181,TUBI,X 91611mm Y 2435mm Z 37252mm,X 90428mm Y 2435mm Z 37252mm,X 92794mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,12.576,90427.7+2348.5+37165.8+92793.8+2521.5+37338.8,,50,A312_TP304L
 =30137/157120,UBOLT,X 91600mm Y 2435mm Z 37252mm,X 91600mm Y 2435mm Z 37252mm,X 91600mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,3,3.0968,91580+2257.5+37102.8+91620+2612.5+37367.8,,50,
 =21945/52156,TEE,X 92870mm Y 2435mm Z 37252mm,X 92946mm Y 2435mm Z 37252mm,X 92794mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   1.000   0.000,,X 92870mm Y 2435mm Z 37328mm,73,3.05,,1.01,92783.4+2348.4+37165.7+92956.5+2521.6+37338.9,,50,A312_TP304L
 =21945/549183,TUBI,X 93020mm Y 2435mm Z 37252mm,X 92946mm Y 2435mm Z 37252mm,X 93094mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,0.7845,92946.2+2348.5+37165.8+93093.8+2521.5+37338.8,,50,A312_TP304L
 =21945/52157,TEE,X 93170mm Y 2435mm Z 37252mm,X 93246mm Y 2435mm Z 37252mm,X 93094mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   1.000   0.000,,X 93170mm Y 2435mm Z 37319mm,48.3,2.77,,1.419,93093.8+2348.4+37165.7+93246.2+2521.6+37338.9,,50,A312_TP304L
 =21945/549185,TUBI,X 93598mm Y 2435mm Z 37252mm,X 93246mm Y 2435mm Z 37252mm,X 93950mm Y 2435mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,3.7394,93246.2+2348.5+37165.8+93949.8+2521.5+37338.8,,50,A312_TP304L
 =21945/52158,ELBO,X 94045mm Y 2435mm Z 37252mm,X 93950mm Y 2435mm Z 37252mm,X 94045mm Y 2530mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,X 93998mm Y 2448mm Z 37252mm+X 94032mm Y 2483mm Z 37252mm,,0,0,,0.78,93949.8+2348.5+37165.8+94131.5+2530.3+37338.8,,50,A312_TP304L
 =21945/541075,TUBI,X 94045mm Y 3728mm Z 37252mm,X 94045mm Y 2530mm Z 37252mm,X 94045mm Y 4925mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,12.727,93958.5+2530.3+37165.8+94131.5+4924.8+37338.8,,50,A312_TP304L
 =21945/496141,UBOLT,X 94045mm Y 3275mm Z 37252mm,X 94045mm Y 3275mm Z 37252mm,X 94045mm Y 3275mm Z 37252mm,7D-511-65A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,3,3.0968,93867.5+3255+37102.8+94222.5+3295+37367.8,,50,
 =21945/52161,ELBO,X 94045mm Y 5020mm Z 37252mm,X 94045mm Y 4925mm Z 37252mm,X 94140mm Y 5020mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000  -1.000,X 94058mm Y 4973mm Z 37252mm+X 94093mm Y 5007mm Z 37252mm,,0,0,,0.78,93958.5+4924.8+37165.8+94140.3+5106.5+37338.8,,50,A312_TP304L
 =21945/549188,TUBI,X 94300mm Y 5020mm Z 37252mm,X 94140mm Y 5020mm Z 37252mm,X 94460mm Y 5020mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,1.6995,94140.3+4933.5+37165.8+94460+5106.5+37338.8,,50,A312_TP304L
 =21945/52163,TUBI,X 94710mm Y 5020mm Z 37252mm,X 94460mm Y 5020mm Z 37252mm,X 94960mm Y 5020mm Z 37252mm,7D-511-65A_001/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,2.6575,94460+4933.5+37165.8+94960+5106.5+37338.8,,50,A312_TP304L
 =21945/52166,TUBI,X 90351mm Y 2435mm Z 38056mm,X 90351mm Y 2435mm Z 37319mm,X 90351mm Y 2435mm Z 38793mm,7D-511-40A_001/B1,48.3,3.68,   0.000  -1.000   0.000,,,0,0,,6.0302,90277.3+2360.9+37318.8+90425.6+2509.2+38792.9,,50,A312_TP304L
 =21945/52167,ELBO,X 90351mm Y 2435mm Z 38850mm,X 90409mm Y 2435mm Z 38850mm,X 90351mm Y 2435mm Z 38793mm,7D-511-40A_001/B1,48.3,3.68,   0.000  -1.000   0.000,X 90380mm Y 2435mm Z 38842mm+X 90360mm Y 2435mm Z 38821mm,,0,0,,0.4,90277.3+2360.9+38775.9+90425.6+2509.1+38924.1,,50,A312_TP304L
 =21945/549190,TUBI,X 90633mm Y 2435mm Z 38850mm,X 90409mm Y 2435mm Z 38850mm,X 90858mm Y 2435mm Z 38850mm,7D-511-40A_001/B1,48.3,3.68,   0.000   0.000   1.000,,,0,0,,1.8379,90408.6+2360.9+38775.9+90857.9+2509.2+38924.2,,50,A312_TP304L
 =21945/497168,UBOLT,X 90650mm Y 2435mm Z 38850mm,X 90650mm Y 2435mm Z 38850mm,X 90650mm Y 2435mm Z 38850mm,7D-511-40A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,1.6997,90630+2321.5+38718.5+90670+2548.5+38949.5,,50,
 =21945/52169,VALV,X 90940mm Y 2435mm Z 38850mm,X 91023mm Y 2435mm Z 38850mm,X 90858mm Y 2435mm Z 38850mm,7D-511-40A_001/B1,0,0,,,,0,0,,14.3,90850.4+2345+38825.9+91030.4+2525+39411,,50,
 =21945/52170,ELBO,X 91080mm Y 2435mm Z 38850mm,X 91023mm Y 2435mm Z 38850mm,X 91080mm Y 2378mm Z 38850mm,7D-511-40A_001/B1,48.3,3.68,   0.000   0.000  -1.000,X 91052mm Y 2427mm Z 38850mm+X 91072mm Y 2406mm Z 38850mm,,0,0,,0.4,91005.9+2360.9+38775.9+91154.1+2509.1+38924.1,,50,A312_TP304L
 =21945/52172,TUBI,X 92870mm Y 2435mm Z 38193mm,X 92870mm Y 2435mm Z 37328mm,X 92870mm Y 2435mm Z 39057mm,7D-511-65A_001/B3,73,3.05,   0.000  -1.000   0.000,,,0,0,,9.1875,92783.5+2348.5+37328.5+92956.5+2521.5+39057.1,,50,A312_TP304L
 =21945/52173,ELBO,X 92870mm Y 2435mm Z 39152mm,X 92870mm Y 2435mm Z 39057mm,X 92870mm Y 2530mm Z 39152mm,7D-511-65A_001/B3,73,3.05,  -1.000   0.000   0.000,X 92870mm Y 2448mm Z 39105mm+X 92870mm Y 2483mm Z 39139mm,,0,0,,0.78,92783.5+2348.5+39057.1+92956.5+2530.3+39238.8,,50,A312_TP304L
 =21945/541082,TUBI,X 92870mm Y 3092mm Z 39152mm,X 92870mm Y 2530mm Z 39152mm,X 92870mm Y 3655mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,,,0,0,,5.9767,92783.5+2530.3+39065.8+92956.5+3654.8+39238.8,,50,A312_TP304L
 =21945/497105,UBOLT,X 92870mm Y 2842mm Z 39152mm,X 92870mm Y 2842mm Z 39152mm,X 92870mm Y 2842mm Z 39152mm,7D-511-65A_001/B3,0,0,   0.000   0.000   1.000,,,0,0,13,2.6533,92732.5+2822.5+39002.8+93007.5+2862.5+39267.8,,50,
 =21945/52175,ELBO,X 92870mm Y 3750mm Z 39152mm,X 92870mm Y 3655mm Z 39152mm,X 92775mm Y 3750mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,X 92857mm Y 3703mm Z 39152mm+X 92822mm Y 3737mm Z 39152mm,,0,0,,0.78,92774.8+3654.8+39065.8+92956.5+3836.5+39238.8,,50,A312_TP304L
 =21945/549195,TUBI,X 92597mm Y 3750mm Z 39152mm,X 92775mm Y 3750mm Z 39152mm,X 92419mm Y 3750mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,,,0,0,,1.89,92419.1+3663.5+39065.5+92774.8+3836.5+39238.8,,50,A312_TP304L
 =21945/497110,UBOLT,X 92598mm Y 3750mm Z 39152mm,X 92598mm Y 3750mm Z 39152mm,X 92598mm Y 3750mm Z 39152mm,7D-511-65A_001/B3,0,0,   0.000   0.000   1.000,,,0,0,3,3.0968,92577.5+3572.5+39002.8+92617.5+3927.5+39267.8,,50,
 =21945/52177,ELBO,X 92324mm Y 3750mm Z 39152mm,X 92419mm Y 3750mm Z 39152mm,X 92324mm Y 3655mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,X 92371mm Y 3737mm Z 39152mm+X 92337mm Y 3702mm Z 39152mm,,0,0,,0.78,92237.4+3654.8+39065.5+92419.2+3836.5+39238.5,,50,A312_TP304L
 =21945/541084,TUBI,X 92324mm Y 3529mm Z 39152mm,X 92324mm Y 3655mm Z 39152mm,X 92324mm Y 3404mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,,,0,0,,1.3327,92237.4+3404+39065.5+92410.4+3654.8+39238.5,,50,A312_TP304L
 =21945/52179,VALV,X 92324mm Y 3296mm Z 39152mm,X 92324mm Y 3404mm Z 39152mm,X 92324mm Y 3188mm Z 39152mm,7D-511-65A_001/B3,0,0,,,,0,0,,20,91948.4+3146+39102.4+92377+3446+39847.9,,50,
 =21945/549198,TUBI,X 92324mm Y 2592mm Z 39152mm,X 92324mm Y 3188mm Z 39152mm,X 92324mm Y 1996mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,,,0,0,,6.3344,92237.5+1996.2+39065.5+92410.5+3188+39238.8,,50,A312_TP304L
 =21945/497167,UBOLT,X 92324mm Y 2200mm Z 39152mm,X 92324mm Y 2200mm Z 39152mm,X 92324mm Y 2200mm Z 39152mm,7D-511-65A_001/B3,0,0,   0.000   0.000   1.000,,,0,0,13,2.6533,92186.5+2180+39002.8+92461.5+2220+39267.8,,50,
 =21945/52181,TEE,X 92324mm Y 1920mm Z 39152mm,X 92324mm Y 1996mm Z 39152mm,X 92324mm Y 1844mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000  -1.000,,X 92248mm Y 1920mm Z 39152mm,73,3.05,,1.01,92237.4+1833.4+39065.8+92410.5+2006.6+39238.9,,50,A312_TP304L
 =21945/549200,TUBI,X 92324mm Y 1289mm Z 39152mm,X 92324mm Y 1844mm Z 39152mm,X 92324mm Y 734mm Z 39152mm,7D-511-65A_001/B3,73,3.05,   0.000   0.000   1.000,,,0,0,,5.8999,92237.4+733.8+39065.8+92410.5+1843.8+39238.8,,50,A312_TP304L
 =21945/434386,ELBO,X 92324mm Y 638mm Z 39152mm,X 92324mm Y 734mm Z 39152mm,X 92324mm Y 638mm Z 39057mm,7D-511-65A_001/B3,73,3.05,   1.000   0.000   0.000,X 92324mm Y 686mm Z 39139mm+X 92324mm Y 652mm Z 39104mm,,0,0,,0.78,92237.4+552+39057.1+92410.5+733.8+39238.8,,50,A312_TP304L
 =21945/549202,TUBI,X 92324mm Y 638mm Z 37697mm,X 92324mm Y 638mm Z 39057mm,X 92324mm Y 638mm Z 36337mm,7D-511-65A_001/B3,73,3.05,   0.000   1.000   0.000,,,0,0,,14.456,92237.4+552+36337.3+92410.4+725+39057.1,,50,A312_TP304L
 =21945/496834,UBOLT,X 92324mm Y 638mm Z 38366mm,X 92324mm Y 638mm Z 38366mm,X 92324mm Y 638mm Z 38366mm,7D-511-65A_001/B3,0,0,   0.000   1.000   0.000,,,0,0,12,2.6533,92186.4+489+38346.5+92461.4+754+38386.5,,50,
 =21945/496761,UBOLT,X 92324mm Y 638mm Z 37590mm,X 92324mm Y 638mm Z 37590mm,X 92324mm Y 638mm Z 37590mm,7D-511-65A_001/B3,0,0,   0.000   1.000   0.000,,,0,0,12,2.6533,92186.4+489+37570+92461.4+754+37610,,50,
 =21945/451003,ELBO,X 92324mm Y 638mm Z 36242mm,X 92324mm Y 638mm Z 36337mm,X 92324mm Y 734mm Z 36242mm,7D-511-65A_001/B3,73,3.05,   1.000   0.000   0.000,X 92324mm Y 651mm Z 36289mm+X 92324mm Y 686mm Z 36255mm,,0,0,,0.78,92237.4+552+36155.5+92410.5+733.8+36337.3,,50,A312_TP304L
 =21945/52186,TUBI,X 93170mm Y 2435mm Z 38056mm,X 93170mm Y 2435mm Z 37319mm,X 93170mm Y 2435mm Z 38793mm,7D-511-40A_001/B2,48.3,3.68,   0.000  -1.000   0.000,,,0,0,,6.0305,93095.9+2360.9+37318.8+93244.2+2509.2+38792.9,,50,A312_TP304L
 =21945/52187,ELBO,X 93170mm Y 2435mm Z 38850mm,X 93170mm Y 2435mm Z 38793mm,X 93170mm Y 2492mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,  -1.000   0.000   0.000,X 93170mm Y 2443mm Z 38822mm+X 93170mm Y 2464mm Z 38842mm,,0,0,,0.4,93095.8+2360.9+38775.9+93244.1+2509.1+38924.2,,50,A312_TP304L
 =30137/53714,TUBI,X 93170mm Y 3343mm Z 38850mm,X 93170mm Y 2492mm Z 38850mm,X 93170mm Y 4193mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000  -1.000,,,0,0,,6.9576,93095.9+2492.2+38775.9+93244.2+4192.9+38924.2,,50,A312_TP304L
 =21945/497106,UBOLT,X 93170mm Y 2855mm Z 38850mm,X 93170mm Y 2855mm Z 38850mm,X 93170mm Y 2855mm Z 38850mm,7D-511-40A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,13,1.6997,93056.5+2835+38718.6+93283.5+2875+38949.6,,50,
 =21945/52189,ELBO,X 93170mm Y 4250mm Z 38850mm,X 93170mm Y 4193mm Z 38850mm,X 93113mm Y 4250mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,X 93162mm Y 4222mm Z 38850mm+X 93141mm Y 4242mm Z 38850mm,,0,0,,0.4,93095.9+4175.9+38775.9+93244.1+4324.1+38924.2,,50,A312_TP304L
 =21945/549205,TUBI,X 92617mm Y 4250mm Z 38850mm,X 93113mm Y 4250mm Z 38850mm,X 92121mm Y 4250mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,4.0577,92121+4175.9+38775.9+93112.9+4324.2+38924.2,,50,A312_TP304L
 =21945/497108,UBOLT,X 92610mm Y 4250mm Z 38850mm,X 92610mm Y 4250mm Z 38850mm,X 92610mm Y 4250mm Z 38850mm,7D-511-40A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,3,2.0646,92590+4097.5+38718.6+92630+4402.5+38949.6,,50,
 =21945/52192,ELBO,X 92064mm Y 4250mm Z 38850mm,X 92121mm Y 4250mm Z 38850mm,X 92064mm Y 4193mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,X 92092mm Y 4242mm Z 38850mm+X 92072mm Y 4221mm Z 38850mm,,0,0,,0.4,91989.7+4175.9+38775.9+92138+4324.1+38924.2,,50,A312_TP304L
 =21945/549207,TUBI,X 92064mm Y 3922mm Z 38850mm,X 92064mm Y 4193mm Z 38850mm,X 92064mm Y 3652mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,2.212,91989.7+3652.1+38775.9+92138+4192.9+38924.2,,50,A312_TP304L
 =21945/497208,UBOLT,X 92064mm Y 3955mm Z 38850mm,X 92064mm Y 3955mm Z 38850mm,X 92064mm Y 3955mm Z 38850mm,7D-511-40A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,13,1.6997,91950.4+3935+38718.6+92177.4+3975+38949.6,,50,
 =21945/135326,ATTA,X 92064mm Y 3715mm Z 38850mm,X 92064mm Y 3715mm Z 38850mm,X 92064mm Y 3715mm Z 38850mm,7D-511-40A_001/B2,0,0,,,,0,0,,1.3478,92037.5+3685+38860.4+92090.2+3745+39044.2,,50,
 =21945/52193,TEE,X 92064mm Y 3595mm Z 38850mm,X 92064mm Y 3652mm Z 38850mm,X 92064mm Y 3538mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,  -1.000   0.000   0.000,,X 92064mm Y 3595mm Z 38907mm,21.3,2.77,,0.508,91989.7+3534.3+38775.9+92138+3655.7+38924.1,,50,A312_TP304L
 =21945/549208,TUBI,X 92064mm Y 3472mm Z 38850mm,X 92064mm Y 3538mm Z 38850mm,X 92064mm Y 3407mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,0.5354,91989.7+3407+38775.9+92138+3537.9+38924.2,,50,A312_TP304L
 =21945/52194,FLAN,X 92064mm Y 3345mm Z 38850mm,X 92064mm Y 3407mm Z 38850mm,X 92064mm Y 3345mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,1.72,91950.4+3345+38736.5+92177.4+3407+38963.5,,50,A312_TP304L
 =21945/52196,FLAN,X 92064mm Y 3334mm Z 38850mm,X 92064mm Y 3340mm Z 38850mm,X 92064mm Y 3334mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,  -0.707   0.000   0.707,,,0,0,,0.56,91938.4+3334.1+38794.3+92119.6+3353.3+38975.5,,50,A312_TP316L
 =21945/52198,FLAN,X 92064mm Y 3330mm Z 38850mm,X 92064mm Y 3268mm Z 38850mm,X 92064mm Y 3330mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,1.72,91950.4+3267.6+38736.5+92177.4+3329.6+38963.5,,50,A312_TP304L
 =21945/549211,TUBI,X 92064mm Y 3185mm Z 38850mm,X 92064mm Y 3268mm Z 38850mm,X 92064mm Y 3102mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,0.6769,91989.7+3102.2+38775.9+92138+3267.6+38924.2,,50,A312_TP304L
 =21945/437675,TEE,X 92064mm Y 3045mm Z 38850mm,X 92064mm Y 3102mm Z 38850mm,X 92064mm Y 2988mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,  -1.000   0.000   0.000,,X 92064mm Y 3045mm Z 38907mm,21.3,2.77,,0.508,91989.7+2984.3+38775.9+92138+3105.7+38924.1,,50,A312_TP304L
 =21945/549212,TUBI,X 92064mm Y 2898mm Z 38850mm,X 92064mm Y 2988mm Z 38850mm,X 92064mm Y 2807mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,0.7392,91989.7+2807.2+38775.9+92138+2987.9+38924.2,,50,A312_TP304L
 =21945/437695,ATTA,X 92064mm Y 2925mm Z 38850mm,X 92064mm Y 2925mm Z 38850mm,X 92064mm Y 2925mm Z 38850mm,7D-511-40A_001/B2,0,0,,,,0,0,,1.3478,92037.5+2895+38860.4+92090.2+2955+39044.2,,50,
 =30137/68198,ATTA,X 92064mm Y 3337mm Z 38850mm,X 92064mm Y 3337mm Z 38850mm,X 92064mm Y 3337mm Z 38850mm,7D-511-40A_001/B2,0,0,,,,0,0,,0.7474,91960.1+3308.8+38716.2+92147.7+3365.8+38828.2,,50,
 =21945/52200,VALV,X 92064mm Y 2725mm Z 38850mm,X 92064mm Y 2807mm Z 38850mm,X 92064mm Y 2642mm Z 38850mm,7D-511-40A_001/B2,0,0,,,,0,0,,14.3,91973.9+2634.7+38825.9+92153.9+2814.7+39411,,50,
 =21945/549214,TUBI,X 92064mm Y 2567mm Z 38850mm,X 92064mm Y 2642mm Z 38850mm,X 92064mm Y 2492mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,0.6137,91989.7+2492.2+38775.9+92138+2642.2+38924.2,,50,A312_TP304L
 =21945/52201,TEE,X 92064mm Y 2435mm Z 38850mm,X 92064mm Y 2492mm Z 38850mm,X 92064mm Y 2378mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000  -1.000,,X 92007mm Y 2435mm Z 38850mm,48.3,3.68,,0.61,91989.7+2360.9+38775.9+92138+2509.1+38924.1,,50,A312_TP304L
 =21945/549216,TUBI,X 92064mm Y 1531mm Z 38850mm,X 92064mm Y 2378mm Z 38850mm,X 92064mm Y 684mm Z 38850mm,7D-511-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,6.931,91989.7+683.7+38775.9+92138+2377.9+38924.2,,50,A312_TP304L
 =21945/497166,UBOLT,X 92064mm Y 2200mm Z 38850mm,X 92064mm Y 2200mm Z 38850mm,X 92064mm Y 2200mm Z 38850mm,7D-511-40A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,13,1.6997,91950.4+2180+38718.5+92177.4+2220+38949.5,,50,
 =21945/434390,ELBO,X 92064mm Y 627mm Z 38850mm,X 92064mm Y 684mm Z 38850mm,X 92064mm Y 627mm Z 38793mm,7D-511-40A_001/B2,48.3,3.68,   1.000   0.000   0.000,X 92064mm Y 655mm Z 38842mm+X 92064mm Y 635mm Z 38821mm,,0,0,,0.4,91989.7+552.4+38775.9+92138+700.6+38924.1,,50,A312_TP304L
