name,type,pos,apos,lpos,bran,outDia,thick,normal,interPos,p3Pos,outDia2,thick2,rest,mass,wvol,remark,Ispec,material
 =21945/497026,UBOLT,X 90112mm Y 233mm Z 38509mm,X 90112mm Y 233mm Z 38509mm,X 90112mm Y 233mm Z 38509mm,7M-506-40A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,1.6997,90092.5+119.5+38378+90132.5+346.5+38609,,50,
 =21945/52346,TEE,X 91400mm Y 233mm Z 38509mm,X 91343mm Y 233mm Z 38509mm,X 91457mm Y 233mm Z 38509mm,7M-506-40A_001/B1,48.3,3.68,   0.000  -1.000   0.000,,X 91400mm Y 233mm Z 38567mm,48.3,3.68,,0.61,91325.9+158.9+38435.3+91474.1+307.1+38583.5,,50,A312_TP304L
 =21945/551289,TUBI,X 93209mm Y 233mm Z 38509mm,X 91457mm Y 233mm Z 38509mm,X 94960mm Y 233mm Z 38509mm,7M-506-40A_001/B1,48.3,3.68,   0.000   0.000   1.000,,,0,0,,14.33,91457.2+158.9+38435.3+94960+307.2+38583.6,,50,A312_TP304L
 =21945/497023,UBOLT,X 91650mm Y 233mm Z 38509mm,X 91650mm Y 233mm Z 38509mm,X 91650mm Y 233mm Z 38509mm,7M-506-40A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,1.6997,91630+119.5+38377.9+91670+346.5+38608.9,,50,
 =21945/496828,UBOLT,X 94210mm Y 233mm Z 38509mm,X 94210mm Y 233mm Z 38509mm,X 94210mm Y 233mm Z 38509mm,7M-506-40A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,1.6997,94190+119.5+38377.9+94230+346.5+38608.9,,50,
 =21945/52360,TUBI,X 91400mm Y 233mm Z 38680mm,X 91400mm Y 233mm Z 38567mm,X 91400mm Y 233mm Z 38793mm,7M-506-40A_001/B2,48.3,3.68,   0.000  -1.000   0.000,,,0,0,,0.9258,91325.9+158.9+38566.6+91474.2+307.2+38792.9,,50,A312_TP304L
 =21945/52361,ELBO,X 91400mm Y 233mm Z 38850mm,X 91400mm Y 233mm Z 38793mm,X 91400mm Y 290mm Z 38850mm,7M-506-40A_001/B2,48.3,3.68,  -1.000   0.000   0.000,X 91400mm Y 241mm Z 38822mm+X 91400mm Y 262mm Z 38842mm,,0,0,,0.4,91325.9+158.9+38775.9+91474.1+307.1+38924.1,,50,A312_TP304L
 =21945/551291,TUBI,X 91400mm Y 1334mm Z 38850mm,X 91400mm Y 290mm Z 38850mm,X 91400mm Y 2378mm Z 38850mm,7M-506-40A_001/B2,48.3,3.68,   0.000   0.000   1.000,,,0,0,,8.5408,91325.9+290.2+38775.9+91474.2+2377.9+38924.2,,50,A312_TP304L
 =21945/497025,UBOLT,X 91400mm Y 496mm Z 38850mm,X 91400mm Y 496mm Z 38850mm,X 91400mm Y 496mm Z 38850mm,7M-506-40A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,3,2.0646,91247.5+475.5+38718.5+91552.5+515.5+38949.5,,50,
 =21945/497165,UBOLT,X 91400mm Y 2200mm Z 38850mm,X 91400mm Y 2200mm Z 38850mm,X 91400mm Y 2200mm Z 38850mm,7M-506-40A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,13,1.6997,91286.5+2180+38718.5+91513.5+2220+38949.5,,50,
 =21945/52363,ELBO,X 91400mm Y 2435mm Z 38850mm,X 91400mm Y 2378mm Z 38850mm,X 91457mm Y 2435mm Z 38850mm,7M-506-40A_001/B2,48.3,3.68,   0.000   0.000  -1.000,X 91408mm Y 2407mm Z 38850mm+X 91429mm Y 2427mm Z 38850mm,,0,0,,0.4,91325.9+2360.9+38775.9+91474.1+2509.1+38924.1,,50,A312_TP304L
 =21945/489422,TUBI,X 89202mm Y 626mm Z 37610mm,X 89202mm Y 626mm Z 36287mm,X 89202mm Y 626mm Z 38933mm,7M-506-40A_001/B3,48.3,3.68,   0.000  -1.000   0.000,,,0,0,,10.824,89128.3+552.4+36287.2+89276.6+700.7+38932.9,,50,A312_TP304L
 =21945/497029,UBOLT,X 89202mm Y 626mm Z 38366mm,X 89202mm Y 626mm Z 38366mm,X 89202mm Y 626mm Z 38366mm,7M-506-40A_001/B3,0,0,   0.000   1.000   0.000,,,0,0,12,1.6997,89088.9+495+38346.5+89315.9+726+38386.5,,50,
 =21945/450818,ELBO,X 89202mm Y 626mm Z 38990mm,X 89202mm Y 626mm Z 38933mm,X 89202mm Y 569mm Z 38990mm,7M-506-40A_001/B3,48.3,3.68,   1.000   0.000   0.000,X 89202mm Y 618mm Z 38962mm+X 89202mm Y 597mm Z 38982mm,,0,0,,0.4,89128.3+552.4+38915.9+89276.5+700.6+39064.1,,50,A312_TP304L
 =21945/541330,TUBI,X 89202mm Y -453mm Z 38990mm,X 89202mm Y 569mm Z 38990mm,X 89202mm Y -1475mm Z 38990mm,7M-506-40A_001/B3,48.3,3.68,   0.000   0.000   1.000,,,0,0,,8.3634,89128.3+-1475+38915.9+89276.6+569.4+39064.2,,50,A312_TP304L
 =21945/497030,UBOLT,X 89202mm Y -804mm Z 38990mm,X 89202mm Y -804mm Z 38990mm,X 89202mm Y -804mm Z 38990mm,7M-506-40A_001/B3,0,0,   0.000   0.000   1.000,,,0,0,13,1.6997,89088.9+-824.5+38858.5+89315.9+-784.5+39089.5,,50,
 =21945/52366,TUBI,X 76850mm Y 6245mm Z 37968mm,X 76600mm Y 6245mm Z 37968mm,X 77100mm Y 6245mm Z 37968mm,ZA-511-450A_005/B1,457,4.78,   0.000   0.000   1.000,,,0,0,,26.926,76600+5936.4+37659+77100+6553.6+38276.2,,80,A312_TP304L
 =21945/551296,ATTA,X 76850mm Y 6245mm Z 37968mm,X 76850mm Y 6245mm Z 37968mm,X 76850mm Y 6245mm Z 37968mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,76600+6058.4+37781+77100+6108.4+37831,,80,
 =21945/52367,TUBI,X 79053mm Y 6245mm Z 37968mm,X 77100mm Y 6245mm Z 37968mm,X 81006mm Y 6245mm Z 37968mm,ZA-511-450A_005/B1,457,4.78,   0.000   0.000   1.000,,,0,0,,210.37,77100+5936.4+37659+81006.4+6553.6+38276.2,,80,A312_TP304L
 =21945/551297,ATTA,X 79053mm Y 6245mm Z 37968mm,X 79053mm Y 6245mm Z 37968mm,X 79053mm Y 6245mm Z 37968mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,77100+6381.6+37781+81006.4+6431.6+37831,,80,
 =30137/132036,UBOLT,X 80050mm Y 6245mm Z 37968mm,X 80050mm Y 6245mm Z 37968mm,X 80050mm Y 6245mm Z 37968mm,ZA-511-450A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,23,16.742,79987.5+5915+37639.6+80112.5+6575+38297.6,BOX,80,
 =21945/52369,REDU,X 81616mm Y 6245mm Z 38069mm,X 81616mm Y 6245mm Z 38069mm,X 81006mm Y 6245mm Z 37968mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,457,4.78,,62.5,81006.4+5834.8+37659+81616+6655.2+38479.4,,80,A312_TP304L
 =21945/541498,TUBI,X 82043mm Y 6245mm Z 38069mm,X 81616mm Y 6245mm Z 38069mm,X 82471mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,110.66,81616+5834.8+37659+82470.7+6655.2+38479.4,,80,A312_TP304L
 =21945/551298,ATTA,X 82043mm Y 6245mm Z 38069mm,X 82043mm Y 6245mm Z 38069mm,X 82043mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,81616+5986.5+37810.7+82470.7+6036.5+37860.7,,80,
 =21945/518358,TEE,X 82966mm Y 6245mm Z 38069mm,X 82471mm Y 6245mm Z 38069mm,X 83461mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000  -1.000,,X 82966mm Y 5750mm Z 38069mm,660,6.35,,176,82470.7+5749.7+37739+83461.3+6575.2+38399.4,,80,A312_TP304L
 =21945/541500,TUBI,X 84014mm Y 6245mm Z 38069mm,X 83461mm Y 6245mm Z 38069mm,X 84566mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,143.03,83461.3+5834.8+37659+84566+6655.2+38479.4,,80,A312_TP304L
 =30137/131230,UBOLT,X 84000mm Y 6245mm Z 38069mm,X 84000mm Y 6245mm Z 38069mm,X 84000mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,23,30.008,83900+5813.5+37639.7+84100+6676.5+38500.7,BOX,80,
 =21945/551299,ATTA,X 84014mm Y 6245mm Z 38069mm,X 84014mm Y 6245mm Z 38069mm,X 84014mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,83461.3+6453.5+37810.7+84566+6503.5+37860.7,,80,
 =21945/52372,TUBI,X 86553mm Y 6245mm Z 38069mm,X 84566mm Y 6245mm Z 38069mm,X 88539mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,514.45,84566+5834.8+37659+88539.4+6655.2+38479.4,,80,A312_TP304L
 =21945/551300,ATTA,X 86553mm Y 6245mm Z 38069mm,X 86553mm Y 6245mm Z 38069mm,X 86553mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,84566+5986.5+37810.7+88539.4+6036.5+37860.7,,80,
 =21945/541442,UBOLT,X 88250mm Y 6245mm Z 38069mm,X 88250mm Y 6245mm Z 38069mm,X 88250mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,23,9.3861,88187.5+6005+37639.7+88312.5+6485+38500.7,BOX,80,
 =21945/52377,ELBO,X 89530mm Y 6245mm Z 38069mm,X 88539mm Y 6245mm Z 38069mm,X 89530mm Y 5254mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000  -1.000,X 88845mm Y 6197mm Z 38069mm+X 89121mm Y 6056mm Z 38069mm+X 89340mm Y 5837mm Z 38069mm+X 89481mm Y 5561mm Z 38069mm,,0,0,,231.95,88539.4+5254.4+37659+89940.2+6655.2+38479.4,,80,A312_TP304L
 =21945/541502,TUBI,X 89530mm Y 5100mm Z 38069mm,X 89530mm Y 5254mm Z 38069mm,X 89530mm Y 4945mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,40.059,89119.8+4945+37659+89940.2+5254.4+38479.4,,80,A312_TP304L
 =21945/551301,ATTA,X 89530mm Y 5100mm Z 38069mm,X 89530mm Y 5100mm Z 38069mm,X 89530mm Y 5100mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,89738.5+4945+37810.7+89788.5+5254.4+37860.7,,80,
 =21945/52376,TUBI,X 89530mm Y 4648mm Z 38069mm,X 89530mm Y 4945mm Z 38069mm,X 89530mm Y 4350mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,77.036,89119.8+4350+37659+89940.2+4945+38479.4,,80,A312_TP304L
 =21945/52378,OLET,X 89530mm Y 4350mm Z 38069mm,X 89530mm Y 4350mm Z 38069mm,X 89530mm Y 4350mm Z 38441mm,ZA-511-450A_005/B1,660,6.35,   0.000   1.000   0.000,,,73,3.05,,1.125,89478.4+4298.4+38399.4+89581.6+4401.6+38440.7,,80,A312_TP304L
 =21945/52378,TUBI,X 89530mm Y 3529mm Z 38069mm,X 89530mm Y 4350mm Z 38069mm,X 89530mm Y 2708mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,212.65,89119.8+2707.6+37659+89940.2+4350+38479.4,,80,A312_TP304L
 =21945/551302,ATTA,X 89530mm Y 3826mm Z 38069mm,X 89530mm Y 3826mm Z 38069mm,X 89530mm Y 3826mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,89271.5+2707.6+37810.7+89321.5+4945+37860.7,,80,
 =21945/496283,UBOLT,X 89530mm Y 3225mm Z 38069mm,X 89530mm Y 3225mm Z 38069mm,X 89530mm Y 3225mm Z 38069mm,ZA-511-450A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,13,7.6735,89290+3162.5+37639.7+89770+3287.5+38500.7,BOX,80,
 =21945/52381,ELBO,X 89530mm Y 1717mm Z 38069mm,X 89530mm Y 2708mm Z 38069mm,X 90521mm Y 1717mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,X 89578mm Y 2402mm Z 38069mm+X 89719mm Y 2126mm Z 38069mm+X 89938mm Y 1907mm Z 38069mm+X 90214mm Y 1766mm Z 38069mm,,0,0,,231.95,89119.8+1306.8+37659+90520.6+2707.6+38479.4,,80,A312_TP304L
 =21945/541504,TUBI,X 90675mm Y 1717mm Z 38069mm,X 90521mm Y 1717mm Z 38069mm,X 90830mm Y 1717mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,40.059,90520.6+1306.8+37659+90830+2127.2+38479.4,,80,A312_TP304L
 =21945/551303,ATTA,X 90675mm Y 1717mm Z 38069mm,X 90675mm Y 1717mm Z 38069mm,X 90675mm Y 1717mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,90520.6+1925.5+37810.7+90830+1975.5+37860.7,,80,
 =21945/52380,TUBI,X 91905mm Y 1717mm Z 38069mm,X 90830mm Y 1717mm Z 38069mm,X 92979mm Y 1717mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,278.29,90830+1306.8+37659+92979.4+2127.2+38479.4,,80,A312_TP304L
 =30137/157208,UBOLT,X 91650mm Y 1717mm Z 38069mm,X 91650mm Y 1717mm Z 38069mm,X 91650mm Y 1717mm Z 38069mm,ZA-511-450A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,23,7.6735,91587.5+1477+37639.7+91712.5+1957+38500.7,BOX,80,
 =21945/551304,ATTA,X 91905mm Y 1717mm Z 38069mm,X 91905mm Y 1717mm Z 38069mm,X 91905mm Y 1717mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,90830+1458.5+37810.7+92979.4+1508.5+37860.7,,80,
 =21945/52385,ELBO,X 93970mm Y 1717mm Z 38069mm,X 92979mm Y 1717mm Z 38069mm,X 93970mm Y 2708mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,X 93285mm Y 1765mm Z 38069mm+X 93561mm Y 1906mm Z 38069mm+X 93780mm Y 2125mm Z 38069mm+X 93921mm Y 2401mm Z 38069mm,,0,0,,231.95,92979.4+1306.8+37659+94380.2+2707.6+38479.4,,80,A312_TP304L
 =21945/52384,TUBI,X 93970mm Y 3981mm Z 38069mm,X 93970mm Y 2708mm Z 38069mm,X 93970mm Y 5254mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000   1.000,,,0,0,,329.74,93559.8+2707.6+37659+94380.2+5254.4+38479.4,,80,A312_TP304L
 =21945/496136,UBOLT,X 93970mm Y 3225mm Z 38069mm,X 93970mm Y 3225mm Z 38069mm,X 93970mm Y 3225mm Z 38069mm,ZA-511-450A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,13,7.6735,93730+3162.5+37639.7+94210+3287.5+38500.7,BOX,80,
 =21945/551305,ATTA,X 93970mm Y 3981mm Z 38069mm,X 93970mm Y 3981mm Z 38069mm,X 93970mm Y 3981mm Z 38069mm,ZA-511-450A_005/B1,0,0,,,,0,0,,0,93711.5+2707.6+37810.7+93761.5+5254.4+37860.7,,80,
 =21945/52388,ELBO,X 93970mm Y 6245mm Z 38069mm,X 93970mm Y 5254mm Z 38069mm,X 94961mm Y 6245mm Z 38069mm,ZA-511-450A_005/B1,660,6.35,   0.000   0.000  -1.000,X 94018mm Y 5560mm Z 38069mm+X 94159mm Y 5836mm Z 38069mm+X 94378mm Y 6055mm Z 38069mm+X 94654mm Y 6196mm Z 38069mm,,0,0,,231.95,93559.8+5254.4+37659+94960.6+6655.2+38479.4,,80,A312_TP304L
 =21945/541509,TUBI,X 82966mm Y 5594mm Z 38069mm,X 82966mm Y 5750mm Z 38069mm,X 82966mm Y 5438mm Z 38069mm,ZA-511-650A_005/B2,660,6.35,   0.000   0.000   1.000,,,0,0,,40.421,82555.8+5437.5+37659+83376.2+5749.7+38479.4,,80,A312_TP304L
 =21945/551306,ATTA,X 82966mm Y 5594mm Z 38069mm,X 82966mm Y 5594mm Z 38069mm,X 82966mm Y 5594mm Z 38069mm,ZA-511-650A_005/B2,0,0,,,,0,0,,0,82707.5+5437.5+37810.7+82757.5+5749.7+37860.7,,80,
 =21945/541487,TUBI,X 82966mm Y 5287mm Z 38069mm,X 82966mm Y 5438mm Z 38069mm,X 82966mm Y 5136mm Z 38069mm,ZA-511-650A_005/B2,660,6.35,   0.000   0.000   1.000,,,0,0,,39.036,82555.8+5136+37659+83376.2+5437.5+38479.4,,80,A312_TP304L
 =21945/551307,ATTA,X 82966mm Y 5287mm Z 38069mm,X 82966mm Y 5287mm Z 38069mm,X 82966mm Y 5287mm Z 38069mm,ZA-511-650A_005/B2,0,0,,,,0,0,,0,83174.5+5136+37810.7+83224.5+5437.5+37860.7,,80,
 =21945/52393,VALV,X 82966mm Y 4941mm Z 38069mm,X 82966mm Y 5136mm Z 38069mm,X 82966mm Y 4316mm Z 38069mm,ZA-511-650A_005/B2,0,0,,,,0,0,,897,82569.8+4316+37591.2+83362.2+5281+39482.2,,80,
 =21945/541510,TUBI,X 82966mm Y 4061mm Z 38069mm,X 82966mm Y 4316mm Z 38069mm,X 82966mm Y 3805mm Z 38069mm,ZA-511-650A_005/B2,660,6.35,   0.000   0.000   1.000,,,0,0,,66.161,82555.8+3805+37659+83376.2+4316+38479.4,,80,A312_TP304L
 =21945/322672,ATTA,X 82966mm Y 4050mm Z 38069mm,X 82966mm Y 4050mm Z 38069mm,X 82966mm Y 4050mm Z 38069mm,ZA-511-650A_005/B2,0,0,,,,0,0,,56.1,82420+3858+37669.2+83512+4242+38469.2,,80,
 =21945/551308,ATTA,X 82966mm Y 3885mm Z 38069mm,X 82966mm Y 3885mm Z 38069mm,X 82966mm Y 3885mm Z 38069mm,ZA-511-650A_005/B2,0,0,,,,0,0,,0,82707.5+3454.2+37810.7+82757.5+4316+37860.7,,80,
 =21945/52395,OLET,X 82966mm Y 3805mm Z 38069mm,X 82966mm Y 3805mm Z 38069mm,X 82966mm Y 3805mm Z 38418mm,ZA-511-650A_005/B2,660,9.53,   0.000  -1.000   0.000,,,21.3,2.77,,0.08,82948.6+3787.6+38399.4+82983.5+3822.5+38418.5,,80,A312_TP304L
 =21945/52395,TUBI,X 82966mm Y 3712mm Z 38069mm,X 82966mm Y 3805mm Z 38069mm,X 82966mm Y 3619mm Z 38069mm,ZA-511-650A_005/B2,660,6.35,   0.000   0.000   1.000,,,0,0,,24.043,82555.8+3619.3+37659+83376.2+3805+38479.4,,80,A312_TP304L
 =21945/135323,ATTA,X 82966mm Y 3805mm Z 38069mm,X 82966mm Y 3805mm Z 38069mm,X 82966mm Y 3805mm Z 38069mm,ZA-511-650A_005/B2,0,0,,,,0,0,,1,83047.3+3765+38326.6+83123.5+3845+38596.6,,80,
 =21945/52396,OLET,X 82966mm Y 3619mm Z 38069mm,X 82966mm Y 3619mm Z 38069mm,X 82966mm Y 3619mm Z 38422mm,ZA-511-650A_005/B2,660,9.53,   0.000  -1.000   0.000,,,26.7,2.87,,0.133,82943.8+3597.1+38399.4+82988.3+3641.6+38421.6,,80,A312_TP304L
 =21945/52396,TUBI,X 82966mm Y 3537mm Z 38069mm,X 82966mm Y 3619mm Z 38069mm,X 82966mm Y 3454mm Z 38069mm,ZA-511-650A_005/B2,660,6.35,   0.000   0.000   1.000,,,0,0,,21.376,82555.8+3454.2+37659+83376.2+3619.3+38479.4,,80,A312_TP304L
 =21945/52397,FLAN,X 82966mm Y 3365mm Z 38069mm,X 82966mm Y 3454mm Z 38069mm,X 82966mm Y 3365mm Z 38069mm,ZA-511-650A_005/B2,660,6.35,   0.000   0.000   1.000,,,0,0,,52.03,82493.1+3365.3+37596.3+83438.9+3454.2+38542.1,,80,A312_TP304L
 =21945/52399,TUBI,X 89530mm Y 4350mm Z 38749mm,X 89530mm Y 4350mm Z 38441mm,X 89530mm Y 4350mm Z 39057mm,ZA-511-65A_005/B1,73,3.05,   0.000  -1.000   0.000,,,0,0,,3.2743,89443.5+4263.5+38440.7+89616.5+4436.5+39056.8,,50,A312_TP304L
 =21945/52400,ELBO,X 89530mm Y 4350mm Z 39152mm,X 89530mm Y 4445mm Z 39152mm,X 89530mm Y 4350mm Z 39057mm,ZA-511-65A_005/B1,73,3.05,   1.000   0.000   0.000,X 89530mm Y 4397mm Z 39139mm+X 89530mm Y 4363mm Z 39104mm,,0,0,,0.78,89443.5+4263.5+39056.8+89616.5+4445.3+39238.5,,50,A312_TP304L
 =21945/541513,TUBI,X 89530mm Y 4500mm Z 39152mm,X 89530mm Y 4445mm Z 39152mm,X 89530mm Y 4555mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,0.582,89443.5+4445.3+39065.5+89616.5+4554.8+39238.5,,50,A312_TP304L
 =21945/52401,ELBO,X 89530mm Y 4650mm Z 39152mm,X 89625mm Y 4650mm Z 39152mm,X 89530mm Y 4555mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,X 89577mm Y 4637mm Z 39152mm+X 89543mm Y 4602mm Z 39152mm,,0,0,,0.78,89443.5+4554.8+39065.5+89625.3+4736.5+39238.5,,50,A312_TP304L
 =21945/541515,TUBI,X 90080mm Y 4650mm Z 39152mm,X 89625mm Y 4650mm Z 39152mm,X 90535mm Y 4650mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,4.834,89625.3+4563.5+39065.5+90534.8+4736.5+39238.5,,50,A312_TP304L
 =21945/52402,ELBO,X 90630mm Y 4650mm Z 39152mm,X 90630mm Y 4555mm Z 39152mm,X 90535mm Y 4650mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,X 90617mm Y 4603mm Z 39152mm+X 90582mm Y 4637mm Z 39152mm,,0,0,,0.78,90534.8+4554.8+39065.5+90716.5+4736.5+39238.5,,50,A312_TP304L
 =21945/541517,TUBI,X 90630mm Y 3950mm Z 39152mm,X 90630mm Y 4555mm Z 39152mm,X 90630mm Y 3345mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,6.4298,90543.5+3345+39065.5+90716.5+4554.8+39238.5,,50,A312_TP304L
 =21945/497162,UBOLT,X 90630mm Y 4055mm Z 39152mm,X 90630mm Y 4055mm Z 39152mm,X 90630mm Y 4055mm Z 39152mm,ZA-511-65A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,3,3.0968,90452.5+4035+39002.5+90807.5+4075+39267.5,,50,
 =30137/74529,ATTA,X 90630mm Y 3465mm Z 39152mm,X 90630mm Y 3465mm Z 39152mm,X 90630mm Y 3465mm Z 39152mm,ZA-511-65A_005/B1,0,0,,,,0,0,,1.3454,90601.1+3435+39178.2+90658.9+3495+39358.5,,50,
 =21945/52405,OLET,X 90630mm Y 3345mm Z 39152mm,X 90630mm Y 3345mm Z 39152mm,X 90630mm Y 3345mm Z 39208mm,ZA-511-65A_005/B1,73,5.16,   0.000   1.000   0.000,,,21.3,2.77,,0.08,90612.6+3327.6+39188.5+90647.5+3362.5+39207.6,,50,A312_TP304L
 =21945/52405,TUBI,X 90630mm Y 3226mm Z 39152mm,X 90630mm Y 3345mm Z 39152mm,X 90630mm Y 3108mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,1.2597,90543.5+3108+39065.5+90716.5+3345+39238.5,,50,A312_TP304L
 =21945/52406,VALV,X 90630mm Y 3000mm Z 39152mm,X 90630mm Y 3108mm Z 39152mm,X 90630mm Y 2892mm Z 39152mm,ZA-511-65A_005/B1,0,0,,,,0,0,,20,90480+2850+39102.7+90780+3150+39858,,50,
 =21945/541518,TUBI,X 90630mm Y 2731mm Z 39152mm,X 90630mm Y 2892mm Z 39152mm,X 90630mm Y 2570mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,1.7114,90543.5+2570+39065.5+90716.5+2892+39238.5,,50,A312_TP304L
 =21945/541491,TUBI,X 90630mm Y 2293mm Z 39152mm,X 90630mm Y 2570mm Z 39152mm,X 90630mm Y 2015mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,2.9485,90543.5+2015.3+39065.5+90716.5+2570+39238.5,,50,A312_TP304L
 =21945/497163,UBOLT,X 90630mm Y 2200mm Z 39152mm,X 90630mm Y 2200mm Z 39152mm,X 90630mm Y 2200mm Z 39152mm,ZA-511-65A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,13,2.6533,90492.5+2180+39002.5+90767.5+2220+39267.5,,50,
 =21945/52408,ELBO,X 90630mm Y 1920mm Z 39152mm,X 90725mm Y 1920mm Z 39152mm,X 90630mm Y 2015mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000  -1.000,X 90677mm Y 1933mm Z 39152mm+X 90643mm Y 1968mm Z 39152mm,,0,0,,0.78,90543.5+1833.5+39065.5+90725.3+2015.3+39238.5,,50,A312_TP304L
 =21945/541520,TUBI,X 91486mm Y 1920mm Z 39152mm,X 90725mm Y 1920mm Z 39152mm,X 92248mm Y 1920mm Z 39152mm,ZA-511-65A_005/B1,73,3.05,   0.000   0.000   1.000,,,0,0,,8.0921,90725.3+1833.5+39065.5+92247.8+2006.5+39238.5,,50,A312_TP304L
 =30137/80916,UBOLT,X 91690mm Y 1920mm Z 39152mm,X 91690mm Y 1920mm Z 39152mm,X 91690mm Y 1920mm Z 39152mm,ZA-511-65A_005/B1,0,0,   0.000   0.000   1.000,,,0,0,3,2.3,91670.5+1655+39002.5+91710.5+2185+39267.5,,50,
 =21945/541522,TUBI,X 82966mm Y 3805mm Z 38467mm,X 82966mm Y 3805mm Z 38418mm,X 82966mm Y 3805mm Z 38515mm,ZA-511-15A_005/B1,21.3,2.77,   0.000  -1.000   0.000,,,0,0,,0.1238,82875.4+3714.4+38418.5+83056.7+3895.7+38515.3,,80,A312_TP304L
 =21945/52423,FLAN,X 82966mm Y 3805mm Z 38563mm,X 82966mm Y 3805mm Z 38515mm,X 82966mm Y 3805mm Z 38563mm,ZA-511-15A_005/B1,21.3,2.77,  -1.000   0.000   0.000,,,0,0,,0.5,82841.6+3680.6+38515.3+83090.5+3929.5+38562.8,,80,A312_TP304L
 =21945/52425,VALV,X 82966mm Y 3805mm Z 38621mm,X 82966mm Y 3805mm Z 38567mm,X 82966mm Y 3805mm Z 38675mm,ZA-511-15A_005/B1,0,0,,,,0,0,,3.2,82627+3737.5+38553.8+83010.5+3872.5+38688.8,,80,
 =21945/135321,VALV,X 82966mm Y 3805mm Z 38734mm,X 82966mm Y 3805mm Z 38680mm,X 82966mm Y 3805mm Z 38788mm,ZA-511-15A_005/B1,0,0,,,,0,0,,3.2,82627+3737.5+38666.3+83010.5+3872.5+38801.3,,80,
 =21945/52427,FLAN,X 82966mm Y 3805mm Z 38792mm,X 82966mm Y 3805mm Z 38792mm,X 82766mm Y 3805mm Z 38878mm,ZA-511-15A_005/B1,21.3,2.77,   1.000   0.000   0.000,,,0,0,,0.81,82766+3760.6+38792.3+83010.5+3849.5+38895.3,,80,STEEL
