name,type,pos,apos,lpos,bran,outDia,thick,normal,interPos,p3Pos,outDia2,thick2,rest,mass,wvol,remark,Ispec,material
 =21945/332589,TUBI,X 82220mm Y 10777mm Z 26158mm,X 82220mm Y 10825mm Z 26241mm,X 82220mm Y 10728mm Z 26074mm,WA-008-80A_030/B2,89.1,5.5,   0.000  -0.866   0.500,,,0,0,,2.1809,82175.5+10689.9+26051.7+82264.6+10863.6+26263.4,,,STEEL
 =21945/2107460,FLAN,X 82220mm Y 10725mm Z 26068mm,X 82220mm Y 10728mm Z 26074mm,X 82220mm Y 10725mm Z 26068mm,WA-008-80A_030/B2,89.1,5.5,   0.000  -0.866   0.500,,,0,0,,3.61,82120+10638.4+26017.9+82320+10821.6+26135.2,,,STEEL
 =21945/2107458,FLAN,X 82220mm Y 10723mm Z 26065mm,X 82220mm Y 10720mm Z 26059mm,X 82220mm Y 10723mm Z 26065mm,WA-008-80A_030/B2,89.1,5.5,   0.000  -0.866   0.500,,,0,0,,3.61,82120+10626.9+25998+82320+10810.1+26115.3,,,STEEL
 =21945/2107458,TUBI,X 82220mm Y 10695mm Z 26017mm,X 82220mm Y 10720mm Z 26059mm,X 82220mm Y 10671mm Z 25974mm,WA-008-80A_030/B2,89.1,5.5,   0.000  -0.866   0.500,,,0,0,,1.1136,82175.5+10632.1+25951.6+82264.6+10758.6+26081.5,,,STEEL
 =30137/1244949,BEND,X 82220mm Y 10635mm Z 25911mm,X 82220mm Y 10635mm Z 25839mm,X 82220mm Y 10671mm Z 25974mm,WA-008-80A_030/B2,89.1,5.5,  -1.000   0.000   0.000,X 82220mm Y 10639mm Z 25886mm+X 82220mm Y 10651mm Z 25931mm,,0,0,,1.5976,82175.5+10590+25838.9+82264.6+10709.3+25996.2,,,STEEL
 =30137/1244949,TUBI,X 82220mm Y 10635mm Z 25589mm,X 82220mm Y 10635mm Z 25839mm,X 82220mm Y 10635mm Z 25340mm,WA-008-80A_030/B2,89.1,5.5,   0.000   1.000   0.000,,,0,0,,5.6377,82175.5+10590+25340+82264.6+10679.1+25838.9,,,STEEL
 =38329/1474823,UBOLT,X 82220mm Y 10635mm Z 25679mm,X 82220mm Y 10635mm Z 25679mm,X 82220mm Y 10635mm Z 25679mm,WA-008-80A_030/B2,0,0,   0.000   1.000   0.000,,,0,0,2,0.232,82138+10566.1+25669.3+82302+10691.1+25688.3,,,
 =21945/332595,FLAN,X 82220mm Y 10635mm Z 25333mm,X 82220mm Y 10635mm Z 25340mm,X 82220mm Y 10635mm Z 25333mm,WA-008-80A_030/B2,89.1,5.5,  -1.000   0.000   0.000,,,0,0,,3.61,82120+10534.6+25333+82320+10734.6+25361,,,STEEL
 =21945/332597,VALV,X 82220mm Y 10635mm Z 25180mm,X 82220mm Y 10635mm Z 25330mm,X 82220mm Y 10635mm Z 25030mm,WA-008-80A_030/B2,0,0,,,,0,0,,40.4,81750+10492.6+25030+82340+10776.6+25330,,,
 =21945/332599,FLAN,X 82220mm Y 10635mm Z 25027mm,X 82220mm Y 10635mm Z 25020mm,X 82220mm Y 10635mm Z 25027mm,WA-008-80A_030/B2,89.1,5.5,  -1.000   0.000   0.000,,,0,0,,3.61,82120+10534.6+24999+82320+10734.6+25027,,,STEEL
 =21945/332599,TUBI,X 82220mm Y 10635mm Z 24877mm,X 82220mm Y 10635mm Z 25020mm,X 82220mm Y 10635mm Z 24734mm,WA-008-80A_030/B2,89.1,5.5,  -1.000   0.000   0.000,,,0,0,,3.2318,82175.5+10590+24734+82264.6+10679.1+25020,,,STEEL
 =71097/128304,UBOLT,X 82220mm Y 10635mm Z 24879mm,X 82220mm Y 10635mm Z 24879mm,X 82220mm Y 10635mm Z 24879mm,WA-008-80A_030/B2,0,0,   0.000   1.000   0.000,,,0,0,12,0.212,82158.5+10564.3+24869.3+82281.5+10692.6+24888.3,,,
 =21945/332601,FLAN,X 82220mm Y 10635mm Z 24727mm,X 82220mm Y 10635mm Z 24734mm,X 82220mm Y 10635mm Z 24727mm,WA-008-80A_030/B2,89.1,5.5,   0.000  -1.000   0.000,,,0,0,,3.61,82120+10534.6+24727+82320+10734.6+24755,,,STEEL
 =46521/543932,FBLI,X 82220mm Y 10635mm Z 24724mm,X 82220mm Y 10635mm Z 24724mm,X 82220mm Y 10635mm Z 24704mm,WA-008-80A_030/B2,0,0,,,,0,0,,4.41,82120+10534.6+24604+82320+10734.6+24724,,,
 =21945/574388,FLAN,X 77303mm Y 6840mm Z 27415mm,X 77312mm Y 6840mm Z 27415mm,X 77303mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,457.2,7.9,   0.000   0.000   1.000,,,0,0,,24.9,77303+6537.5+27112.4+77343+7142.5+27717.4,,,STEEL
 =21945/574388,TUBI,X 79693mm Y 6840mm Z 27415mm,X 77312mm Y 6840mm Z 27415mm,X 82074mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,457.2,7.9,   0.000   0.000   1.000,,,0,0,,416.67,77312+6611.4+27186.3+82074+7068.6+27643.5,,,STEEL
 =54713/137498,UBOLT,X 79085mm Y 6840mm Z 27415mm,X 79085mm Y 6840mm Z 27415mm,X 79085mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,8.942,79062+6570.5+27125+79108+7109.5+27676.4,,,
 =54713/137820,UBOLT,X 80555mm Y 6840mm Z 27415mm,X 80555mm Y 6840mm Z 27415mm,X 80555mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,8.942,80532+6570.5+27125+80578+7109.5+27676.4,,,
 =21945/1703590,FLAN,X 82083mm Y 6840mm Z 27415mm,X 82074mm Y 6840mm Z 27415mm,X 82083mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,457.2,7.9,   0.000   0.000   1.000,,,0,0,,24.9,82043+6537.5+27112.4+82083+7142.5+27717.4,,,STEEL
 =21945/1703588,FLAN,X 82086mm Y 6840mm Z 27415mm,X 82095mm Y 6840mm Z 27415mm,X 82086mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,457.2,7.9,   0.000   0.000   1.000,,,0,0,,24.9,82086+6537.5+27112.4+82126+7142.5+27717.4,,,STEEL
 =21945/1703588,TUBI,X 83848mm Y 6840mm Z 27415mm,X 82095mm Y 6840mm Z 27415mm,X 85600mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,457.2,7.9,   0.000   0.000   1.000,,,0,0,,306.69,82095+6611.4+27186.1+85600+7068.6+27643.5,,,STEEL
 =54713/138372,UBOLT,X 82485mm Y 6840mm Z 27415mm,X 82485mm Y 6840mm Z 27415mm,X 82485mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,8.942,82462+6570.5+27125+82508+7109.5+27676.4,,,
 =54713/138624,UBOLT,X 83905mm Y 6840mm Z 27415mm,X 83905mm Y 6840mm Z 27415mm,X 83905mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,8.942,83882+6570.5+27125+83928+7109.5+27676.4,,,
 =54713/139188,UBOLT,X 85035mm Y 6840mm Z 27415mm,X 85035mm Y 6840mm Z 27415mm,X 85035mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,0,0,   0.000   0.000   1.000,,,0,0,23,8.942,85012+6570.5+27125+85058+7109.5+27676.4,,,
 =62905/39002,ATTA,X 85600mm Y 6840mm Z 27415mm,X 85600mm Y 6840mm Z 27415mm,X 85600mm Y 6840mm Z 27415mm,EL-744-450A_001/B1,0,0,,,,0,0,,1.6603,85580+6614+27188.7+85660+7066+27414.7,,,
 =21945/2160820,FLAN,X 77303mm Y 9345mm Z 26280mm,X 77313mm Y 9345mm Z 26280mm,X 77303mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,77303+9185+26119.5+77323.3+9505+26439.5,,,STEEL
 =21945/2160820,TUBI,X 79693mm Y 9345mm Z 26280mm,X 77313mm Y 9345mm Z 26280mm,X 82073mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,200.4,77313+9236.8+26171.4+82073+9453.1+26387.7,,,STEEL
 =30137/1771595,UBOLT,X 79062mm Y 9345mm Z 26280mm,X 79062mm Y 9345mm Z 26280mm,X 79062mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,23,2.07,79047.5+9209+26123.2+79077.5+9481+26410.5,,,
 =21945/1703606,FLAN,X 82083mm Y 9345mm Z 26280mm,X 82073mm Y 9345mm Z 26280mm,X 82083mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,82062.8+9185+26119.5+82083+9505+26439.5,,,STEEL
 =21945/1703609,FLAN,X 82086mm Y 9345mm Z 26280mm,X 82096mm Y 9345mm Z 26280mm,X 82086mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,82086+9185+26119.5+82106.3+9505+26439.5,,,STEEL
 =21945/1703609,TUBI,X 84478mm Y 9345mm Z 26280mm,X 82096mm Y 9345mm Z 26280mm,X 86861mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,200.61,82096+9236.8+26171.4+86861+9453.1+26387.7,,,STEEL
 =30137/1771597,UBOLT,X 82462mm Y 9345mm Z 26280mm,X 82462mm Y 9345mm Z 26280mm,X 82462mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,23,2.07,82447.5+9209+26123.2+82477.5+9481+26410.5,,,
 =30137/1771599,UBOLT,X 85012mm Y 9345mm Z 26280mm,X 85012mm Y 9345mm Z 26280mm,X 85012mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,23,2.07,84997.5+9209+26123.2+85027.5+9481+26410.5,,,
 =21945/1703594,FLAN,X 86871mm Y 9345mm Z 26280mm,X 86861mm Y 9345mm Z 26280mm,X 86871mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,86850.8+9185+26119.5+86871+9505+26439.5,,,STEEL
 =21945/1703597,FLAN,X 86874mm Y 9345mm Z 26280mm,X 86884mm Y 9345mm Z 26280mm,X 86874mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,86874+9185+26119.5+86894.3+9505+26439.5,,,STEEL
 =21945/1703597,TUBI,X 89576mm Y 9345mm Z 26280mm,X 86884mm Y 9345mm Z 26280mm,X 92267mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,226.65,86884+9236.8+26171.4+92267.5+9453.1+26387.7,,,STEEL
 =30137/1771601,UBOLT,X 88428mm Y 9345mm Z 26280mm,X 88428mm Y 9345mm Z 26280mm,X 88428mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,23,2.07,88412.5+9209+26123.2+88442.5+9481+26410.5,,,
 =30137/1771603,UBOLT,X 91812mm Y 9345mm Z 26280mm,X 91812mm Y 9345mm Z 26280mm,X 91812mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,23,2.07,91797.5+9209+26123.2+91827.5+9481+26410.5,,,
 =38329/1373827,FLAN,X 92277mm Y 9345mm Z 26280mm,X 92267mm Y 9345mm Z 26280mm,X 92277mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,92257.2+9185+26119.5+92277.5+9505+26439.5,,,STEEL
 =38329/1373830,FLAN,X 92280mm Y 9345mm Z 26280mm,X 92290mm Y 9345mm Z 26280mm,X 92280mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,92280.5+9185+26119.5+92300.7+9505+26439.5,,,STEEL
 =38329/1373830,TUBI,X 94014mm Y 9345mm Z 26280mm,X 92290mm Y 9345mm Z 26280mm,X 95737mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,145.1,92290.5+9236.8+26171.4+95737+9453.1+26387.7,,,STEEL
 =30137/1771605,UBOLT,X 95212mm Y 9345mm Z 26280mm,X 95212mm Y 9345mm Z 26280mm,X 95212mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,23,2.07,95197.5+9209+26123.2+95227.5+9481+26410.5,,,
 =21945/1703600,FLAN,X 95747mm Y 9345mm Z 26280mm,X 95737mm Y 9345mm Z 26280mm,X 95747mm Y 9345mm Z 26280mm,F4-004-200A_030/B1,216.3,8.2,   0.000   0.000   1.000,,,0,0,,6.33,95726.8+9185+26119.5+95747+9505+26439.5,,,STEEL
 =21945/551653,FLAN,X 77305mm Y 9960mm Z 27006mm,X 77312mm Y 9960mm Z 27006mm,X 77305mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,1.88,77305+9882.5+26928.5+77321.3+10037.5+27083.5,,,STEEL
 =21945/551653,TUBI,X 78106mm Y 9960mm Z 27006mm,X 77312mm Y 9960mm Z 27006mm,X 78900mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,8.6387,77312+9929.8+26975.8+78900+9990.3+27036.3,,,STEEL
 =30137/1781524,UBOLT,X 77712mm Y 9960mm Z 27006mm,X 77712mm Y 9960mm Z 27006mm,X 77712mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,0,0,   0.000   0.000  -1.000,,,0,0,23,0.169,77704+9914.5+26964+77721+10005.5+27057.3,,,
 =30137/1781449,TEE,X 78900mm Y 9960mm Z 27006mm,X 78900mm Y 9960mm Z 27006mm,X 78900mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,X 78900mm Y 9960mm Z 27006mm,60.5,3.9,,0,78869.8+9960+26975.8+78930.3+10040.3+27036.3,,,STEEL
 =30137/1781449,TUBI,X 79113mm Y 9960mm Z 27006mm,X 78900mm Y 9960mm Z 27006mm,X 79326mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   1.000   0.000,,,0,0,,2.3202,78900+9929.8+26975.8+79326.5+9990.3+27036.3,,,STEEL
 =54713/137449,UBOLT,X 79182mm Y 9960mm Z 27006mm,X 79182mm Y 9960mm Z 27006mm,X 79182mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,0,0,   0.000   0.000  -1.000,,,0,0,23,0.169,79174+9914.5+26964+79191+10005.5+27057.3,,,
 =46521/648325,FLAN,X 79334mm Y 9960mm Z 27006mm,X 79326mm Y 9960mm Z 27006mm,X 79334mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,1.88,79317.3+9882.5+26928.5+79333.5+10037.5+27083.5,,,STEEL
 =46521/648327,FLAN,X 79335mm Y 9960mm Z 27006mm,X 79342mm Y 9960mm Z 27006mm,X 79335mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,1.88,79335+9882.5+26928.5+79351.3+10037.5+27083.5,,,STEEL
 =46521/648327,TUBI,X 79373mm Y 9960mm Z 27006mm,X 79342mm Y 9960mm Z 27006mm,X 79404mm Y 9960mm Z 27006mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,0.3384,79342+9929.8+26975.8+79404.2+9990.3+27036.3,,,STEEL
 =30137/1781322,ELBO,X 79455mm Y 9960mm Z 27006mm,X 79404mm Y 9960mm Z 27006mm,X 79455mm Y 9921mm Z 26973mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.643  -0.766,X 79429mm Y 9955mm Z 27002mm+X 79448mm Y 9941mm Z 26990mm,,0,0,,0.44,79404.2+9901.6+26950.2+79485.3+10002.6+27048.6,,,STEEL
 =30137/1781322,TUBI,X 79455mm Y 9872mm Z 26932mm,X 79455mm Y 9921mm Z 26973mm,X 79455mm Y 9823mm Z 26891mm,DJ-002-50A_030/B1,60.5,3.9,  -1.000   0.000   0.000,,,0,0,,0.6982,79424.8+9803.3+26867.7+79485.3+9940.5+26996.5,,,STEEL
 =30137/1753215,BEND,X 79455mm Y 9771mm Z 26848mm,X 79455mm Y 9823mm Z 26891mm,X 79455mm Y 9704mm Z 26848mm,DJ-002-50A_030/B1,60.5,3.9,  -1.000   0.000   0.000,X 79455mm Y 9787mm Z 26867mm+X 79455mm Y 9747mm Z 26853mm,,0,0,,0.7026,79424.8+9703.8+26817.3+79485.3+9842.2+26914,,,STEEL
 =30137/1753215,TUBI,X 79455mm Y 7982mm Z 26848mm,X 79455mm Y 9704mm Z 26848mm,X 79455mm Y 6260mm Z 26848mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,18.735,79424.8+6259.9+26817.3+79485.3+9703.8+26877.8,,,STEEL
 =79289/19803,FLAN,X 79455mm Y 6253mm Z 26848mm,X 79455mm Y 6260mm Z 26848mm,X 79455mm Y 6253mm Z 26848mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,1.88,79377.5+6252.9+26770.1+79532.5+6269.2+26925.1,,,STEEL
 =79289/19805,FLAN,X 79455mm Y 6251mm Z 26848mm,X 79455mm Y 6244mm Z 26848mm,X 79455mm Y 6251mm Z 26848mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,1.88,79377.5+6235.2+26770.1+79532.5+6251.4+26925.1,,,STEEL
 =79289/19805,TUBI,X 79455mm Y 4851mm Z 26848mm,X 79455mm Y 6244mm Z 26848mm,X 79455mm Y 3459mm Z 26848mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,15.156,79424.8+3458.5+26817.3+79485.3+6244.4+26877.8,,,STEEL
 =54713/137921,UBOLT,X 79455mm Y 9304mm Z 26848mm,X 79455mm Y 9304mm Z 26848mm,X 79455mm Y 9304mm Z 26848mm,DJ-002-50A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.1444,79409.5+9295.5+26796.3+79500.5+9312.5+26889.6,,,
 =54713/137582,UBOLT,X 79455mm Y 8050mm Z 26848mm,X 79455mm Y 8050mm Z 26848mm,X 79455mm Y 8050mm Z 26848mm,DJ-002-50A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.1444,79409.5+8041.5+26796.3+79500.5+8058.5+26889.6,,,
 =54713/137935,UBOLT,X 79455mm Y 6996mm Z 26848mm,X 79455mm Y 6996mm Z 26848mm,X 79455mm Y 6996mm Z 26848mm,DJ-002-50A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.1444,79409.5+6987.5+26796.3+79500.5+7004.5+26889.6,,,
 =54713/138064,UBOLT,X 79455mm Y 5920mm Z 26848mm,X 79455mm Y 5920mm Z 26848mm,X 79455mm Y 5920mm Z 26848mm,DJ-002-50A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.1444,79409.5+5911.5+26796.3+79500.5+5928.5+26889.6,,,
 =54713/138282,UBOLT,X 79455mm Y 4150mm Z 26848mm,X 79455mm Y 4150mm Z 26848mm,X 79455mm Y 4150mm Z 26848mm,DJ-002-50A_030/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.1444,79409.5+4141.5+26796.3+79500.5+4158.5+26889.6,,,
 =46521/648341,FLAN,X 79455mm Y 3452mm Z 26848mm,X 79455mm Y 3459mm Z 26848mm,X 79455mm Y 3452mm Z 26848mm,DJ-002-50A_030/B1,60.5,3.9,   0.000   0.000   1.000,,,0,0,,1.88,79377.5+3451.5+26770.1+79532.5+3467.8+26925.1,,,STEEL
 =21945/808089,TUBI,X 79619mm Y 9785mm Z 27012mm,X 79675mm Y 9785mm Z 27012mm,X 79562mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,48.6,5.1,   0.000   0.000   1.000,,,0,0,,0.6181,79562+9760.7+26987.7+79675+9809.3+27036.3,,,STEEL
 =30137/1781433,FLAN,X 79555mm Y 9785mm Z 27012mm,X 79562mm Y 9785mm Z 27012mm,X 79555mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,48.6,5.1,   0.000   0.000   1.000,,,0,0,,1.56,79555+9715+26942+79571.3+9855+27082,,,STEEL
 =30137/1781435,FLAN,X 79554mm Y 9785mm Z 27012mm,X 79547mm Y 9785mm Z 27012mm,X 79554mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,48.6,5.1,   0.000   0.000   1.000,,,0,0,,1.56,79537.3+9715+26942+79553.5+9855+27082,,,STEEL
 =30137/1781435,TUBI,X 78429mm Y 9785mm Z 27012mm,X 79547mm Y 9785mm Z 27012mm,X 77312mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,48.6,5.1,   0.000   0.000   1.000,,,0,0,,12.223,77312+9760.7+26987.7+79546.5+9809.3+27036.3,,,STEEL
 =54713/137450,UBOLT,X 79182mm Y 9785mm Z 27012mm,X 79182mm Y 9785mm Z 27012mm,X 79182mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,0,0,   0.000   0.000  -1.000,,,0,0,23,0.106,79176+9747.5+26976+79189+9822.5+27057.2,,,
 =30137/1781525,UBOLT,X 77712mm Y 9785mm Z 27012mm,X 77712mm Y 9785mm Z 27012mm,X 77712mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,0,0,   0.000   0.000  -1.000,,,0,0,23,0.106,77706+9747.5+26976+77719+9822.5+27057.2,,,
 =21945/551862,FLAN,X 77305mm Y 9785mm Z 27012mm,X 77312mm Y 9785mm Z 27012mm,X 77305mm Y 9785mm Z 27012mm,AL-005-40A_030/B1,48.6,5.1,   0.000   0.000   1.000,,,0,0,,1.56,77305+9715+26942+77321.2+9855+27082,,,STEEL
 =21945/2160811,FLAN,X 77303mm Y 10095mm Z 26502mm,X 77313mm Y 10095mm Z 26502mm,X 77303mm Y 10095mm Z 26502mm,IB-002-650A_030/B1,660.4,9.5,   0.000   0.000   1.000,,,0,0,,43.2,77303+9682.5+26089+77351+10507.5+26914,,,STEEL
 =21945/2160811,TUBI,X 77882mm Y 10095mm Z 26502mm,X 77313mm Y 10095mm Z 26502mm,X 78450mm Y 10095mm Z 26502mm,IB-002-650A_030/B1,660.4,9.5,   0.000   0.000   1.000,,,0,0,,173.96,77313+9764.8+26171.3+78450+10425.2+26831.7,,,STEEL
 =30137/1478709,TEE,X 78450mm Y 10095mm Z 26502mm,X 78450mm Y 10095mm Z 26502mm,X 78450mm Y 10095mm Z 26502mm,IB-002-650A_030/B1,660.4,9.5,   0.000  -1.000   0.000,,X 78450mm Y 10095mm Z 26502mm,660.4,9.5,,0,78119.8+9764.8+26121.3+78780.2+10425.2+26501.5,,,STEEL
 =30137/1478709,TUBI,X 80262mm Y 10095mm Z 26502mm,X 78450mm Y 10095mm Z 26502mm,X 82073mm Y 10095mm Z 26502mm,IB-002-650A_030/B1,660.4,9.5,   0.000   0.000  -1.000,,,0,0,,554.32,78450+9764.8+26171.3+82073+10425.2+26831.7,,,STEEL
