name,type,pos,poss,pose,size,stru,ori,division,weld
 =30137/1519277,SCTN,X 77350mm Y 5935mm Z 27176mm,X 77350mm Y 5935mm Z 27176mm,X 78870mm Y 5935mm Z 27176mm,ANG_130x130x12,=30137/1519158,   0.000   0.000  -1.000,SUPP,
 =30137/1519282,SCTN,X 78890mm Y 5935mm Z 27176mm,X 78890mm Y 5935mm Z 27176mm,X 79138mm Y 5935mm Z 27176mm,ANG_130x130x12,=21945/2095980,   0.000   0.000  -1.000,SUPP,
 =30137/1519300,SCTN,X 80620mm Y 9190mm Z 27036mm,X 80620mm Y 9190mm Z 27036mm,X 80620mm Y 9425mm Z 27036mm,ANG_65x65x6,=30137/1519295,   0.000   0.000   1.000,SUPP,
 =30137/1519304,SCTN,X 79300mm Y 9600mm Z 27176mm,X 79300mm Y 9600mm Z 27176mm,X 82270mm Y 9600mm Z 27176mm,ANG_130x130x12,=30137/1519295,   0.000  -1.000   0.000,SUPP,
 =30137/1535185,SCTN,X 88503mm Y 6035mm Z 27176mm,X 88503mm Y 6035mm Z 27176mm,X 88255mm Y 6035mm Z 27176mm,ANG_100x100x13,=30137/1502318,   0.000   0.000  -1.000,SUPP,
 =30137/1538715,SCTN,X 91900mm Y 9325mm Z 27036mm,X 91900mm Y 9325mm Z 27036mm,X 91900mm Y 9425mm Z 27036mm,ANG_65x65x6,=30137/1502465,   0.000   0.000   1.000,SUPP,
 =30137/1538726,SCTN,X 85100mm Y 10990mm Z 27036mm,X 85100mm Y 10990mm Z 27036mm,X 85100mm Y 10705mm Z 27036mm,ANG_65x65x6,=30137/1502171,   1.000   0.000   0.000,SUPP,
 =30137/1561231,SCTN,X 79100mm Y 9600mm Z 26817mm,X 79100mm Y 9600mm Z 26817mm,X 79100mm Y 7635mm Z 26817mm,ANG_100x100x13,=21945/2095980,  -1.000   0.000   0.000,SUPP,
 =30137/1561233,SCTN,X 79100mm Y 8250mm Z 26804mm,X 79100mm Y 8250mm Z 26804mm,X 79100mm Y 8250mm Z 26532mm,ANG_65x65x6,=21945/2095980,  -1.000   0.000   0.000,SUPP,
 =30137/1574308,SCTN,X 80220mm Y 9267mm Z 26817mm,X 80220mm Y 9267mm Z 26817mm,X 80220mm Y 9484mm Z 26817mm,ANG_100x100x10,=30137/1574306,   1.000   0.000   0.000,SUPP,
 =30137/1574310,SCTN,X 79870mm Y 9267mm Z 26817mm,X 79870mm Y 9267mm Z 26817mm,X 79870mm Y 9484mm Z 26817mm,ANG_100x100x10,=30137/1574306,   0.000   0.000  -1.000,SUPP,
 =30137/1574312,SCTN,X 79870mm Y 9124mm Z 26817mm,X 79870mm Y 9124mm Z 26817mm,X 79870mm Y 9254mm Z 26817mm,ANG_100x100x10,=30137/1574306,   0.000   0.000  -1.000,SUPP,
 =30137/1574320,SCTN,X 80220mm Y 9124mm Z 26817mm,X 80220mm Y 9124mm Z 26817mm,X 80220mm Y 9254mm Z 26817mm,ANG_100x100x10,=30137/1574306,   1.000   0.000   0.000,SUPP,
 =30137/1574342,SCTN,X 82291mm Y 9254mm Z 26817mm,X 82291mm Y 9254mm Z 26817mm,X 79300mm Y 9254mm Z 26817mm,ANG_100x100x13,=30137/1574306,   0.000   1.000   0.000,SUPP,
 =30137/1574348,SCTN,X 80220mm Y 7046mm Z 26817mm,X 80220mm Y 7046mm Z 26817mm,X 80220mm Y 7176mm Z 26817mm,ANG_100x100x10,=30137/1574346,   1.000   0.000   0.000,SUPP,
 =30137/1574350,SCTN,X 79870mm Y 7046mm Z 26817mm,X 79870mm Y 7046mm Z 26817mm,X 79870mm Y 7176mm Z 26817mm,ANG_100x100x10,=30137/1574346,   0.000   0.000  -1.000,SUPP,
 =30137/1574352,SCTN,X 79870mm Y 6816mm Z 26817mm,X 79870mm Y 6816mm Z 26817mm,X 79870mm Y 7033mm Z 26817mm,ANG_100x100x10,=30137/1574346,   0.000   0.000  -1.000,SUPP,
 =30137/1574360,SCTN,X 80220mm Y 6816mm Z 26817mm,X 80220mm Y 6816mm Z 26817mm,X 80220mm Y 6946mm Z 26817mm,ANG_100x100x10,=30137/1574346,   1.000   0.000   0.000,SUPP,
 =30137/1574382,SCTN,X 82291mm Y 7046mm Z 26817mm,X 82291mm Y 7046mm Z 26817mm,X 79300mm Y 7046mm Z 26817mm,ANG_100x100x13,=30137/1574346,   0.000   0.000  -1.000,SUPP,
 =30137/1574441,SCTN,X 79870mm Y 3970mm Z 26817mm,X 79870mm Y 3970mm Z 26817mm,X 79870mm Y 4100mm Z 26817mm,ANG_100x100x10,=30137/1574438,   0.000   0.000  -1.000,SUPP,
 =30137/1574449,SCTN,X 80220mm Y 4113mm Z 26817mm,X 80220mm Y 4113mm Z 26817mm,X 80220mm Y 4330mm Z 26817mm,ANG_100x100x10,=30137/1574438,   1.000   0.000   0.000,SUPP,
 =30137/1574451,SCTN,X 79870mm Y 4113mm Z 26817mm,X 79870mm Y 4113mm Z 26817mm,X 79870mm Y 4330mm Z 26817mm,ANG_100x100x10,=30137/1574438,   0.000   0.000  -1.000,SUPP,
 =30137/1574453,SCTN,X 80220mm Y 3970mm Z 26817mm,X 80220mm Y 3970mm Z 26817mm,X 80220mm Y 4100mm Z 26817mm,ANG_100x100x10,=30137/1574438,   1.000   0.000   0.000,SUPP,
 =30137/1574475,SCTN,X 80370mm Y 4100mm Z 26817mm,X 80370mm Y 4100mm Z 26817mm,X 79300mm Y 4100mm Z 26817mm,ANG_100x100x13,=30137/1574438,   0.000   1.000   0.000,SUPP,
 =30137/1574481,SCTN,X 80220mm Y 2820mm Z 26817mm,X 80220mm Y 2820mm Z 26817mm,X 80220mm Y 3950mm Z 26817mm,ANG_100x100x10,=30137/1574479,   1.000   0.000   0.000,SUPP,
 =30137/1574486,SCTN,X 80220mm Y 3820mm Z 26817mm,X 80220mm Y 3820mm Z 26817mm,X 79870mm Y 3820mm Z 26817mm,ANG_50x50x6,=30137/1574479,   0.000   1.000   0.000,SUPP,
 =30137/1575072,SCTN,X 82491mm Y 9254mm Z 26817mm,X 82491mm Y 9254mm Z 26817mm,X 82311mm Y 9254mm Z 26817mm,ANG_100x100x13,=46521/576468,   0.000   1.000   0.000,SUPP,
 =30137/1575159,SCTN,X 79870mm Y 7196mm Z 26817mm,X 79870mm Y 7196mm Z 26817mm,X 79870mm Y 9104mm Z 26817mm,ANG_100x100x10,=30137/1574212,   0.000   0.000  -1.000,SUPP,
 =30137/1576153,SCTN,X 86118mm Y 5865mm Z 27176mm,X 86118mm Y 5865mm Z 27176mm,X 86118mm Y 4095mm Z 27176mm,ANG_100x100x13,=21945/2181088,  -1.000   0.000   0.000,SUPP,
 =30137/1576266,SCTN,X 83365mm Y 4990mm Z 26011mm,X 83365mm Y 4990mm Z 26011mm,X 83365mm Y 4990mm Z 24303mm,TUBE_165.2x7.1,=21945/2227832,   1.000   0.000   0.000,SUPP,
 =30137/1764883,SCTN,X 82550mm Y 7049mm Z 26815mm,X 82550mm Y 7049mm Z 26815mm,X 82311mm Y 7049mm Z 26815mm,ANG_100x100x13,=46521/576468,   0.000   0.000  -1.000,SUPP,
 =30137/1764893,SCTN,X 85050mm Y 3830mm Z 25398mm,X 85050mm Y 3830mm Z 25398mm,X 85050mm Y 4100mm Z 25398mm,ANG_75x75x6,=46521/662456,   0.000   0.000  -1.000,SUPP,
 =30137/1764898,SCTN,X 85050mm Y 4360mm Z 25669mm,X 85050mm Y 4360mm Z 25669mm,X 85050mm Y 4100mm Z 25669mm,ANG_100x100x13,=46521/662456,   1.000   0.000   0.000,SUPP,
 =30137/1764904,SCTN,X 85386mm Y 4250mm Z 25810mm,X 85386mm Y 4250mm Z 25810mm,X 85386mm Y 4250mm Z 25228mm,ANG_100x100x13,=46521/662456,  -1.000   0.000   0.000,SUPP,
 =30137/1764906,SCTN,X 85063mm Y 4250mm Z 25669mm,X 85063mm Y 4250mm Z 25669mm,X 85373mm Y 4250mm Z 25669mm,ANG_100x100x13,=46521/662456,   0.000   1.000   0.000,SUPP,
 =30137/1764909,SCTN,X 85050mm Y 4360mm Z 25369mm,X 85050mm Y 4360mm Z 25369mm,X 85050mm Y 4100mm Z 25369mm,ANG_100x100x13,=46521/662456,   0.000   0.000  -1.000,SUPP,
 =30137/1764915,SCTN,X 84817mm Y 4405mm Z 25398mm,X 84817mm Y 4405mm Z 25398mm,X 84817mm Y 3735mm Z 25398mm,ANG_75x75x6,=46521/662456,   0.000   0.000  -1.000,SUPP,
 =30137/1764920,SCTN,X 84823mm Y 4100mm Z 25398mm,X 84823mm Y 4100mm Z 25398mm,X 85050mm Y 4100mm Z 25398mm,ANG_75x75x6,=46521/662456,   0.000   0.000  -1.000,SUPP,
 =30137/1764926,SCTN,X 84823mm Y 3830mm Z 25398mm,X 84823mm Y 3830mm Z 25398mm,X 85050mm Y 3830mm Z 25398mm,ANG_75x75x6,=46521/662456,   0.000   0.000  -1.000,SUPP,
 =30137/1764928,SCTN,X 85063mm Y 4250mm Z 25369mm,X 85063mm Y 4250mm Z 25369mm,X 85373mm Y 4250mm Z 25369mm,ANG_100x100x13,=46521/662456,   0.000   0.000  -1.000,SUPP,
 =30137/1769961,SCTN,X 94954mm Y 9215mm Z 27176mm,X 94954mm Y 9215mm Z 27176mm,X 92050mm Y 9215mm Z 27176mm,ANG_100x100x13,=30137/1769953,   0.000   1.000   0.000,SUPP,
 =30137/1769964,SCTN,X 94954mm Y 8125mm Z 27176mm,X 94954mm Y 8125mm Z 27176mm,X 92050mm Y 8125mm Z 27176mm,ANG_100x100x13,=30137/1769953,   0.000   1.000   0.000,SUPP,
 =30137/1769967,SCTN,X 93550mm Y 9215mm Z 27176mm,X 93550mm Y 9215mm Z 27176mm,X 93550mm Y 8138mm Z 27176mm,ANG_100x100x13,=30137/1769953,  -1.000   0.000   0.000,SUPP,
 =30137/1769971,SCTN,X 94290mm Y 8125mm Z 27364mm,X 94290mm Y 8125mm Z 27364mm,X 93790mm Y 8125mm Z 27364mm,ANG_75x75x6,=30137/1769953,   0.000   1.000   0.000,SUPP,
 =30137/1769974,SCTN,X 93790mm Y 8125mm Z 27176mm,X 93790mm Y 8125mm Z 27176mm,X 93790mm Y 8125mm Z 27364mm,ANG_75x75x6,=30137/1769953,   1.000   0.000   0.000,SUPP,
 =30137/1769975,SCTN,X 94290mm Y 8125mm Z 27176mm,X 94290mm Y 8125mm Z 27176mm,X 94290mm Y 8125mm Z 27364mm,ANG_75x75x6,=30137/1769953,   0.000   1.000   0.000,SUPP,
 =30137/1770192,SCTN,X 95250mm Y 4100mm Z 26637mm,X 95250mm Y 4100mm Z 26637mm,X 95510mm Y 4100mm Z 26637mm,ANG_100x100x13,=21945/2227653,   0.000  -1.000   0.000,SUPP,
 =30137/1770243,SCTN,X 94050mm Y 4385mm Z 26692mm,X 94050mm Y 4385mm Z 26692mm,X 94050mm Y 4106mm Z 26692mm,ANG_65x65x6,=30137/1770241,  -1.000   0.000   0.000,SUPP,
 =30137/1770247,SCTN,X 92050mm Y 4100mm Z 26830mm,X 92050mm Y 4100mm Z 26830mm,X 95050mm Y 4100mm Z 26830mm,ANG_100x100x13,=30137/1770241,   0.000  -1.000   0.000,SUPP,
 =30137/1771358,SCTN,X 95400mm Y 4990mm Z 26637mm,X 95400mm Y 4990mm Z 26637mm,X 95400mm Y 4100mm Z 26637mm,ANG_100x100x13,=21945/2227653,   0.000   0.000  -1.000,SUPP,
 =30137/1771359,SCTN,X 95400mm Y 4385mm Z 26692mm,X 95400mm Y 4385mm Z 26692mm,X 95400mm Y 4235mm Z 26692mm,ANG_100x100x13,=21945/2227653,  -1.000   0.000   0.000,SUPP,
 =30137/1779804,SCTN,X 83250mm Y 9500mm Z 27288mm,X 83250mm Y 9500mm Z 27288mm,X 82837mm Y 9500mm Z 27288mm,ANG_100x100x10,=38329/1345998,   0.000   0.000  -1.000,SUPP,
 =30137/1781494,SCTN,X 77750mm Y 9588mm Z 27176mm,X 77750mm Y 9588mm Z 27176mm,X 77750mm Y 8347mm Z 27176mm,ANG_130x130x12,=30137/1781482,  -1.000   0.000   0.000,SUPP,
 =30137/1781506,SCTN,X 77750mm Y 9425mm Z 27036mm,X 77750mm Y 9425mm Z 27036mm,X 77750mm Y 9190mm Z 27036mm,ANG_65x65x6,=30137/1781482,   1.000   0.000   0.000,SUPP,
 =30137/1781519,SCTN,X 77750mm Y 9600mm Z 27036mm,X 77750mm Y 9600mm Z 27036mm,X 77750mm Y 10020mm Z 27036mm,ANG_75x75x6,=30137/1781482,  -1.000   0.000   0.000,SUPP,
 =30137/1781520,SCTN,X 77750mm Y 9600mm Z 27166mm,X 77750mm Y 9600mm Z 27166mm,X 77750mm Y 9600mm Z 27036mm,ANG_75x75x6,=30137/1781482,  -1.000   0.000   0.000,SUPP,
 =30137/1781528,SCTN,X 77750mm Y 8335mm Z 27176mm,X 77750mm Y 8335mm Z 27176mm,X 77750mm Y 8125mm Z 27176mm,ANG_65x65x6,=30137/1781482,  -1.000   0.000   0.000,SUPP,
 =30137/1781537,SCTN,X 78400mm Y 10500mm Z 27288mm,X 78400mm Y 10500mm Z 27288mm,X 78400mm Y 9350mm Z 27288mm,ANG_50x50x6,=38329/1345998,  -1.000   0.000   0.000,SUPP,
 =30137/1781561,SCTN,X 79050mm Y 10500mm Z 27288mm,X 79050mm Y 10500mm Z 27288mm,X 79050mm Y 9350mm Z 27288mm,ANG_50x50x6,=38329/1345998,  -1.000   0.000   0.000,SUPP,
 =30137/1781585,SCTN,X 79700mm Y 10500mm Z 27288mm,X 79700mm Y 10500mm Z 27288mm,X 79700mm Y 9350mm Z 27288mm,ANG_50x50x6,=38329/1345998,  -1.000   0.000   0.000,SUPP,
 =30137/1781609,SCTN,X 80350mm Y 10500mm Z 27288mm,X 80350mm Y 10500mm Z 27288mm,X 80350mm Y 9350mm Z 27288mm,ANG_50x50x6,=38329/1345998,  -1.000   0.000   0.000,SUPP,
 =30137/1781870,SCTN,X 82950mm Y 10500mm Z 27288mm,X 82950mm Y 10500mm Z 27288mm,X 82950mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1345998,  -1.000   0.000   0.000,SUPP,
 =30137/1781899,SCTN,X 83300mm Y 9500mm Z 27288mm,X 83300mm Y 9500mm Z 27288mm,X 89800mm Y 9500mm Z 27288mm,ANG_100x100x10,=30137/1781893,   0.000  -1.000   0.000,SUPP,
 =30137/1781906,SCTN,X 83300mm Y 10500mm Z 27288mm,X 83300mm Y 10500mm Z 27288mm,X 89800mm Y 10500mm Z 27288mm,ANG_100x100x10,=30137/1781893,   0.000   0.000  -1.000,SUPP,
 =30137/1782113,SCTN,X 83600mm Y 10500mm Z 27288mm,X 83600mm Y 10500mm Z 27288mm,X 83600mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782298,SCTN,X 86800mm Y 10500mm Z 27036mm,X 86800mm Y 10500mm Z 27036mm,X 86800mm Y 11020mm Z 27036mm,ANG_75x75x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782300,SCTN,X 86800mm Y 10500mm Z 27036mm,X 86800mm Y 10500mm Z 27036mm,X 86800mm Y 10500mm Z 27278mm,ANG_75x75x6,=30137/1781893,   0.000   1.000   0.000,SUPP,
 =30137/1782339,SCTN,X 80850mm Y 10500mm Z 27036mm,X 80850mm Y 10500mm Z 27036mm,X 80850mm Y 10990mm Z 27036mm,ANG_75x75x6,=38329/1345998,  -1.000   0.000   0.000,SUPP,
 =30137/1782341,SCTN,X 80850mm Y 10500mm Z 27036mm,X 80850mm Y 10500mm Z 27036mm,X 80850mm Y 10500mm Z 27278mm,ANG_75x75x6,=38329/1345998,   0.000   1.000   0.000,SUPP,
 =30137/1782345,SCTN,X 84250mm Y 10500mm Z 27288mm,X 84250mm Y 10500mm Z 27288mm,X 84250mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782366,SCTN,X 84900mm Y 10500mm Z 27288mm,X 84900mm Y 10500mm Z 27288mm,X 84900mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782387,SCTN,X 85550mm Y 10500mm Z 27288mm,X 85550mm Y 10500mm Z 27288mm,X 85550mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782408,SCTN,X 86200mm Y 10500mm Z 27288mm,X 86200mm Y 10500mm Z 27288mm,X 86200mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782429,SCTN,X 86850mm Y 10500mm Z 27288mm,X 86850mm Y 10500mm Z 27288mm,X 86850mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782450,SCTN,X 87500mm Y 10500mm Z 27288mm,X 87500mm Y 10500mm Z 27288mm,X 87500mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782471,SCTN,X 88150mm Y 10500mm Z 27288mm,X 88150mm Y 10500mm Z 27288mm,X 88150mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782492,SCTN,X 88800mm Y 10500mm Z 27288mm,X 88800mm Y 10500mm Z 27288mm,X 88800mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782513,SCTN,X 89450mm Y 10500mm Z 27288mm,X 89450mm Y 10500mm Z 27288mm,X 89450mm Y 9500mm Z 27288mm,ANG_50x50x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1782588,SCTN,X 90750mm Y 10500mm Z 27288mm,X 90750mm Y 10500mm Z 27288mm,X 90750mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782609,SCTN,X 91400mm Y 10500mm Z 27288mm,X 91400mm Y 10500mm Z 27288mm,X 91400mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782630,SCTN,X 92050mm Y 10500mm Z 27288mm,X 92050mm Y 10500mm Z 27288mm,X 92050mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782651,SCTN,X 92700mm Y 10500mm Z 27288mm,X 92700mm Y 10500mm Z 27288mm,X 92700mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782672,SCTN,X 93350mm Y 10500mm Z 27288mm,X 93350mm Y 10500mm Z 27288mm,X 93350mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782693,SCTN,X 94000mm Y 10500mm Z 27288mm,X 94000mm Y 10500mm Z 27288mm,X 94000mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782714,SCTN,X 94650mm Y 10500mm Z 27288mm,X 94650mm Y 10500mm Z 27288mm,X 94650mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782735,SCTN,X 95300mm Y 10500mm Z 27288mm,X 95300mm Y 10500mm Z 27288mm,X 95300mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1782756,SCTN,X 95950mm Y 10500mm Z 27288mm,X 95950mm Y 10500mm Z 27288mm,X 95950mm Y 9500mm Z 27288mm,ANG_50x50x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1783511,SCTN,X 89300mm Y 10500mm Z 27036mm,X 89300mm Y 10500mm Z 27036mm,X 89300mm Y 11020mm Z 27036mm,ANG_75x75x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1783513,SCTN,X 89300mm Y 10500mm Z 27036mm,X 89300mm Y 10500mm Z 27036mm,X 89300mm Y 10500mm Z 27278mm,ANG_75x75x6,=30137/1781893,   0.000   1.000   0.000,SUPP,
 =30137/1783520,SCTN,X 83750mm Y 10500mm Z 27036mm,X 83750mm Y 10500mm Z 27036mm,X 83750mm Y 10990mm Z 27036mm,ANG_75x75x6,=30137/1781893,  -1.000   0.000   0.000,SUPP,
 =30137/1783522,SCTN,X 83750mm Y 10500mm Z 27036mm,X 83750mm Y 10500mm Z 27036mm,X 83750mm Y 10500mm Z 27278mm,ANG_75x75x6,=30137/1781893,   0.000   1.000   0.000,SUPP,
 =30137/1783527,SCTN,X 93550mm Y 10500mm Z 27036mm,X 93550mm Y 10500mm Z 27036mm,X 93550mm Y 10990mm Z 27036mm,ANG_75x75x6,=38329/1347931,  -1.000   0.000   0.000,SUPP,
 =30137/1783529,SCTN,X 93550mm Y 10500mm Z 27036mm,X 93550mm Y 10500mm Z 27036mm,X 93550mm Y 10500mm Z 27278mm,ANG_75x75x6,=38329/1347931,   0.000   1.000   0.000,SUPP,
 =30137/1783540,SCTN,X 80220mm Y 10590mm Z 26926mm,X 80220mm Y 10590mm Z 26926mm,X 80220mm Y 10590mm Z 27068mm,ANG_100x100x10,=21945/2303654,   0.000  -1.000   0.000,SUPP,
 =30137/1783603,SCTN,X 80220mm Y 8454mm Z 26817mm,X 80220mm Y 8454mm Z 26817mm,X 79870mm Y 8454mm Z 26817mm,ANG_50x50x6,=30137/1574212,   0.000   1.000   0.000,SUPP,
 =30137/1783612,SCTN,X 80220mm Y 7854mm Z 26817mm,X 80220mm Y 7854mm Z 26817mm,X 79870mm Y 7854mm Z 26817mm,ANG_50x50x6,=30137/1574212,   0.000   1.000   0.000,SUPP,
 =30137/1783621,SCTN,X 80220mm Y 7254mm Z 26817mm,X 80220mm Y 7254mm Z 26817mm,X 79870mm Y 7254mm Z 26817mm,ANG_50x50x6,=30137/1574212,   0.000   1.000   0.000,SUPP,
 =30137/1783641,SCTN,X 80220mm Y 6654mm Z 26817mm,X 80220mm Y 6654mm Z 26817mm,X 79870mm Y 6654mm Z 26817mm,ANG_50x50x6,=30137/1783639,   0.000   1.000   0.000,SUPP,
 =30137/1783650,SCTN,X 80220mm Y 6204mm Z 26817mm,X 80220mm Y 6204mm Z 26817mm,X 79870mm Y 6204mm Z 26817mm,ANG_50x50x6,=30137/1783639,   0.000   1.000   0.000,SUPP,
 =30137/1783677,SCTN,X 80220mm Y 6120mm Z 26817mm,X 80220mm Y 6120mm Z 26817mm,X 80220mm Y 6796mm Z 26817mm,ANG_100x100x10,=30137/1783639,   1.000   0.000   0.000,SUPP,
 =30137/1783679,SCTN,X 79870mm Y 6120mm Z 26817mm,X 79870mm Y 6120mm Z 26817mm,X 79870mm Y 6796mm Z 26817mm,ANG_100x100x10,=30137/1783639,   0.000   0.000  -1.000,SUPP,
 =30137/1783691,SCTN,X 80220mm Y 5620mm Z 26817mm,X 80220mm Y 5620mm Z 26817mm,X 79870mm Y 5620mm Z 26817mm,ANG_50x50x6,=30137/1783689,   0.000   1.000   0.000,SUPP,
 =30137/1783709,SCTN,X 80220mm Y 4350mm Z 26817mm,X 80220mm Y 4350mm Z 26817mm,X 80220mm Y 5720mm Z 26817mm,ANG_100x100x10,=30137/1783689,   1.000   0.000   0.000,SUPP,
 =30137/1783712,SCTN,X 79870mm Y 4350mm Z 26817mm,X 79870mm Y 4350mm Z 26817mm,X 79870mm Y 5720mm Z 26817mm,ANG_100x100x10,=30137/1783689,   0.000   0.000  -1.000,SUPP,
 =30137/1783726,SCTN,X 80220mm Y 5020mm Z 26817mm,X 80220mm Y 5020mm Z 26817mm,X 79870mm Y 5020mm Z 26817mm,ANG_50x50x6,=30137/1783689,   0.000   1.000   0.000,SUPP,
 =30137/1783735,SCTN,X 80220mm Y 4420mm Z 26817mm,X 80220mm Y 4420mm Z 26817mm,X 79870mm Y 4420mm Z 26817mm,ANG_50x50x6,=30137/1783689,   0.000   1.000   0.000,SUPP,
 =30137/1783775,SCTN,X 80220mm Y 3370mm Z 26817mm,X 80220mm Y 3370mm Z 26817mm,X 79870mm Y 3370mm Z 26817mm,ANG_50x50x6,=30137/1574479,   0.000   1.000   0.000,SUPP,
 =30137/1783783,SCTN,X 80220mm Y 2920mm Z 26817mm,X 80220mm Y 2920mm Z 26817mm,X 79870mm Y 2920mm Z 26817mm,ANG_50x50x6,=30137/1574479,   0.000   1.000   0.000,SUPP,
 =30137/1783791,SCTN,X 79870mm Y 3013mm Z 26581mm,X 79870mm Y 3013mm Z 26581mm,X 79870mm Y 3013mm Z 26807mm,ANG_50x50x6,=30137/1574479,   1.000   0.000   0.000,SUPP,
 =30137/1783854,SCTN,X 79615mm Y 10590mm Z 26988mm,X 79615mm Y 10590mm Z 26988mm,X 79725mm Y 10590mm Z 26988mm,ANG_40x40x5,=21945/2303654,   0.000  -1.000   0.000,SUPP,
 =30137/1783855,SCTN,X 79615mm Y 10590mm Z 26988mm,X 79615mm Y 10590mm Z 26988mm,X 79615mm Y 10590mm Z 26926mm,ANG_40x40x5,=21945/2303654,   1.000   0.000   0.000,SUPP,
 =30137/1783955,SCTN,X 87368mm Y 5935mm Z 27176mm,X 87368mm Y 5935mm Z 27176mm,X 87368mm Y 5935mm Z 27306mm,ANG_100x100x13,=21945/2106876,   0.000   1.000   0.000,SUPP,
 =30137/1783973,SCTN,X 92030mm Y 8125mm Z 27176mm,X 92030mm Y 8125mm Z 27176mm,X 91900mm Y 8125mm Z 27176mm,ANG_100x100x13,=30137/1502465,   0.000   1.000   0.000,SUPP,
 =30137/1783984,SCTN,X 92030mm Y 6015mm Z 27176mm,X 92030mm Y 6015mm Z 27176mm,X 91900mm Y 6015mm Z 27176mm,ANG_100x100x13,=30137/1502465,   0.000   0.000  -1.000,SUPP,
 =30137/1784002,SCTN,X 95288mm Y 7815mm Z 27176mm,X 95288mm Y 7815mm Z 27176mm,X 94974mm Y 7815mm Z 27176mm,ANG_100x100x13,=21945/2227473,   0.000   1.000   0.000,SUPP,
 =30137/1784013,SCTN,X 95288mm Y 8125mm Z 27176mm,X 95288mm Y 8125mm Z 27176mm,X 94974mm Y 8125mm Z 27176mm,ANG_100x100x13,=21945/2227473,   0.000   1.000   0.000,SUPP,
 =30137/1784023,SCTN,X 95288mm Y 6015mm Z 27176mm,X 95288mm Y 6015mm Z 27176mm,X 94974mm Y 6015mm Z 27176mm,ANG_100x100x13,=21945/2227473,   0.000   0.000  -1.000,SUPP,
 =30137/1787104,SCTN,X 85046mm Y 5400mm Z 26011mm,X 85046mm Y 5400mm Z 26011mm,X 84800mm Y 5400mm Z 26011mm,ANG_40x40x5,=46521/662456,   0.000  -1.000   0.000,SUPP,
 =30137/1787111,SCTN,X 85046mm Y 7050mm Z 26011mm,X 85046mm Y 7050mm Z 26011mm,X 84800mm Y 7050mm Z 26011mm,ANG_40x40x5,=46521/662456,   0.000  -1.000   0.000,SUPP,
 =30137/1787117,SCTN,X 85046mm Y 9100mm Z 26011mm,X 85046mm Y 9100mm Z 26011mm,X 84800mm Y 9100mm Z 26011mm,ANG_40x40x5,=46521/662456,   0.000  -1.000   0.000,SUPP,
 =30137/1787123,SCTN,X 85046mm Y 10400mm Z 26011mm,X 85046mm Y 10400mm Z 26011mm,X 84800mm Y 10400mm Z 26011mm,ANG_40x40x5,=46521/662456,   0.000  -1.000   0.000,SUPP,
 =30137/1787137,SCTN,X 85048mm Y 10590mm Z 25163mm,X 85048mm Y 10590mm Z 25163mm,X 85048mm Y 10970mm Z 25163mm,ANG_90x90x10,=46521/662456,   0.000   0.000  -1.000,SUPP,
