name,type,pos,apos,lpos,bran,outDia,thick,normal,interPos,p3Pos,outDia2,thick2,rest,mass,wvol,remark,Ispec,material
 =30137/1702776,TUBI,X 115078mm Y -6610mm Z 31614mm,X 115078mm Y -6610mm Z 31078mm,X 115078mm Y -6610mm Z 32150mm,X7-512-25A_005/B2,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,2.7107,115061+-6626.7+31078.1+115094.4+-6593.3+32150.4,,,A312_TP304L
 =21945/2687537,UBOLT,X 115078mm Y -6610mm Z 31182mm,X 115078mm Y -6610mm Z 31182mm,X 115078mm Y -6610mm Z 31182mm,X7-512-25A_005/B2,0,0,   1.000   0.000   0.000,,,0,0,1,0.4823,115023.4+-6669.5+31162+115106.5+-6550.5+31202,,,
 =21945/2687538,UBOLT,X 115078mm Y -6610mm Z 32032mm,X 115078mm Y -6610mm Z 32032mm,X 115078mm Y -6610mm Z 32032mm,X7-512-25A_005/B2,0,0,   1.000   0.000   0.000,,,0,0,1,0.4823,115023.4+-6669.5+32012+115106.5+-6550.5+32052,,,
 =21945/819606,ELBO,X 115078mm Y -6610mm Z 32188mm,X 115078mm Y -6572mm Z 32188mm,X 115078mm Y -6610mm Z 32150mm,X7-512-25A_005/B2,33.4,3.38,   1.000   0.000   0.000,X 115078mm Y -6599mm Z 32177mm,,0,0,,0.15,115060.9+-6626.8+32150.4+115094.5+-6571.9+32205.2,,,A312_TP304L
 =30137/1702778,TUBI,X 115078mm Y -6491mm Z 32188mm,X 115078mm Y -6572mm Z 32188mm,X 115078mm Y -6410mm Z 32188mm,X7-512-25A_005/B2,33.4,3.38,   0.000   0.000   1.000,,,0,0,,0.4096,115061+-6571.9+32171.8+115094.4+-6409.9+32205.2,,,A312_TP304L
 =30137/277559,FLAN,X 115078mm Y -6355mm Z 32188mm,X 115078mm Y -6410mm Z 32188mm,X 115078mm Y -6355mm Z 32188mm,X7-512-25A_005/B2,33.4,3.38,   0.000   0.000   1.000,,,0,0,,1.04,115023.7+-6409.9+32134.5+115131.7+-6354.5+32242.4,,,A312_TP304L
 =30137/1702802,TUBI,X 111991mm Y -6250mm Z 31003mm,X 111913mm Y -6250mm Z 30925mm,X 112069mm Y -6250mm Z 31081mm,XA-103-350A_001/B2,355.6,4.78,  -0.707   0.000   0.707,,,0,0,,9.216,111730.3+-6507.8+30743+112250.8+-5992.2+31263.5,,80,A312_TP304L
 =21945/795352,TUBI,X 112220mm Y -6250mm Z 31233mm,X 112069mm Y -6250mm Z 31081mm,X 112372mm Y -6250mm Z 31384mm,XA-103-350A_001/B2,355.6,4.78,  -0.707   0.000   0.707,,,0,0,,17.903,111886.3+-6507.8+30899+112553.9+-5992.2+31566.6,,80,A312_TP304L
 =30137/313728,ELBO,X 112528mm Y -6250mm Z 31541mm,X 112372mm Y -6250mm Z 31384mm,X 112749mm Y -6250mm Z 31541mm,XA-103-350A_001/B2,355.6,4.78,   0.000   1.000   0.000,X 112436mm Y -6250mm Z 31438mm+X 112507mm Y -6250mm Z 31482mm+X 112584mm Y -6250mm Z 31514mm+X 112666mm Y -6250mm Z 31534mm,,0,0,,17.57,112189.3+-6507.8+31202+112748.7+-5992.2+31798.3,,80,A312_TP304L
 =30137/1702803,TUBI,X 113343mm Y -6250mm Z 31541mm,X 112749mm Y -6250mm Z 31541mm,X 113938mm Y -6250mm Z 31540mm,XA-103-350A_001/B2,355.6,4.78,   0.000   0.000   1.000,,,0,0,,49.684,112748.7+-6507.8+31282.7+113938+-5992.2+31798.3,,80,A312_TP304L
 =21945/2587586,UBOLT,X 113545mm Y -6250mm Z 31541mm,X 113545mm Y -6250mm Z 31541mm,X 113545mm Y -6250mm Z 31541mm,XA-103-350A_001/B2,0,0,   0.000   0.000   1.000,,,0,0,23,7.6198,113482.5+-6445+31263.5+113607.5+-6055+31819.5,BOX,80,
 =21945/2178943,FLAN,X 114065mm Y -6250mm Z 31540mm,X 113938mm Y -6250mm Z 31540mm,X 114065mm Y -6250mm Z 31540mm,XA-103-350A_001/B2,355.6,4.78,   0.000   0.000   1.000,,,0,0,,51.75,113938+-6596.7+31193.8+114065+-5903.3+31887.2,,80,A312_TP304L
 =87481/685,FLAN,X 110800mm Y -630mm Z 30751mm,X 110800mm Y -637mm Z 30751mm,X 110800mm Y -630mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,2.6,110712.5+-648.3+30663.9+110887.5+-630+30838.9,,,STEEL
 =87481/685,TUBI,X 110800mm Y -3630mm Z 30751mm,X 110800mm Y -637mm Z 30751mm,X 110800mm Y -6623mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,54.592,110761.9+-6623+30713.3+110838.2+-637+30789.6,,,STEEL
 =21945/2433285,UBOLT,X 110800mm Y -1162mm Z 30751mm,X 110800mm Y -1162mm Z 30751mm,X 110800mm Y -1162mm Z 30751mm,UL-588-65A_014/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.193,110744.5+-1172+30686.8+110855.5+-1153+30803.4,,,
 =21945/2431752,UBOLT,X 110800mm Y -2842mm Z 30751mm,X 110800mm Y -2842mm Z 30751mm,X 110800mm Y -2842mm Z 30751mm,UL-588-65A_014/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.193,110744.5+-2852+30686.8+110855.5+-2833+30803.4,,,
 =21945/2431402,UBOLT,X 110800mm Y -4842mm Z 30751mm,X 110800mm Y -4842mm Z 30751mm,X 110800mm Y -4842mm Z 30751mm,UL-588-65A_014/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.193,110744.5+-4852+30686.8+110855.5+-4833+30803.4,,,
 =21945/2582686,FLAN,X 110800mm Y -6630mm Z 30751mm,X 110800mm Y -6623mm Z 30751mm,X 110800mm Y -6630mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,2.6,110712.5+-6630+30663.9+110887.5+-6611.8+30838.9,,,STEEL
 =21945/2582690,FLAN,X 110800mm Y -6632mm Z 30751mm,X 110800mm Y -6638mm Z 30751mm,X 110800mm Y -6632mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,2.6,110712.5+-6649.8+30663.9+110887.5+-6631.5+30838.9,,,STEEL
 =21945/2582690,TUBI,X 110800mm Y -6813mm Z 30751mm,X 110800mm Y -6638mm Z 30751mm,X 110800mm Y -6988mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,3.1908,110761.9+-6988.4+30713.3+110838.2+-6638.5+30789.6,,,STEEL
 =21945/2431181,UBOLT,X 110800mm Y -6842mm Z 30751mm,X 110800mm Y -6842mm Z 30751mm,X 110800mm Y -6842mm Z 30751mm,UL-588-65A_014/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.193,110744.5+-6852+30686.8+110855.5+-6833+30803.4,,,
 =21945/1727190,BEND,X 110800mm Y -7050mm Z 30751mm,X 110800mm Y -6988mm Z 30751mm,X 110769mm Y -7103mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000  -1.000,X 110797mm Y -7028mm Z 30751mm+X 110786mm Y -7067mm Z 30751mm,,0,0,,1.0983,110736.1+-7122.4+30713.3+110838.2+-6988.4+30789.6,,,STEEL
 =21945/1727190,TUBI,X 110702mm Y -7219mm Z 30751mm,X 110769mm Y -7103mm Z 30751mm,X 110636mm Y -7334mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,  -0.866   0.500   0.000,,,0,0,,2.4328,110602.8+-7353.5+30713.3+110802.2+-7084.3+30789.6,,,STEEL
 =21945/1727869,BEND,X 110605mm Y -7388mm Z 30751mm,X 110636mm Y -7334mm Z 30751mm,X 110605mm Y -7449mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,X 110619mm Y -7370mm Z 30751mm+X 110609mm Y -7409mm Z 30751mm,,0,0,,1.0983,110566.8+-7449.4+30713.3+110668.9+-7315.3+30789.6,,,STEEL
 =21945/1727869,TUBI,X 110605mm Y -7689mm Z 30751mm,X 110605mm Y -7449mm Z 30751mm,X 110605mm Y -7928mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   1.000   0.000   0.000,,,0,0,,4.365,110566.8+-7928+30713.3+110643.2+-7449.4+30789.6,,,STEEL
 =21945/79616,FLAN,X 110605mm Y -7935mm Z 30751mm,X 110605mm Y -7928mm Z 30751mm,X 110605mm Y -7935mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,2.6,110517.5+-7935+30663.9+110692.5+-7916.7+30838.9,,,STEEL
 =21945/195592,VALV,X 110605mm Y -8071mm Z 30751mm,X 110605mm Y -7936mm Z 30751mm,X 110605mm Y -8206mm Z 30751mm,UL-588-65A_014/B1,0,0,,,,0,0,,28.7,110475+-8206.5+30646.4+110735+-7936.5+31211.4,,,
 =21945/1716400,INST,X 110605mm Y -8208mm Z 30751mm,X 110605mm Y -8208mm Z 30751mm,X 110605mm Y -8218mm Z 30751mm,UL-588-65A_014/B1,0,0,,,,0,0,,0.73,110544.5+-8218+30690.9+110665.5+-8208+30853.9,,,STEEL
 =21945/195594,FLAN,X 110605mm Y -8219mm Z 30751mm,X 110605mm Y -8226mm Z 30751mm,X 110605mm Y -8219mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,2.6,110517.5+-8237.7+30663.9+110692.5+-8219.5+30838.9,,,STEEL
 =21945/195594,TUBI,X 110605mm Y -8406mm Z 30751mm,X 110605mm Y -8226mm Z 30751mm,X 110605mm Y -8586mm Z 30751mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,3.2832,110566.9+-8586.5+30713.3+110643.2+-8226.5+30789.6,,,STEEL
 =21945/2403278,UBOLT,X 110605mm Y -8438mm Z 30751mm,X 110605mm Y -8438mm Z 30751mm,X 110605mm Y -8438mm Z 30751mm,UL-588-65A_014/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.193,110549.5+-8447+30686.8+110660.5+-8428+30803.4,,,
 =21945/1727870,ELBO,X 110605mm Y -8650mm Z 30751mm,X 110605mm Y -8586mm Z 30751mm,X 110605mm Y -8650mm Z 30688mm,UL-588-65A_014/B1,76.3,5.2,   1.000   0.000   0.000,X 110605mm Y -8618mm Z 30742mm+X 110605mm Y -8641mm Z 30719mm,,0,0,,0.91,110566.9+-8688.2+30688+110643.2+-8586.5+30789.6,,,STEEL
 =21945/1727870,TUBI,X 110605mm Y -8650mm Z 30494mm,X 110605mm Y -8650mm Z 30688mm,X 110605mm Y -8650mm Z 30300mm,UL-588-65A_014/B1,76.3,5.2,   0.000   1.000   0.000,,,0,0,,3.5381,110566.9+-8688.2+30300+110643.2+-8611.9+30688,,,STEEL
 =21945/1727872,BEND,X 110605mm Y -8650mm Z 30070mm,X 110605mm Y -8650mm Z 30300mm,X 110605mm Y -8880mm Z 30070mm,UL-588-65A_014/B1,76.3,5.2,  -1.000   0.000   0.000,X 110605mm Y -8681mm Z 30185mm+X 110605mm Y -8765mm Z 30101mm,,0,0,,3.2949,110566.9+-8880+30031.9+110643.2+-8611.9+30300,,,STEEL
 =21945/1727872,TUBI,X 110605mm Y -9801mm Z 30070mm,X 110605mm Y -8880mm Z 30070mm,X 110605mm Y -10722mm Z 30070mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,16.794,110566.9+-10721.5+30031.9+110643.2+-8880+30108.2,,,STEEL
 =21945/2563270,UBOLT,X 110605mm Y -9615mm Z 30070mm,X 110605mm Y -9615mm Z 30070mm,X 110605mm Y -9615mm Z 30070mm,UL-588-65A_014/B1,0,0,   0.000   0.000  -1.000,,,0,0,13,0.2526,110549.5+-9624.5+30018+110660.5+-9605.5+30134.6,,,
 =21945/2449743,UBOLT,X 110605mm Y -10240mm Z 30070mm,X 110605mm Y -10240mm Z 30070mm,X 110605mm Y -10240mm Z 30070mm,UL-588-65A_014/B1,0,0,   0.000   0.000   1.000,,,0,0,13,0.193,110549.5+-10249.5+30005.4+110660.5+-10230.5+30122,,,
 =87481/1057,FLAN,X 110605mm Y -10728mm Z 30070mm,X 110605mm Y -10722mm Z 30070mm,X 110605mm Y -10728mm Z 30070mm,UL-588-65A_014/B1,76.3,5.2,   0.000   0.000   1.000,,,0,0,,2.6,110517.5+-10728.5+29982.5+110692.5+-10710.3+30157.5,,,STEEL
 =30137/1702806,TUBI,X 111973mm Y -7685mm Z 30728mm,X 111920mm Y -7685mm Z 30728mm,X 112027mm Y -7685mm Z 30728mm,XA-103-25A_001/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,0.2707,111919.8+-7781.7+30631+112026.9+-7588.3+30824.4,,80,A312_TP304L
 =21945/2567978,ELBO,X 112065mm Y -7685mm Z 30728mm,X 112065mm Y -7685mm Z 30766mm,X 112027mm Y -7685mm Z 30728mm,XA-103-25A_001/B1,33.4,3.38,   0.000   1.000   0.000,X 112054mm Y -7685mm Z 30739mm,,0,0,,0.15,111968.2+-7781.8+30630.9+112161.8+-7588.2+30824.5,,80,A312_TP304L
 =30137/1702807,TUBI,X 112065mm Y -7685mm Z 30819mm,X 112065mm Y -7685mm Z 30766mm,X 112065mm Y -7685mm Z 30872mm,XA-103-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,0.2693,111968.3+-7781.7+30765.8+112161.7+-7588.3+30872.3,,80,A312_TP304L
 =38329/60906,FLAN,X 112065mm Y -7685mm Z 30928mm,X 112065mm Y -7685mm Z 30872mm,X 112065mm Y -7685mm Z 30928mm,XA-103-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.04,111931+-7819+30872.3+112199+-7551+30927.7,,80,A312_TP304L
 =21945/2519295,FLAN,X 112065mm Y -7685mm Z 30932mm,X 112065mm Y -7685mm Z 30932mm,X 112065mm Y -7685mm Z 30988mm,XA-103-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.02,112011+-7739+30932.2+112119+-7631+30988.3,,,STEEL
 =30137/1702832,TUBI,X 114673mm Y -7685mm Z 30728mm,X 114620mm Y -7685mm Z 30728mm,X 114727mm Y -7685mm Z 30728mm,XA-103-25A_002/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,0.2707,114619.8+-7781.7+30631+114726.9+-7588.3+30824.4,,80,A312_TP304L
 =21945/2567974,ELBO,X 114765mm Y -7685mm Z 30728mm,X 114765mm Y -7685mm Z 30766mm,X 114727mm Y -7685mm Z 30728mm,XA-103-25A_002/B1,33.4,3.38,   0.000   1.000   0.000,X 114754mm Y -7685mm Z 30739mm,,0,0,,0.15,114668.2+-7781.8+30630.9+114861.8+-7588.2+30824.5,,80,A312_TP304L
 =30137/1702833,TUBI,X 114765mm Y -7685mm Z 30819mm,X 114765mm Y -7685mm Z 30766mm,X 114765mm Y -7685mm Z 30872mm,XA-103-25A_002/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,0.2693,114668.3+-7781.7+30765.8+114861.7+-7588.3+30872.3,,80,A312_TP304L
 =38329/60913,FLAN,X 114765mm Y -7685mm Z 30928mm,X 114765mm Y -7685mm Z 30872mm,X 114765mm Y -7685mm Z 30928mm,XA-103-25A_002/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.04,114631+-7819+30872.3+114899+-7551+30927.7,,80,A312_TP304L
 =21945/2519290,FLAN,X 114765mm Y -7685mm Z 30932mm,X 114765mm Y -7685mm Z 30932mm,X 114765mm Y -7685mm Z 30988mm,XA-103-25A_002/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.02,114711+-7739+30932.2+114819+-7631+30988.3,,,STEEL
 =30137/1702857,TUBI,X 115823mm Y -7685mm Z 30728mm,X 115770mm Y -7685mm Z 30728mm,X 115877mm Y -7685mm Z 30728mm,XA-103-25A_004/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,0.2707,115769.8+-7741.7+30671+115876.9+-7628.3+30784.4,,40,A312_TP304L
 =21945/2567970,ELBO,X 115915mm Y -7685mm Z 30728mm,X 115915mm Y -7685mm Z 30766mm,X 115877mm Y -7685mm Z 30728mm,XA-103-25A_004/B1,33.4,3.38,   0.000   1.000   0.000,X 115904mm Y -7685mm Z 30739mm,,0,0,,0.15,115858.2+-7741.8+30670.9+115971.8+-7628.2+30784.5,,40,A312_TP304L
 =30137/1702858,TUBI,X 115915mm Y -7685mm Z 30819mm,X 115915mm Y -7685mm Z 30766mm,X 115915mm Y -7685mm Z 30872mm,XA-103-25A_004/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,0.2693,115858.3+-7741.7+30765.8+115971.7+-7628.3+30872.3,,40,A312_TP304L
 =38329/60916,FLAN,X 115915mm Y -7685mm Z 30928mm,X 115915mm Y -7685mm Z 30872mm,X 115915mm Y -7685mm Z 30928mm,XA-103-25A_004/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.04,115821+-7779+30872.3+116009+-7591+30927.7,,40,A312_TP304L
 =21945/2519285,FLAN,X 115915mm Y -7685mm Z 30932mm,X 115915mm Y -7685mm Z 30932mm,X 115915mm Y -7685mm Z 30988mm,XA-103-25A_004/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.02,115861+-7739+30932.2+115969+-7631+30988.3,,,STEEL
 =30137/1702883,TUBI,X 112465mm Y -7685mm Z 30821mm,X 112465mm Y -7685mm Z 30796mm,X 112465mm Y -7685mm Z 30847mm,XG-212-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,0.1279,112408.3+-7741.7+30796+112521.7+-7628.3+30846.6,,40,A312_TP304L
 =38329/60919,FLAN,X 112465mm Y -7685mm Z 30902mm,X 112465mm Y -7685mm Z 30847mm,X 112465mm Y -7685mm Z 30902mm,XG-212-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.04,112371+-7779+30846.6+112559+-7591+30901.9,,40,A312_TP304L
 =38329/60922,TUBI,X 113190mm Y -7685mm Z 30821mm,X 113190mm Y -7685mm Z 30796mm,X 113190mm Y -7685mm Z 30847mm,XG-211-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,0.1279,113133.3+-7741.7+30796+113246.7+-7628.3+30846.6,,40,A312_TP304L
 =38329/60923,FLAN,X 113190mm Y -7685mm Z 30902mm,X 113190mm Y -7685mm Z 30847mm,X 113190mm Y -7685mm Z 30902mm,XG-211-25A_001/B1,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,1.04,113096+-7779+30846.6+113284+-7591+30901.9,,40,A312_TP304L
 =54713/110077,FLAN,X 111220mm Y -7793mm Z 31431mm,X 111220mm Y -7738mm Z 31431mm,X 111220mm Y -7793mm Z 31431mm,X7-511-25A_008/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,1.04,111166+-7793.5+31376.6+111274+-7738.1+31484.5,,,A312_TP304L
 =54713/110076,ELBO,X 111220mm Y -7700mm Z 31431mm,X 111220mm Y -7700mm Z 31392mm,X 111220mm Y -7738mm Z 31431mm,X7-511-25A_008/B1,33.4,3.38,   1.000   0.000   0.000,X 111220mm Y -7711mm Z 31419mm,,0,0,,0.15,111203.2+-7738.1+31392.5+111236.8+-7683.2+31447.3,,,A312_TP304L
 =30137/1702760,TUBI,X 111220mm Y -7700mm Z 31085mm,X 111220mm Y -7700mm Z 31392mm,X 111220mm Y -7700mm Z 30778mm,X7-511-25A_008/B1,33.4,3.38,   0.000   1.000   0.000,,,0,0,,1.5531,111203.3+-7716.7+30778.1+111236.7+-7683.3+31392.5,,,A312_TP304L
 =21945/2687589,UBOLT,X 111220mm Y -7700mm Z 31126mm,X 111220mm Y -7700mm Z 31126mm,X 111220mm Y -7700mm Z 31126mm,X7-511-25A_008/B1,0,0,   0.000  -1.000   0.000,,,0,0,2,0.3512,111181+-7730.1+31106+111259+-7643.7+31146,,,
 =21945/819882,ELBO,X 111220mm Y -7700mm Z 30740mm,X 111220mm Y -7700mm Z 30778mm,X 111220mm Y -7662mm Z 30740mm,X7-511-25A_008/B1,33.4,3.38,   1.000   0.000   0.000,X 111220mm Y -7689mm Z 30751mm,,0,0,,0.15,111203.2+-7716.8+30723.2+111236.8+-7661.9+30778.1,,,A312_TP304L
 =30137/1702761,TUBI,X 111220mm Y -7344mm Z 30740mm,X 111220mm Y -7662mm Z 30740mm,X 111220mm Y -7027mm Z 30740mm,X7-511-25A_008/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,1.605,111203.3+-7661.9+30723.3+111236.7+-7027+30756.7,,,A312_TP304L
 =21945/2582715,TUBI,X 111220mm Y -4025mm Z 30740mm,X 111220mm Y -7025mm Z 30740mm,X 111220mm Y -1025mm Z 30740mm,X7-511-25A_008/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,15.168,111203.3+-7025+30723.3+111236.7+-1025+30756.7,,,A312_TP304L
 =21945/2687536,UBOLT,X 111220mm Y -6842mm Z 30740mm,X 111220mm Y -6842mm Z 30740mm,X 111220mm Y -6842mm Z 30740mm,X7-511-25A_008/B1,0,0,   0.000   0.000   1.000,,,0,0,3,0.3512,111181+-6862.5+30683.7+111259+-6822.5+30770.1,,,
 =21945/2687534,UBOLT,X 111220mm Y -4842mm Z 30740mm,X 111220mm Y -4842mm Z 30740mm,X 111220mm Y -4842mm Z 30740mm,X7-511-25A_008/B1,0,0,   0.000   0.000   1.000,,,0,0,3,0.3512,111181+-4862.5+30683.7+111259+-4822.5+30770.1,,,
 =21945/2687526,UBOLT,X 111220mm Y -2842mm Z 30740mm,X 111220mm Y -2842mm Z 30740mm,X 111220mm Y -2842mm Z 30740mm,X7-511-25A_008/B1,0,0,   0.000   0.000   1.000,,,0,0,3,0.3512,111181+-2862.5+30683.7+111259+-2822.5+30770.1,,,
 =21945/2687505,UBOLT,X 111220mm Y -1162mm Z 30740mm,X 111220mm Y -1162mm Z 30740mm,X 111220mm Y -1162mm Z 30740mm,X7-511-25A_008/B1,0,0,   0.000   0.000   1.000,,,0,0,3,0.3512,111181+-1182.5+30683.7+111259+-1142.5+30770.1,,,
 =21945/822793,TUBI,X 111220mm Y -825mm Z 30740mm,X 111220mm Y -1025mm Z 30740mm,X 111220mm Y -625mm Z 30740mm,X7-511-25A_008/B1,33.4,3.38,   0.000   0.000   1.000,,,0,0,,1.0112,111203.3+-1025+30723.3+111236.7+-625+30756.7,,,A312_TP304L
 =30137/1702781,TUBI,X 110860mm Y -7700mm Z 30991mm,X 110778mm Y -7700mm Z 30991mm,X 110942mm Y -7700mm Z 30991mm,X7-512-25A_005/B3,33.4,3.38,   0.000   0.000   1.000,,,0,0,,0.4141,110778.1+-7716.7+30974.1+110941.9+-7683.3+31007.5,,,A312_TP304L
 =21945/819850,ELBO,X 110980mm Y -7700mm Z 30991mm,X 110980mm Y -7700mm Z 31029mm,X 110942mm Y -7700mm Z 30991mm,X7-512-25A_005/B3,33.4,3.38,   0.000   1.000   0.000,X 110969mm Y -7700mm Z 31002mm,,0,0,,0.15,110941.9+-7716.8+30974.1+110996.8+-7683.2+31028.9,,,A312_TP304L
 =30137/1702782,TUBI,X 110980mm Y -7700mm Z 31211mm,X 110980mm Y -7700mm Z 31029mm,X 110980mm Y -7700mm Z 31392mm,X7-512-25A_005/B3,33.4,3.38,   0.000  -1.000   0.000,,,0,0,,0.9189,110963.3+-7716.7+31028.9+110996.7+-7683.3+31392.5,,,A312_TP304L
 =21945/2687588,UBOLT,X 110980mm Y -7700mm Z 31126mm,X 110980mm Y -7700mm Z 31126mm,X 110980mm Y -7700mm Z 31126mm,X7-512-25A_005/B3,0,0,   0.000  -1.000   0.000,,,0,0,2,0.3512,110941+-7730.1+31106+111019+-7643.7+31146,,,
 =54713/110511,ELBO,X 110980mm Y -7700mm Z 31431mm,X 110980mm Y -7700mm Z 31392mm,X 110980mm Y -7738mm Z 31431mm,X7-512-25A_005/B3,33.4,3.38,   1.000   0.000   0.000,X 110980mm Y -7711mm Z 31419mm,,0,0,,0.15,110963.2+-7738.1+31392.5+110996.8+-7683.2+31447.3,,,A312_TP304L
 =54713/110512,FLAN,X 110980mm Y -7793mm Z 31431mm,X 110980mm Y -7738mm Z 31431mm,X 110980mm Y -7793mm Z 31431mm,X7-512-25A_005/B3,33.4,3.38,   0.000   0.000   1.000,,,0,0,,1.04,110926+-7793.5+31376.6+111034+-7738.1+31484.5,,,A312_TP304L
 =71097/8538,ELBO,X 115565mm Y -6250mm Z 31540mm,X 115032mm Y -6250mm Z 31540mm,X 115565mm Y -6250mm Z 31007mm,XA-103-350A_004/B2,355.6,4.78,   0.000   1.000   0.000,X 115197mm Y -6250mm Z 31514mm+X 115346mm Y -6250mm Z 31438mm+X 115464mm Y -6250mm Z 31320mm+X 115539mm Y -6250mm Z 31171mm,,0,0,,34.6,115031.6+-6507.8+31007.1+115822.8+-5992.2+31798.3,,80,A312_TP304L
 =30137/1702855,TUBI,X 114811mm Y -6250mm Z 31540mm,X 115032mm Y -6250mm Z 31540mm,X 114590mm Y -6250mm Z 31540mm,XA-103-350A_004/B2,355.6,4.78,   0.000   0.000   1.000,,,0,0,,18.449,114590+-6507.8+31282.7+115031.6+-5992.2+31798.3,,80,A312_TP304L
 =21945/820157,OLET,X 114590mm Y -6250mm Z 31540mm,X 114590mm Y -6250mm Z 31540mm,X 114590mm Y -6250mm Z 31745mm,XA-103-350A_004/B2,355.6,9.53,  -1.000   0.000   0.000,,,33.4,3.38,,0.23,114563+-6277+31718.3+114617+-6223+31745.3,,80,A312_TP304L
 =21945/820157,TUBI,X 114439mm Y -6250mm Z 31540mm,X 114590mm Y -6250mm Z 31540mm,X 114289mm Y -6250mm Z 31540mm,XA-103-350A_004/B2,355.6,4.78,   0.000   0.000   1.000,,,0,0,,12.596,114288.5+-6507.8+31282.7+114590+-5992.2+31798.3,,80,A312_TP304L
 =71097/8545,FLAN,X 114162mm Y -6250mm Z 31540mm,X 114289mm Y -6250mm Z 31540mm,X 114162mm Y -6250mm Z 31540mm,XA-103-350A_004/B2,355.6,4.78,   0.000   0.000   1.000,,,0,0,,51.75,114161.5+-6596.7+31193.8+114288.5+-5903.3+31887.2,,80,A312_TP304L
 =21945/2606114,ATTA,X 114113mm Y -6250mm Z 31540mm,X 114113mm Y -6250mm Z 31540mm,X 114113mm Y -6250mm Z 31540mm,XA-103-350A_004/B2,0,0,,,,0,0,,6.2685,114026.7+-6555.9+31083.9+114199.8+-5964.1+31504.9,,80,
 =21945/2178940,VALV,X 114111mm Y -6250mm Z 31540mm,X 114157mm Y -6250mm Z 31540mm,X 114065mm Y -6250mm Z 31540mm,XA-103-350A_004/B2,0,0,,,,0,0,,150,113959.5+-6809+31237.5+114560+-5983.5+32594.5,,80,
