name,type,pos,poss,pose,size,stru,ori,division,weld
 =22045/438478,SCTN,X 113545mm Y -7425mm Z 30461mm,X 113545mm Y -7425mm Z 30461mm,X 113545mm Y -7425mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/438485,SCTN,X 114798mm Y -7425mm Z 30461mm,X 114798mm Y -7425mm Z 30461mm,X 114798mm Y -7425mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/440275,SCTN,X 114797mm Y -6875mm Z 30461mm,X 114797mm Y -6875mm Z 30461mm,X 114797mm Y -6875mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/441160,SCTN,X 112310mm Y -6750mm Z 31160mm,X 112310mm Y -6750mm Z 31160mm,X 112310mm Y -7805mm Z 31160mm,ANG_75x75x9,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/441165,SCTN,X 113040mm Y -6750mm Z 31160mm,X 113040mm Y -6750mm Z 31160mm,X 113040mm Y -7550mm Z 31160mm,ANG_75x75x9,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/441166,SCTN,X 113870mm Y -6750mm Z 31160mm,X 113870mm Y -6750mm Z 31160mm,X 113870mm Y -7805mm Z 31160mm,ANG_75x75x9,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/441167,SCTN,X 114885mm Y -6750mm Z 31160mm,X 114885mm Y -6750mm Z 31160mm,X 114885mm Y -7550mm Z 31160mm,ANG_75x75x9,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/720727,SCTN,X 116010mm Y -6750mm Z 31160mm,X 116010mm Y -6750mm Z 31160mm,X 116010mm Y -7550mm Z 31160mm,ANG_75x75x9,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/852142,SCTN,X 112130mm Y -6875mm Z 31141mm,X 112130mm Y -6875mm Z 31141mm,X 112130mm Y -6875mm Z 30461mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/852150,SCTN,X 113545mm Y -6875mm Z 31141mm,X 113545mm Y -6875mm Z 31141mm,X 113545mm Y -6875mm Z 30461mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/1237190,SCTN,X 111125mm Y -7470mm Z 31036mm,X 111125mm Y -7470mm Z 31036mm,X 111125mm Y -7470mm Z 31151mm,ANG_75x75x9,=22045/1237188,   0.000   1.000   0.000,OUTF,
 =22045/1237195_0,GENSEC,X 111102mm Y -7503mm Z 31051mm,X 111102mm Y -7503mm Z 31051mm,X 111102mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237206_0,GENSEC,X 113847mm Y -7503mm Z 31160mm,X 113847mm Y -7503mm Z 31160mm,X 113847mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237221_0,GENSEC,X 114863mm Y -7503mm Z 31160mm,X 114863mm Y -7503mm Z 31160mm,X 114863mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237237_0,GENSEC,X 114863mm Y -6798mm Z 31160mm,X 114863mm Y -6798mm Z 31160mm,X 114863mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237258_0,GENSEC,X 112287mm Y -7503mm Z 31160mm,X 112287mm Y -7503mm Z 31160mm,X 112287mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237279_0,GENSEC,X 113847mm Y -6798mm Z 31160mm,X 113847mm Y -6798mm Z 31160mm,X 113847mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,   1.000   0.000   0.000,,
 =22045/1237292_0,GENSEC,X 112287mm Y -6798mm Z 31160mm,X 112287mm Y -6798mm Z 31160mm,X 112287mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,   1.000   0.000   0.000,,
 =22045/1237299_0,GENSEC,X 111348mm Y -6798mm Z 31160mm,X 111348mm Y -6798mm Z 31160mm,X 111348mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,   1.000   0.000   0.000,,
 =22045/1237315_0,GENSEC,X 115987mm Y -7503mm Z 31160mm,X 115987mm Y -7503mm Z 31160mm,X 115987mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,   1.000   0.000   0.000,,
 =22045/1237330_0,GENSEC,X 110338mm Y -7503mm Z 31160mm,X 110338mm Y -7503mm Z 31160mm,X 110338mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,   1.000   0.000   0.000,,
 =22045/1237345_0,GENSEC,X 110338mm Y -6798mm Z 31160mm,X 110338mm Y -6798mm Z 31160mm,X 110338mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237360_0,GENSEC,X 115987mm Y -6798mm Z 31160mm,X 115987mm Y -6798mm Z 31160mm,X 115987mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1237440_0,GENSEC,X 114861mm Y -6798mm Z 32185mm,X 114861mm Y -6798mm Z 32185mm,X 115979mm Y -6798mm Z 32185mm,TUBE_34x3.25,=22045/1237188,   0.000   0.000  -1.000,,
 =22045/1237444_0,GENSEC,X 110346mm Y -6798mm Z 32185mm,X 110346mm Y -6798mm Z 32185mm,X 113839mm Y -6798mm Z 32185mm,TUBE_34x3.25,=22045/1237188,   0.000   0.000  -1.000,,
 =22045/1237448_0,GENSEC,X 110346mm Y -7503mm Z 32185mm,X 110346mm Y -7503mm Z 32185mm,X 115979mm Y -7503mm Z 32185mm,TUBE_34x3.25,=22045/1237188,   0.000   0.000  -1.000,,
 =22045/1237456_0,GENSEC,X 110346mm Y -7503mm Z 31685mm,X 110346mm Y -7503mm Z 31685mm,X 111094mm Y -7503mm Z 31685mm,RBAR_16,=22045/1237188,   0.000   0.000  -1.000,,
 =22045/1237460_0,GENSEC,X 112295mm Y -7503mm Z 31685mm,X 112295mm Y -7503mm Z 31685mm,X 113859mm Y -7503mm Z 31685mm,RBAR_16,=22045/1237188,   0.000   0.000  -1.000,,
 =22045/1237464_0,GENSEC,X 110346mm Y -6798mm Z 31685mm,X 110346mm Y -6798mm Z 31685mm,X 115979mm Y -6798mm Z 31685mm,RBAR_16,=22045/1237188,   0.000   0.000  -1.000,,
 =22045/1300733_0,GENSEC,X 113017mm Y -7503mm Z 31160mm,X 113017mm Y -7503mm Z 31160mm,X 113017mm Y -7503mm Z 32185mm,FBAR_65x16,=22045/1237188,  -1.000   0.000   0.000,,
 =22045/1300742_0,GENSEC,X 113017mm Y -6798mm Z 31160mm,X 113017mm Y -6798mm Z 31160mm,X 113017mm Y -6798mm Z 32185mm,FBAR_65x16,=22045/1237188,   1.000   0.000   0.000,,
 =22045/1302193,SCTN,X 110134mm Y -7450mm Z 30962mm,X 110134mm Y -7450mm Z 30962mm,X 109464mm Y -7450mm Z 30006mm,ANG_50x50x6,=22045/1302191,   0.000  -1.000   0.000,OUTF,
 =22045/1302194,SCTN,X 110134mm Y -6850mm Z 30962mm,X 110134mm Y -6850mm Z 30962mm,X 109464mm Y -6850mm Z 30006mm,ANG_50x50x6,=22045/1302191,  -0.819   0.000   0.574,OUTF,
 =22045/1302195,SCTN,X 110130mm Y -7450mm Z 31235mm,X 110130mm Y -7450mm Z 31235mm,X 109248mm Y -7450mm Z 29976mm,ANG_50x50x6,=22045/1302191,   0.819   0.000  -0.574,OUTF,
 =22045/1302196,SCTN,X 110130mm Y -6850mm Z 31235mm,X 110130mm Y -6850mm Z 31235mm,X 109248mm Y -6850mm Z 29976mm,ANG_50x50x6,=22045/1302191,   0.000   1.000   0.000,OUTF,
 =22045/1302214,SCTN,X 110119mm Y -7463mm Z 31120mm,X 110119mm Y -7463mm Z 31120mm,X 110315mm Y -7463mm Z 31120mm,BULB_70x10,=22045/1302191,   0.000  -1.000   0.000,OUTF,
 =22045/1302230,SCTN,X 110119mm Y -6837mm Z 31120mm,X 110119mm Y -6837mm Z 31120mm,X 110315mm Y -6837mm Z 31120mm,BULB_70x10,=22045/1302191,   0.000  -1.000   0.000,OUTF,
 =22045/1302263,SCTN,X 109313mm Y -7463mm Z 29804mm,X 109313mm Y -7463mm Z 29804mm,X 109313mm Y -7463mm Z 29963mm,BULB_70x10,=22045/1302191,   0.000   1.000   0.000,OUTF,
 =22045/1302279,SCTN,X 109313mm Y -6837mm Z 29822mm,X 109313mm Y -6837mm Z 29822mm,X 109313mm Y -6837mm Z 29963mm,BULB_70x10,=22045/1302191,   0.000   1.000   0.000,OUTF,
 =22045/1302376_0,GENSEC,X 109298mm Y -7475mm Z 30048mm,X 109298mm Y -7475mm Z 30048mm,X 109298mm Y -7475mm Z 31041mm,TUBE_34x3.25,=22045/1302191,   1.000   0.000   0.000,,
 =22045/1302376_1,GENSEC,X 109298mm Y -7475mm Z 31041mm,X 109298mm Y -7475mm Z 31041mm,X 109565mm Y -7475mm Z 31422mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302376_2,GENSEC,X 109565mm Y -7475mm Z 31422mm,X 109565mm Y -7475mm Z 31422mm,X 110087mm Y -7475mm Z 32185mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302376_3,GENSEC,X 110087mm Y -7475mm Z 32185mm,X 110087mm Y -7475mm Z 32185mm,X 110140mm Y -7475mm Z 32185mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302376_4,GENSEC,X 110140mm Y -7475mm Z 32185mm,X 110140mm Y -7475mm Z 32185mm,X 110240mm Y -7475mm Z 32185mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302376_5,GENSEC,X 110240mm Y -7475mm Z 32185mm,X 110240mm Y -7475mm Z 32185mm,X 110240mm Y -7475mm Z 31235mm,TUBE_34x3.25,=22045/1302191,   1.000   0.000   0.000,,
 =22045/1302385_0,GENSEC,X 109298mm Y -6825mm Z 30048mm,X 109298mm Y -6825mm Z 30048mm,X 109298mm Y -6825mm Z 31041mm,TUBE_34x3.25,=22045/1302191,   1.000   0.000   0.000,,
 =22045/1302385_1,GENSEC,X 109298mm Y -6825mm Z 31041mm,X 109298mm Y -6825mm Z 31041mm,X 109565mm Y -6825mm Z 31422mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302385_2,GENSEC,X 109565mm Y -6825mm Z 31422mm,X 109565mm Y -6825mm Z 31422mm,X 110087mm Y -6825mm Z 32185mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302385_3,GENSEC,X 110087mm Y -6825mm Z 32185mm,X 110087mm Y -6825mm Z 32185mm,X 110140mm Y -6825mm Z 32185mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302385_4,GENSEC,X 110140mm Y -6825mm Z 32185mm,X 110140mm Y -6825mm Z 32185mm,X 110240mm Y -6825mm Z 32185mm,TUBE_34x3.25,=22045/1302191,   0.000   0.000  -1.000,,
 =22045/1302385_5,GENSEC,X 110240mm Y -6825mm Z 32185mm,X 110240mm Y -6825mm Z 32185mm,X 110240mm Y -6825mm Z 31235mm,TUBE_34x3.25,=22045/1302191,   1.000   0.000   0.000,,
 =22045/1302396,SCTN,X 109298mm Y -7475mm Z 30545mm,X 109298mm Y -7475mm Z 30545mm,X 110240mm Y -7475mm Z 31889mm,RBAR_19,=22045/1302191,   0.819   0.000  -0.574,OUTF,
 =22045/1302397,SCTN,X 109298mm Y -6825mm Z 30545mm,X 109298mm Y -6825mm Z 30545mm,X 110240mm Y -6825mm Z 31889mm,RBAR_19,=22045/1302191,   0.819   0.000  -0.574,OUTF,
 =22045/1302398,SCTN,X 109507mm Y -7475mm Z 31340mm,X 109507mm Y -7475mm Z 31340mm,X 109974mm Y -7475mm Z 31013mm,TUBE_34x3.25,=22045/1302191,  -0.574   0.000  -0.819,OUTF,
 =22045/1302399,SCTN,X 109507mm Y -6825mm Z 31340mm,X 109507mm Y -6825mm Z 31340mm,X 109974mm Y -6825mm Z 31013mm,TUBE_34x3.25,=22045/1302191,  -0.574   0.000  -0.819,OUTF,
 =22045/1302526,SCTN,X 109979mm Y -7450mm Z 30569mm,X 109979mm Y -7450mm Z 30569mm,X 110420mm Y -7450mm Z 30569mm,ANG_65x65x8,=22045/1302191,   0.000  -1.000   0.000,OUTF,
 =22045/1302532,SCTN,X 109959mm Y -6850mm Z 30569mm,X 109959mm Y -6850mm Z 30569mm,X 109859mm Y -6850mm Z 30569mm,ANG_65x65x8,=22045/1302191,   0.000   1.000   0.000,OUTF,
 =22045/1302574,SCTN,X 110420mm Y -6850mm Z 30569mm,X 110420mm Y -6850mm Z 30569mm,X 109979mm Y -6850mm Z 30569mm,ANG_65x65x8,=22045/1302191,   0.000   1.000   0.000,OUTF,
 =22045/1302592,SCTN,X 116191mm Y -6850mm Z 30961mm,X 116191mm Y -6850mm Z 30961mm,X 116860mm Y -6850mm Z 30006mm,ANG_50x50x6,=22045/1302590,   0.000   1.000   0.000,OUTF,
 =22045/1302593,SCTN,X 116191mm Y -7450mm Z 30961mm,X 116191mm Y -7450mm Z 30961mm,X 116860mm Y -7450mm Z 30006mm,ANG_50x50x6,=22045/1302590,   0.819   0.000   0.574,OUTF,
 =22045/1302594,SCTN,X 116195mm Y -6850mm Z 31234mm,X 116195mm Y -6850mm Z 31234mm,X 117076mm Y -6850mm Z 29976mm,ANG_50x50x6,=22045/1302590,  -0.819   0.000  -0.574,OUTF,
 =22045/1302595,SCTN,X 116195mm Y -7450mm Z 31234mm,X 116195mm Y -7450mm Z 31234mm,X 117076mm Y -7450mm Z 29976mm,ANG_50x50x6,=22045/1302590,   0.000  -1.000   0.000,OUTF,
 =22045/1302613,SCTN,X 116206mm Y -6837mm Z 31119mm,X 116206mm Y -6837mm Z 31119mm,X 116010mm Y -6837mm Z 31119mm,BULB_70x10,=22045/1302590,   0.000   1.000   0.000,OUTF,
 =22045/1302629,SCTN,X 116206mm Y -7463mm Z 31119mm,X 116206mm Y -7463mm Z 31119mm,X 116010mm Y -7463mm Z 31119mm,BULB_70x10,=22045/1302590,   0.000   1.000   0.000,OUTF,
 =22045/1302662,SCTN,X 117011mm Y -6837mm Z 29822mm,X 117011mm Y -6837mm Z 29822mm,X 117011mm Y -6837mm Z 29963mm,BULB_70x10,=22045/1302590,   0.000  -1.000   0.000,OUTF,
 =22045/1302678,SCTN,X 117011mm Y -7463mm Z 29804mm,X 117011mm Y -7463mm Z 29804mm,X 117011mm Y -7463mm Z 29963mm,BULB_70x10,=22045/1302590,   0.000  -1.000   0.000,OUTF,
 =22045/1302775_0,GENSEC,X 117026mm Y -6825mm Z 30048mm,X 117026mm Y -6825mm Z 30048mm,X 117026mm Y -6825mm Z 31041mm,TUBE_34x3.25,=22045/1302590,  -1.000   0.000   0.000,,
 =22045/1302775_1,GENSEC,X 117026mm Y -6825mm Z 31041mm,X 117026mm Y -6825mm Z 31041mm,X 116760mm Y -6825mm Z 31421mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302775_2,GENSEC,X 116760mm Y -6825mm Z 31421mm,X 116760mm Y -6825mm Z 31421mm,X 116238mm Y -6825mm Z 32184mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302775_3,GENSEC,X 116238mm Y -6825mm Z 32184mm,X 116238mm Y -6825mm Z 32184mm,X 116185mm Y -6825mm Z 32184mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302775_4,GENSEC,X 116185mm Y -6825mm Z 32184mm,X 116185mm Y -6825mm Z 32184mm,X 116085mm Y -6825mm Z 32184mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302775_5,GENSEC,X 116085mm Y -6825mm Z 32184mm,X 116085mm Y -6825mm Z 32184mm,X 116085mm Y -6825mm Z 31234mm,TUBE_34x3.25,=22045/1302590,  -1.000   0.000   0.000,,
 =22045/1302784_0,GENSEC,X 117026mm Y -7475mm Z 30048mm,X 117026mm Y -7475mm Z 30048mm,X 117026mm Y -7475mm Z 31041mm,TUBE_34x3.25,=22045/1302590,  -1.000   0.000   0.000,,
 =22045/1302784_1,GENSEC,X 117026mm Y -7475mm Z 31041mm,X 117026mm Y -7475mm Z 31041mm,X 116760mm Y -7475mm Z 31421mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302784_2,GENSEC,X 116760mm Y -7475mm Z 31421mm,X 116760mm Y -7475mm Z 31421mm,X 116238mm Y -7475mm Z 32184mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302784_3,GENSEC,X 116238mm Y -7475mm Z 32184mm,X 116238mm Y -7475mm Z 32184mm,X 116185mm Y -7475mm Z 32184mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302784_4,GENSEC,X 116185mm Y -7475mm Z 32184mm,X 116185mm Y -7475mm Z 32184mm,X 116085mm Y -7475mm Z 32184mm,TUBE_34x3.25,=22045/1302590,   0.000   0.000  -1.000,,
 =22045/1302784_5,GENSEC,X 116085mm Y -7475mm Z 32184mm,X 116085mm Y -7475mm Z 32184mm,X 116085mm Y -7475mm Z 31234mm,TUBE_34x3.25,=22045/1302590,  -1.000   0.000   0.000,,
 =22045/1302795,SCTN,X 117026mm Y -6825mm Z 30545mm,X 117026mm Y -6825mm Z 30545mm,X 116085mm Y -6825mm Z 31888mm,RBAR_19,=22045/1302590,  -0.819   0.000  -0.574,OUTF,
 =22045/1302796,SCTN,X 117026mm Y -7475mm Z 30545mm,X 117026mm Y -7475mm Z 30545mm,X 116085mm Y -7475mm Z 31888mm,RBAR_19,=22045/1302590,  -0.819   0.000  -0.574,OUTF,
 =22045/1302797,SCTN,X 116818mm Y -6825mm Z 31339mm,X 116818mm Y -6825mm Z 31339mm,X 116351mm Y -6825mm Z 31012mm,TUBE_34x3.25,=22045/1302590,   0.574   0.000  -0.819,OUTF,
 =22045/1302798,SCTN,X 116818mm Y -7475mm Z 31339mm,X 116818mm Y -7475mm Z 31339mm,X 116351mm Y -7475mm Z 31012mm,TUBE_34x3.25,=22045/1302590,   0.574   0.000  -0.819,OUTF,
 =22045/1302917,SCTN,X 116452mm Y -6850mm Z 30419mm,X 116452mm Y -6850mm Z 30419mm,X 115980mm Y -6850mm Z 30419mm,ANG_65x65x8,=22045/1302590,   0.000   1.000   0.000,OUTF,
 =22045/1302933,SCTN,X 116572mm Y -6850mm Z 30419mm,X 116572mm Y -6850mm Z 30419mm,X 116472mm Y -6850mm Z 30419mm,ANG_65x65x8,=22045/1302590,   0.000   1.000   0.000,OUTF,
 =22045/1302937,SCTN,X 116472mm Y -7450mm Z 30419mm,X 116472mm Y -7450mm Z 30419mm,X 116572mm Y -7450mm Z 30419mm,ANG_65x65x8,=22045/1302590,   0.000  -1.000   0.000,OUTF,
 =22045/1302979,SCTN,X 115980mm Y -7450mm Z 30419mm,X 115980mm Y -7450mm Z 30419mm,X 116452mm Y -7450mm Z 30419mm,ANG_65x65x8,=22045/1302590,   0.000  -1.000   0.000,OUTF,
 =30137/314160,SCTN,X 108910mm Y -9665mm Z 30451mm,X 108910mm Y -9665mm Z 30451mm,X 109820mm Y -9665mm Z 30451mm,ANG_130x130x12,=30137/314158,   0.000  -1.000   0.000,SUPP,
 =30137/314161,SCTN,X 108910mm Y -9665mm Z 30439mm,X 108910mm Y -9665mm Z 30439mm,X 108910mm Y -9665mm Z 29743mm,ANG_130x130x12,=30137/314158,   1.000   0.000   0.000,SUPP,
 =30137/314162,SCTN,X 109820mm Y -9665mm Z 30439mm,X 109820mm Y -9665mm Z 30439mm,X 109820mm Y -9665mm Z 29743mm,ANG_130x130x12,=30137/314158,   0.000  -1.000   0.000,SUPP,
 =30137/314174,SCTN,X 112065mm Y -9665mm Z 30451mm,X 112065mm Y -9665mm Z 30451mm,X 113610mm Y -9665mm Z 30451mm,ANG_130x130x12,=30137/314172,   0.000  -1.000   0.000,SUPP,
 =30137/314175,SCTN,X 112065mm Y -9665mm Z 29743mm,X 112065mm Y -9665mm Z 29743mm,X 112065mm Y -9665mm Z 29683mm,ANG_130x130x12,=30137/314172,   1.000   0.000   0.000,SUPP,
 =30137/314176,SCTN,X 113610mm Y -9665mm Z 29743mm,X 113610mm Y -9665mm Z 29743mm,X 113610mm Y -9665mm Z 29683mm,ANG_130x130x12,=30137/314172,   0.000  -1.000   0.000,SUPP,
 =30137/314187,SCTN,X 115300mm Y -9260mm Z 30451mm,X 115300mm Y -9260mm Z 30451mm,X 115300mm Y -10222mm Z 30451mm,ANG_130x130x12,=30137/314185,  -1.000   0.000   0.000,SUPP,
 =30137/314188,SCTN,X 115300mm Y -10015mm Z 30439mm,X 115300mm Y -10015mm Z 30439mm,X 115300mm Y -10015mm Z 29733mm,ANG_130x130x12,=30137/314185,   0.000  -1.000   0.000,SUPP,
 =30137/314189,SCTN,X 115300mm Y -10015mm Z 29683mm,X 115300mm Y -10015mm Z 29683mm,X 115300mm Y -10015mm Z 29733mm,ANG_130x130x12,=30137/314185,  -1.000   0.000   0.000,SUPP,
 =30137/314203,SCTN,X 113610mm Y -8225mm Z 31160mm,X 113610mm Y -8225mm Z 31160mm,X 113610mm Y -9400mm Z 31160mm,ANG_130x130x12,=21945/2402043,  -1.000   0.000   0.000,SUPP,
 =30137/314224,SCTN,X 116500mm Y -8630mm Z 30451mm,X 116500mm Y -8630mm Z 30451mm,X 116500mm Y -9455mm Z 30451mm,ANG_130x130x12,=30137/314222,  -1.000   0.000   0.000,SUPP,
 =30137/314225,SCTN,X 116500mm Y -8630mm Z 29772mm,X 116500mm Y -8630mm Z 29772mm,X 116500mm Y -8630mm Z 29683mm,ANG_130x130x12,=30137/314222,   0.000  -1.000   0.000,SUPP,
 =30137/314226,SCTN,X 116500mm Y -9270mm Z 29754mm,X 116500mm Y -9270mm Z 29754mm,X 116500mm Y -9270mm Z 29683mm,ANG_130x130x12,=30137/314222,  -1.000   0.000   0.000,SUPP,
 =30137/314249,SCTN,X 118950mm Y -8630mm Z 31160mm,X 118950mm Y -8630mm Z 31160mm,X 118950mm Y -9665mm Z 31160mm,ANG_130x130x12,=21945/2401988,  -1.000   0.000   0.000,SUPP,
