name,type,pos,poss,pose,size,stru,ori,division,weld
 =21945/2403071,SCTN,X 110630mm Y -8405mm Z 31159mm,X 110630mm Y -8405mm Z 31159mm,X 110860mm Y -8405mm Z 31159mm,ANG_65x65x6,=21945/2403048,   0.000  -1.000   0.000,SUPP,
 =21945/2403073,SCTN,X 110860mm Y -8205mm Z 31159mm,X 110860mm Y -8205mm Z 31159mm,X 111350mm Y -8205mm Z 31159mm,ANG_65x65x6,=21945/2403048,   0.000  -1.000   0.000,SUPP,
 =21945/2403111,SCTN,X 113610mm Y -9665mm Z 30451mm,X 113610mm Y -9665mm Z 30451mm,X 113610mm Y -9485mm Z 30451mm,ANG_130x130x12,=30137/314172,   0.000   0.000  -1.000,SUPP,
 =21945/2403120,SCTN,X 113610mm Y -7565mm Z 30451mm,X 113610mm Y -7565mm Z 30451mm,X 113610mm Y -9465mm Z 30451mm,ANG_130x130x12,=21945/2402043,  -1.000   0.000   0.000,SUPP,
 =21945/2403124,SCTN,X 113610mm Y -7198mm Z 30451mm,X 113610mm Y -7198mm Z 30451mm,X 113610mm Y -7545mm Z 30451mm,ANG_130x130x12,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2403173,SCTN,X 114863mm Y -7198mm Z 30451mm,X 114863mm Y -7198mm Z 30451mm,X 114863mm Y -7510mm Z 30451mm,ANG_130x130x12,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2403192,SCTN,X 115980mm Y -7198mm Z 30451mm,X 115980mm Y -7198mm Z 30451mm,X 115980mm Y -7510mm Z 30451mm,ANG_130x130x12,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2403211,SCTN,X 110485mm Y -7198mm Z 30451mm,X 110485mm Y -7198mm Z 30451mm,X 110485mm Y -7510mm Z 30451mm,ANG_130x130x12,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2403229,SCTN,X 111375mm Y -8405mm Z 29778mm,X 111375mm Y -8405mm Z 29778mm,X 111375mm Y -8405mm Z 29683mm,ANG_100x100x13,=21945/2403048,   0.000  -1.000   0.000,SUPP,
 =21945/2403230,SCTN,X 111375mm Y -8405mm Z 30451mm,X 111375mm Y -8405mm Z 30451mm,X 111375mm Y -8405mm Z 29778mm,ANG_100x100x13,=21945/2403048,   0.000  -1.000   0.000,SUPP,
 =21945/2403237,SCTN,X 110785mm Y -8405mm Z 30451mm,X 110785mm Y -8405mm Z 30451mm,X 111375mm Y -8405mm Z 30451mm,ANG_100x100x13,=21945/2403048,   0.000  -1.000   0.000,SUPP,
 =21945/2403238,SCTN,X 111375mm Y -8405mm Z 30271mm,X 111375mm Y -8405mm Z 30271mm,X 111915mm Y -8405mm Z 30271mm,ANG_100x100x13,=21945/2403048,   0.000  -1.000   0.000,SUPP,
 =21945/2403239,SCTN,X 111935mm Y -8405mm Z 30271mm,X 111935mm Y -8405mm Z 30271mm,X 112065mm Y -8405mm Z 30271mm,ANG_100x100x13,=21945/820078,   0.000  -1.000   0.000,SUPP,
 =21945/2403256,SCTN,X 110785mm Y -8623mm Z 30071mm,X 110785mm Y -8623mm Z 30071mm,X 111375mm Y -8623mm Z 30071mm,ANG_50x50x6,=21945/2403048,   0.000   0.000  -1.000,SUPP,
 =21945/2403257,SCTN,X 110785mm Y -8623mm Z 30071mm,X 110785mm Y -8623mm Z 30071mm,X 110785mm Y -8418mm Z 30071mm,ANG_50x50x6,=21945/2403048,   1.000   0.000   0.000,SUPP,
 =21945/2403258,SCTN,X 111375mm Y -8623mm Z 30071mm,X 111375mm Y -8623mm Z 30071mm,X 111375mm Y -8418mm Z 30071mm,ANG_50x50x6,=21945/2403048,   0.000   0.000  -1.000,SUPP,
 =21945/2431184,SCTN,X 113610mm Y -7192mm Z 30451mm,X 113610mm Y -7192mm Z 30451mm,X 113610mm Y -6760mm Z 30451mm,ANG_130x130x12,=21945/2203239,   0.000   0.000  -1.000,SUPP,
 =21945/2431196,SCTN,X 113610mm Y -4488mm Z 30451mm,X 113610mm Y -4488mm Z 30451mm,X 113610mm Y -4685mm Z 30451mm,ANG_130x130x12,=21945/2202946,  -1.000   0.000   0.000,SUPP,
 =21945/2431215,SCTN,X 113610mm Y -4705mm Z 30451mm,X 113610mm Y -4705mm Z 30451mm,X 113610mm Y -6740mm Z 30451mm,ANG_130x130x12,=21945/2431213,  -1.000   0.000   0.000,SUPP,
 =21945/2431234,SCTN,X 113610mm Y -5800mm Z 31264mm,X 113610mm Y -5800mm Z 31264mm,X 113610mm Y -6700mm Z 31264mm,ANG_130x130x12,=21945/2431213,  -1.000   0.000   0.000,SUPP,
 =21945/2431235,SCTN,X 113610mm Y -5800mm Z 31252mm,X 113610mm Y -5800mm Z 31252mm,X 113610mm Y -5800mm Z 30451mm,ANG_130x130x12,=21945/2431213,   0.000  -1.000   0.000,SUPP,
 =21945/2431236,SCTN,X 113610mm Y -6700mm Z 31252mm,X 113610mm Y -6700mm Z 31252mm,X 113610mm Y -6700mm Z 30451mm,ANG_130x130x12,=21945/2431213,  -1.000   0.000   0.000,SUPP,
 =21945/2431270,SCTN,X 114863mm Y -7192mm Z 30451mm,X 114863mm Y -7192mm Z 30451mm,X 114863mm Y -6760mm Z 30451mm,ANG_130x130x12,=21945/2203239,   0.000   0.000  -1.000,SUPP,
 =21945/2431302,SCTN,X 114863mm Y -4705mm Z 30451mm,X 114863mm Y -4705mm Z 30451mm,X 114863mm Y -6740mm Z 30451mm,ANG_130x130x12,=21945/2431295,  -1.000   0.000   0.000,SUPP,
 =21945/2431305,SCTN,X 114863mm Y -4488mm Z 30451mm,X 114863mm Y -4488mm Z 30451mm,X 114863mm Y -4685mm Z 30451mm,ANG_130x130x12,=21945/2202946,  -1.000   0.000   0.000,SUPP,
 =21945/2431318,SCTN,X 112065mm Y -4705mm Z 30451mm,X 112065mm Y -4705mm Z 30451mm,X 112065mm Y -6740mm Z 30451mm,ANG_130x130x12,=21945/2431316,   0.000   0.000  -1.000,SUPP,
 =21945/2431321,SCTN,X 112065mm Y -4488mm Z 30451mm,X 112065mm Y -4488mm Z 30451mm,X 112065mm Y -4685mm Z 30451mm,ANG_130x130x12,=21945/2202946,   0.000   0.000  -1.000,SUPP,
 =21945/2431334,SCTN,X 112065mm Y -7192mm Z 30451mm,X 112065mm Y -7192mm Z 30451mm,X 112065mm Y -6760mm Z 30451mm,ANG_130x130x12,=21945/2203239,   1.000   0.000   0.000,SUPP,
 =21945/2431361,SCTN,X 115980mm Y -7192mm Z 30451mm,X 115980mm Y -7192mm Z 30451mm,X 115980mm Y -6790mm Z 30451mm,ANG_130x130x12,=21945/2203239,   0.000   0.000  -1.000,SUPP,
 =21945/2431379,SCTN,X 110485mm Y -7192mm Z 30451mm,X 110485mm Y -7192mm Z 30451mm,X 110485mm Y -6790mm Z 30451mm,ANG_130x130x12,=21945/2203239,   0.000   0.000  -1.000,SUPP,
 =21945/2431567,SCTN,X 114032mm Y -1455mm Z 31007mm,X 114032mm Y -1455mm Z 31007mm,X 114798mm Y -1455mm Z 31007mm,ANG_90x90x10,=21945/2202406,   0.000   0.000   1.000,SUPP,
 =21945/2431570,SCTN,X 114136mm Y -1455mm Z 30997mm,X 114136mm Y -1455mm Z 30997mm,X 114136mm Y -1455mm Z 30451mm,ANG_90x90x10,=21945/2202406,   0.000  -1.000   0.000,SUPP,
 =21945/2431571,SCTN,X 114694mm Y -1455mm Z 30997mm,X 114694mm Y -1455mm Z 30997mm,X 114694mm Y -1455mm Z 30451mm,ANG_90x90x10,=21945/2202406,   1.000   0.000   0.000,SUPP,
 =21945/2431613,SCTN,X 115182mm Y -1455mm Z 31007mm,X 115182mm Y -1455mm Z 31007mm,X 115948mm Y -1455mm Z 31007mm,ANG_90x90x10,=21945/2202406,   0.000   0.000   1.000,SUPP,
 =21945/2431616,SCTN,X 115286mm Y -1455mm Z 30997mm,X 115286mm Y -1455mm Z 30997mm,X 115286mm Y -1455mm Z 30451mm,ANG_90x90x10,=21945/2202406,   0.000  -1.000   0.000,SUPP,
 =21945/2431617,SCTN,X 115844mm Y -1455mm Z 30997mm,X 115844mm Y -1455mm Z 30997mm,X 115844mm Y -1455mm Z 30451mm,ANG_90x90x10,=21945/2202406,   1.000   0.000   0.000,SUPP,
 =21945/2431673,SCTN,X 110720mm Y -1504mm Z 30451mm,X 110720mm Y -1504mm Z 30451mm,X 110720mm Y -1700mm Z 30451mm,ANG_75x75x6,=21945/2202406,   0.000   0.000  -1.000,SUPP,
 =21945/2431683,SCTN,X 111360mm Y -1504mm Z 30451mm,X 111360mm Y -1504mm Z 30451mm,X 111360mm Y -1700mm Z 30451mm,ANG_75x75x6,=21945/2202406,  -1.000   0.000   0.000,SUPP,
 =21945/2431693,SCTN,X 111360mm Y -4482mm Z 30451mm,X 111360mm Y -4482mm Z 30451mm,X 111360mm Y -4285mm Z 30451mm,ANG_75x75x6,=21945/2202946,   0.000   0.000  -1.000,SUPP,
 =21945/2431703,SCTN,X 110720mm Y -4482mm Z 30451mm,X 110720mm Y -4482mm Z 30451mm,X 110720mm Y -4285mm Z 30451mm,ANG_75x75x6,=21945/2202946,   1.000   0.000   0.000,SUPP,
 =21945/2431715,SCTN,X 110726mm Y -2955mm Z 30451mm,X 110726mm Y -2955mm Z 30451mm,X 111354mm Y -2955mm Z 30451mm,ANG_75x75x6,=21945/2431713,   0.000  -1.000   0.000,SUPP,
 =21945/2431718,SCTN,X 110720mm Y -1720mm Z 30451mm,X 110720mm Y -1720mm Z 30451mm,X 110720mm Y -4265mm Z 30451mm,ANG_75x75x6,=21945/2431713,   0.000   0.000  -1.000,SUPP,
 =21945/2431723,SCTN,X 111360mm Y -1720mm Z 30451mm,X 111360mm Y -1720mm Z 30451mm,X 111360mm Y -4265mm Z 30451mm,ANG_75x75x6,=21945/2431713,  -1.000   0.000   0.000,SUPP,
 =21945/2431730,SCTN,X 110720mm Y -2805mm Z 30713mm,X 110720mm Y -2805mm Z 30713mm,X 111360mm Y -2805mm Z 30713mm,ANG_75x75x6,=21945/2431728,   0.000  -1.000   0.000,SUPP,
 =21945/2431731,SCTN,X 111360mm Y -2805mm Z 30461mm,X 111360mm Y -2805mm Z 30461mm,X 111360mm Y -2805mm Z 30713mm,ANG_75x75x6,=21945/2431728,  -1.000   0.000   0.000,SUPP,
 =21945/2431732,SCTN,X 110720mm Y -2805mm Z 30461mm,X 110720mm Y -2805mm Z 30461mm,X 110720mm Y -2805mm Z 30713mm,ANG_75x75x6,=21945/2431728,   0.000  -1.000   0.000,SUPP,
 =21945/2431753,SCTN,X 111360mm Y -1496mm Z 30451mm,X 111360mm Y -1496mm Z 30451mm,X 111360mm Y -1300mm Z 30451mm,ANG_75x75x6,=21945/2202406,   0.000   0.000  -1.000,SUPP,
 =21945/2431763,SCTN,X 110720mm Y -1496mm Z 30451mm,X 110720mm Y -1496mm Z 30451mm,X 110720mm Y -1300mm Z 30451mm,ANG_75x75x6,=21945/2202406,   1.000   0.000   0.000,SUPP,
 =21945/2433265,SCTN,X 110720mm Y -1125mm Z 30713mm,X 110720mm Y -1125mm Z 30713mm,X 111360mm Y -1125mm Z 30713mm,ANG_75x75x6,=21945/2433263,   0.000  -1.000   0.000,SUPP,
 =21945/2433266,SCTN,X 111360mm Y -1125mm Z 30461mm,X 111360mm Y -1125mm Z 30461mm,X 111360mm Y -1125mm Z 30713mm,ANG_75x75x6,=21945/2433263,  -1.000   0.000   0.000,SUPP,
 =21945/2433267,SCTN,X 110720mm Y -1125mm Z 30461mm,X 110720mm Y -1125mm Z 30461mm,X 110720mm Y -1125mm Z 30713mm,ANG_75x75x6,=21945/2433263,   0.000  -1.000   0.000,SUPP,
 =21945/2436277,SCTN,X 110535mm Y -10215mm Z 30032mm,X 110535mm Y -10215mm Z 30032mm,X 110685mm Y -10215mm Z 30032mm,ANG_50x50x6,=21945/2402091,   0.000  -1.000   0.000,SUPP,
 =21945/2436279,SCTN,X 110685mm Y -10215mm Z 30032mm,X 110685mm Y -10215mm Z 30032mm,X 110685mm Y -10215mm Z 29727mm,ANG_50x50x6,=21945/2402091,   0.000  -1.000   0.000,SUPP,
 =21945/2436307,SCTN,X 110380mm Y -10215mm Z 29873mm,X 110380mm Y -10215mm Z 29873mm,X 110380mm Y -10215mm Z 29727mm,ANG_50x50x6,=21945/2402091,   1.000   0.000   0.000,SUPP,
 =21945/2441501,SCTN,X 116500mm Y -8630mm Z 30439mm,X 116500mm Y -8630mm Z 30439mm,X 116500mm Y -8630mm Z 29772mm,ANG_130x130x12,=30137/314222,   0.000  -1.000   0.000,SUPP,
 =21945/2463145,SCTN,X 118950mm Y -8642mm Z 30451mm,X 118950mm Y -8642mm Z 30451mm,X 118950mm Y -9665mm Z 30451mm,ANG_130x130x12,=21945/2401988,  -1.000   0.000   0.000,SUPP,
 =21945/2563233,SCTN,X 110840mm Y -7195mm Z 29822mm,X 110840mm Y -7195mm Z 29822mm,X 110840mm Y -7195mm Z 29683mm,TUBE_165.2x4.9,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2563234,SCTN,X 113190mm Y -7195mm Z 29822mm,X 113190mm Y -7195mm Z 29822mm,X 113190mm Y -7195mm Z 29683mm,TUBE_165.2x4.9,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2563235,SCTN,X 115500mm Y -7195mm Z 29822mm,X 115500mm Y -7195mm Z 29822mm,X 115500mm Y -7195mm Z 29683mm,TUBE_165.2x4.9,=21945/2203239,  -1.000   0.000   0.000,SUPP,
 =21945/2563236,SCTN,X 110840mm Y -4485mm Z 29897mm,X 110840mm Y -4485mm Z 29897mm,X 110840mm Y -4485mm Z 29683mm,TUBE_165.2x4.9,=21945/2202946,  -1.000   0.000   0.000,SUPP,
 =21945/2563237,SCTN,X 113190mm Y -4485mm Z 29897mm,X 113190mm Y -4485mm Z 29897mm,X 113190mm Y -4485mm Z 29683mm,TUBE_165.2x4.9,=21945/2202946,  -1.000   0.000   0.000,SUPP,
 =21945/2563238,SCTN,X 115500mm Y -4485mm Z 29897mm,X 115500mm Y -4485mm Z 29897mm,X 115500mm Y -4485mm Z 29683mm,TUBE_165.2x4.9,=21945/2202946,  -1.000   0.000   0.000,SUPP,
 =21945/2563239,SCTN,X 110840mm Y -1500mm Z 29980mm,X 110840mm Y -1500mm Z 29980mm,X 110840mm Y -1500mm Z 29683mm,TUBE_165.2x4.9,=21945/2202406,  -1.000   0.000   0.000,SUPP,
 =21945/2563240,SCTN,X 113190mm Y -1500mm Z 29980mm,X 113190mm Y -1500mm Z 29980mm,X 113190mm Y -1500mm Z 29683mm,TUBE_165.2x4.9,=21945/2202406,  -1.000   0.000   0.000,SUPP,
 =21945/2563241,SCTN,X 115500mm Y -1500mm Z 29980mm,X 115500mm Y -1500mm Z 29980mm,X 115500mm Y -1500mm Z 29683mm,TUBE_165.2x4.9,=21945/2202406,  -1.000   0.000   0.000,SUPP,
 =21945/2563244,SCTN,X 120320mm Y -9665mm Z 30101mm,X 120320mm Y -9665mm Z 30101mm,X 118900mm Y -9665mm Z 30101mm,ANG_100x100x13,=21945/2563242,   0.000   1.000   0.000,SUPP,
 =21945/2563259,SCTN,X 117990mm Y -9665mm Z 30101mm,X 117990mm Y -9665mm Z 30101mm,X 113560mm Y -9665mm Z 30101mm,ANG_100x100x13,=21945/2563257,   0.000   1.000   0.000,SUPP,
 =21945/2563262,SCTN,X 112115mm Y -9665mm Z 30108mm,X 112115mm Y -9665mm Z 30108mm,X 108985mm Y -9665mm Z 30108mm,ANG_100x100x13,=21945/2563260,   0.000   0.000   1.000,SUPP,
 =21945/2563263,SCTN,X 115300mm Y -10065mm Z 30101mm,X 115300mm Y -10065mm Z 30101mm,X 115300mm Y -9340mm Z 30101mm,ANG_100x100x13,=21945/2563257,   0.000   0.000   1.000,SUPP,
 =21945/2563266,SCTN,X 120960mm Y -8630mm Z 30101mm,X 120960mm Y -8630mm Z 30101mm,X 116450mm Y -8630mm Z 30101mm,ANG_100x100x13,=21945/2563264,   0.000   1.000   0.000,SUPP,
 =21945/2563267,SCTN,X 116500mm Y -9635mm Z 30101mm,X 116500mm Y -9635mm Z 30101mm,X 116500mm Y -9170mm Z 30101mm,ANG_100x100x13,=21945/2563257,   0.000   0.000   1.000,SUPP,
 =21945/2563269,SCTN,X 120960mm Y -8530mm Z 30101mm,X 120960mm Y -8530mm Z 30101mm,X 120960mm Y -9715mm Z 30101mm,ANG_100x100x13,=21945/2563264,   0.000   0.000  -1.000,SUPP,
 =21945/2563271,SCTN,X 110285mm Y -9652mm Z 30108mm,X 110285mm Y -9652mm Z 30108mm,X 110285mm Y -8405mm Z 30108mm,ANG_100x100x13,=21945/2563260,   0.000   0.000   1.000,SUPP,
 =21945/2563272,SCTN,X 110285mm Y -8405mm Z 30108mm,X 110285mm Y -8405mm Z 30108mm,X 110785mm Y -8405mm Z 30108mm,ANG_100x100x13,=21945/2563260,   0.000   0.000   1.000,SUPP,
 =21945/2563273,SCTN,X 110785mm Y -7395mm Z 30201mm,X 110785mm Y -7395mm Z 30201mm,X 110785mm Y -7195mm Z 30201mm,ANG_100x100x13,=21945/2203239,   1.000   0.000   0.000,SUPP,
 =21945/2563274,SCTN,X 110785mm Y -7415mm Z 30201mm,X 110785mm Y -7415mm Z 30201mm,X 110785mm Y -8405mm Z 30201mm,ANG_100x100x13,=21945/2403048,   0.000   0.000  -1.000,SUPP,
 =21945/2585943,SCTN,X 120271mm Y -9685mm Z 30870mm,X 120271mm Y -9685mm Z 30870mm,X 120959mm Y -9685mm Z 30870mm,ANG_90x90x10,=30137/314274,   0.000   0.000   1.000,SUPP,
 =21945/2585946,SCTN,X 120375mm Y -9685mm Z 30860mm,X 120375mm Y -9685mm Z 30860mm,X 120375mm Y -9685mm Z 30451mm,ANG_90x90x10,=30137/314274,   0.000  -1.000   0.000,SUPP,
 =21945/2585947,SCTN,X 120855mm Y -9685mm Z 30860mm,X 120855mm Y -9685mm Z 30860mm,X 120855mm Y -9685mm Z 30451mm,ANG_90x90x10,=30137/314274,   1.000   0.000   0.000,SUPP,
 =21945/2585985,SCTN,X 112121mm Y -9685mm Z 30870mm,X 112121mm Y -9685mm Z 30870mm,X 112809mm Y -9685mm Z 30870mm,ANG_90x90x10,=30137/314172,   0.000   0.000   1.000,SUPP,
 =21945/2585988,SCTN,X 112225mm Y -9685mm Z 30860mm,X 112225mm Y -9685mm Z 30860mm,X 112225mm Y -9685mm Z 30451mm,ANG_90x90x10,=30137/314172,   0.000  -1.000   0.000,SUPP,
 =21945/2585989,SCTN,X 112705mm Y -9685mm Z 30860mm,X 112705mm Y -9685mm Z 30860mm,X 112705mm Y -9685mm Z 30451mm,ANG_90x90x10,=30137/314172,   1.000   0.000   0.000,SUPP,
 =21945/2586071,SCTN,X 112846mm Y -9685mm Z 30870mm,X 112846mm Y -9685mm Z 30870mm,X 113534mm Y -9685mm Z 30870mm,ANG_90x90x10,=30137/314172,   0.000   0.000   1.000,SUPP,
 =21945/2586074,SCTN,X 112950mm Y -9685mm Z 30860mm,X 112950mm Y -9685mm Z 30860mm,X 112950mm Y -9685mm Z 30451mm,ANG_90x90x10,=30137/314172,   0.000  -1.000   0.000,SUPP,
 =21945/2586075,SCTN,X 113430mm Y -9685mm Z 30860mm,X 113430mm Y -9685mm Z 30860mm,X 113430mm Y -9685mm Z 30451mm,ANG_90x90x10,=30137/314172,   1.000   0.000   0.000,SUPP,
 =21945/2587453,SCTN,X 117954mm Y -9685mm Z 31007mm,X 117954mm Y -9685mm Z 31007mm,X 118776mm Y -9685mm Z 31007mm,ANG_90x90x10,=21945/2401988,   0.000   0.000   1.000,SUPP,
 =21945/2587456,SCTN,X 118058mm Y -9685mm Z 30997mm,X 118058mm Y -9685mm Z 30997mm,X 118058mm Y -9685mm Z 30451mm,ANG_90x90x10,=21945/2401988,   0.000  -1.000   0.000,SUPP,
 =21945/2587457,SCTN,X 118672mm Y -9685mm Z 30997mm,X 118672mm Y -9685mm Z 30997mm,X 118672mm Y -9685mm Z 30451mm,ANG_90x90x10,=21945/2401988,   1.000   0.000   0.000,SUPP,
 =21945/2587490,SCTN,X 115235mm Y -9304mm Z 31069mm,X 115235mm Y -9304mm Z 31069mm,X 115235mm Y -10229mm Z 31069mm,BEAM_125x125x6.5x9,=30137/314185,   1.000   0.000   0.000,SUPP,
 =21945/2587493,SCTN,X 115235mm Y -9397mm Z 30992mm,X 115235mm Y -9397mm Z 30992mm,X 115235mm Y -9397mm Z 30451mm,BEAM_125x125x6.5x9,=30137/314185,  -1.000   0.000   0.000,SUPP,
 =21945/2587494,SCTN,X 115235mm Y -10137mm Z 30992mm,X 115235mm Y -10137mm Z 30992mm,X 115235mm Y -10137mm Z 30451mm,BEAM_125x125x6.5x9,=30137/314185,   1.000   0.000   0.000,SUPP,
 =21945/2587539,SCTN,X 108912mm Y -9665mm Z 31007mm,X 108912mm Y -9665mm Z 31007mm,X 109818mm Y -9665mm Z 31007mm,ANG_130x130x12,=30137/314158,   0.000   0.000   1.000,SUPP,
 =21945/2587542,SCTN,X 109058mm Y -9665mm Z 30992mm,X 109058mm Y -9665mm Z 30992mm,X 109058mm Y -9665mm Z 30451mm,ANG_130x130x12,=30137/314158,   0.000  -1.000   0.000,SUPP,
 =21945/2587543,SCTN,X 109672mm Y -9665mm Z 30992mm,X 109672mm Y -9665mm Z 30992mm,X 109672mm Y -9665mm Z 30451mm,ANG_130x130x12,=30137/314158,   1.000   0.000   0.000,SUPP,
 =21945/2587581,SCTN,X 113610mm Y -5798mm Z 31820mm,X 113610mm Y -5798mm Z 31820mm,X 113610mm Y -6702mm Z 31820mm,ANG_130x130x12,=21945/2431213,   0.000   0.000   1.000,SUPP,
 =21945/2587584,SCTN,X 113610mm Y -5942mm Z 31805mm,X 113610mm Y -5942mm Z 31805mm,X 113610mm Y -5942mm Z 31264mm,ANG_130x130x12,=21945/2431213,  -1.000   0.000   0.000,SUPP,
 =21945/2587585,SCTN,X 113610mm Y -6558mm Z 31805mm,X 113610mm Y -6558mm Z 31805mm,X 113610mm Y -6558mm Z 31264mm,ANG_130x130x12,=21945/2431213,   0.000  -1.000   0.000,SUPP,
 =21945/2587623,SCTN,X 115182mm Y -4440mm Z 31007mm,X 115182mm Y -4440mm Z 31007mm,X 115948mm Y -4440mm Z 31007mm,ANG_90x90x10,=21945/2202946,   0.000   0.000   1.000,SUPP,
 =21945/2587626,SCTN,X 115286mm Y -4440mm Z 30997mm,X 115286mm Y -4440mm Z 30997mm,X 115286mm Y -4440mm Z 30451mm,ANG_90x90x10,=21945/2202946,   0.000  -1.000   0.000,SUPP,
 =21945/2587627,SCTN,X 115844mm Y -4440mm Z 30997mm,X 115844mm Y -4440mm Z 30997mm,X 115844mm Y -4440mm Z 30451mm,ANG_90x90x10,=21945/2202946,   1.000   0.000   0.000,SUPP,
 =21945/2587669,SCTN,X 114032mm Y -4440mm Z 31007mm,X 114032mm Y -4440mm Z 31007mm,X 114798mm Y -4440mm Z 31007mm,ANG_90x90x10,=21945/2202946,   0.000   0.000   1.000,SUPP,
 =21945/2587672,SCTN,X 114136mm Y -4440mm Z 30997mm,X 114136mm Y -4440mm Z 30997mm,X 114136mm Y -4440mm Z 30451mm,ANG_90x90x10,=21945/2202946,   0.000  -1.000   0.000,SUPP,
 =21945/2587673,SCTN,X 114694mm Y -4440mm Z 30997mm,X 114694mm Y -4440mm Z 30997mm,X 114694mm Y -4440mm Z 30451mm,ANG_90x90x10,=21945/2202946,   1.000   0.000   0.000,SUPP,
 =21945/2587715,SCTN,X 111332mm Y -4440mm Z 31007mm,X 111332mm Y -4440mm Z 31007mm,X 112098mm Y -4440mm Z 31007mm,ANG_90x90x10,=21945/2202946,   0.000   0.000   1.000,SUPP,
 =21945/2587718,SCTN,X 111436mm Y -4440mm Z 30997mm,X 111436mm Y -4440mm Z 30997mm,X 111436mm Y -4440mm Z 30451mm,ANG_90x90x10,=21945/2202946,   0.000  -1.000   0.000,SUPP,
 =21945/2587719,SCTN,X 111994mm Y -4440mm Z 30997mm,X 111994mm Y -4440mm Z 30997mm,X 111994mm Y -4440mm Z 30451mm,ANG_90x90x10,=21945/2202946,   1.000   0.000   0.000,SUPP,
 =21945/2587761,SCTN,X 111332mm Y -1455mm Z 31007mm,X 111332mm Y -1455mm Z 31007mm,X 112098mm Y -1455mm Z 31007mm,ANG_90x90x10,=21945/2202406,   0.000   0.000   1.000,SUPP,
 =21945/2587764,SCTN,X 111436mm Y -1455mm Z 30997mm,X 111436mm Y -1455mm Z 30997mm,X 111436mm Y -1455mm Z 30451mm,ANG_90x90x10,=21945/2202406,   0.000  -1.000   0.000,SUPP,
 =21945/2587765,SCTN,X 111994mm Y -1455mm Z 30997mm,X 111994mm Y -1455mm Z 30997mm,X 111994mm Y -1455mm Z 30451mm,ANG_90x90x10,=21945/2202406,   1.000   0.000   0.000,SUPP,
 =21945/2687417,SCTN,X 120270mm Y -9665mm Z 29743mm,X 120270mm Y -9665mm Z 29743mm,X 120270mm Y -9665mm Z 29683mm,ANG_130x130x12,=30137/314274,   1.000   0.000   0.000,SUPP,
 =21945/2687560,SCTN,X 115060mm Y -8495mm Z 31160mm,X 115060mm Y -8495mm Z 31160mm,X 115060mm Y -9350mm Z 31160mm,ANG_75x75x6,=21945/2687551,  -1.000   0.000   0.000,SUPP,
 =21945/2687562,SCTN,X 115060mm Y -8815mm Z 31160mm,X 115060mm Y -8815mm Z 31160mm,X 115060mm Y -8505mm Z 31160mm,ANG_65x65x6,=21945/2687551,   1.000   0.000   0.000,SUPP,
 =22045/245002,SCTN,X 115915mm Y -7425mm Z 30461mm,X 115915mm Y -7425mm Z 30461mm,X 115915mm Y -7425mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/245003,SCTN,X 115915mm Y -6875mm Z 30461mm,X 115915mm Y -6875mm Z 30461mm,X 115915mm Y -6875mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/245004,SCTN,X 110420mm Y -7425mm Z 30461mm,X 110420mm Y -7425mm Z 30461mm,X 110420mm Y -7425mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/245005,SCTN,X 110420mm Y -6875mm Z 30461mm,X 110420mm Y -6875mm Z 30461mm,X 110420mm Y -6875mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
 =22045/245016,SCTN,X 111305mm Y -6495mm Z 31160mm,X 111305mm Y -6495mm Z 31160mm,X 111305mm Y -7460mm Z 31160mm,ANG_75x75x9,=22045/244916,   0.000   0.000  -1.000,OUTF,
 =22045/245017,SCTN,X 110315mm Y -6830mm Z 31151mm,X 110315mm Y -6830mm Z 31151mm,X 116010mm Y -6830mm Z 31151mm,ANG_75x75x9,=22045/244916,   0.000   0.000   1.000,OUTF,
 =22045/245022,SCTN,X 110315mm Y -7550mm Z 31160mm,X 110315mm Y -7550mm Z 31160mm,X 110315mm Y -6750mm Z 31160mm,ANG_75x75x9,=22045/244916,   1.000   0.000   0.000,OUTF,
 =22045/245023,SCTN,X 116010mm Y -7470mm Z 31151mm,X 116010mm Y -7470mm Z 31151mm,X 110315mm Y -7470mm Z 31151mm,ANG_75x75x9,=22045/244916,   0.000   0.000   1.000,OUTF,
 =22045/438366,SCTN,X 112130mm Y -7425mm Z 30461mm,X 112130mm Y -7425mm Z 30461mm,X 112130mm Y -7425mm Z 31141mm,TUBE_89.1x5.5,=22045/244916,  -1.000   0.000   0.000,OUTF,
